state	year	precinct	precinct_code	cd	ld_name	ld_code	sd	mcd	mcd_code	fips	county	g2008_BALL_tv	g2008_USP_rv	g2008_USP_dv	g2008_USP_tv	g2008_USS_rv	g2008_USS_dv	g2008_USS_tv	g2008_USH_rv	g2008_USH_dv	g2008_USH_tv	g2008_STH_rv	g2008_STH_dv	g2008_STH_tv
"MN"	2008	"RAMSEY W-2 P-1"	6410	6	"48B"	96	48	"Ramsey"	95	53026	2	1340	842	484	1340	749	347	1330	699	460	1314	884	350	1243
"MN"	2008	"RAMSEY W-2 P-2"	6420	6	"48B"	96	48	"Ramsey"	95	53026	2	1625	958	629	1624	806	495	1606	789	588	1569	994	465	1462
"MN"	2008	"RAMSEY W-3 P-1"	6610	6	"48B"	96	48	"Ramsey"	95	53026	2	1958	1091	819	1955	973	633	1939	940	749	1902	1150	610	1773
"MN"	2008	"RAMSEY W-3 P-2"	6620	6	"48B"	96	48	"Ramsey"	95	53026	2	1035	523	492	1033	451	370	1023	436	442	1013	599	356	961
"MN"	2008	"RAMSEY W-4 P-1"	6810	6	"48B"	96	48	"Ramsey"	95	53026	2	1508	817	656	1507	709	501	1497	674	635	1475	902	489	1401
"MN"	2008	"RAMSEY W-4 P-2"	6820	6	"48B"	96	48	"Ramsey"	95	53026	2	1561	866	663	1556	759	490	1545	723	640	1526	959	479	1441
"MN"	2008	"SAINT FRANCIS P-1"	7010	6	"17A"	33	17	"St. Francis"	106	56950	2	2118	1175	890	2112	980	690	2099	1025	805	2069	1045	811	1971
"MN"	2008	"SAINT FRANCIS P-2"	7020	6	"17A"	33	17	"St. Francis"	106	56950	2	1534	894	602	1530	749	485	1521	771	551	1502	789	562	1423
"MN"	2008	"SPRING LAKE PARK P-1A"	7210	5	"51B"	102	51	"Spring Lake Park"	110	61996	2	895	412	471	895	354	382	888	338	436	858	354	471	829
"MN"	2008	"SPRING LAKE PARK P-2"	7220	5	"51B"	102	51	"Spring Lake Park"	110	61996	2	1302	582	678	1298	498	544	1289	450	648	1235	455	732	1194
"MN"	2008	"SPRING LAKE PARK P-3"	7230	5	"51B"	102	51	"Spring Lake Park"	110	61996	2	1448	583	830	1445	501	667	1437	461	753	1369	483	851	1337
"MN"	2008	"ATLANTA TWP"	5	7	"02A"	3	2	"Atlanta Twp"	5	2674	3	39	15	22	39	20	22	46	9	30	39	14	25	39
"MN"	2008	"AUDUBON"	10	7	"02A"	3	2	"Audubon"	9	2728	3	237	120	109	237	107	70	226	67	160	227	78	149	227
"MN"	2008	"AUDUBON TWP"	15	7	"02A"	3	2	"Audubon Twp"	10	2746	3	347	164	165	341	159	119	340	85	249	335	131	192	323
"MN"	2008	"BURLINGTON TWP"	20	7	"02A"	3	2	"Burlington Twp"	20	8686	3	834	492	311	832	453	249	825	237	576	813	406	389	795
"MN"	2008	"CALLAWAY"	25	7	"02A"	3	2	"Callaway"	24	9280	3	94	32	59	94	27	53	95	14	76	90	17	74	91
"MN"	2008	"CALLAWAY TWP"	30	7	"02A"	3	2	"Callaway Twp"	25	9298	3	116	50	63	114	56	58	131	19	97	116	40	76	116
"MN"	2008	"CARSONVILLE TWP"	35	7	"02A"	3	2	"Carsonville Twp"	35	10126	3	136	65	70	135	70	56	134	31	104	135	44	86	130
"MN"	2008	"CORMORANT TWP"	40	7	"09B"	18	9	"Cormorant Twp"	40	13294	3	710	373	317	706	339	242	707	171	528	699	229	455	685
"MN"	2008	"CUBA TWP"	45	7	"02A"	3	2	"Cuba Twp"	45	14230	3	164	71	87	163	70	69	162	29	130	159	55	102	157
"MN"	2008	"DETROIT TWP"	50	7	"02A"	3	2	"Detroit Twp"	52	15814	3	1188	651	515	1187	620	385	1177	285	882	1168	528	613	1141
"MN"	2008	"DETROIT LAKES W1 P1"	55	7	"09B"	18	9	"Detroit Lakes"	55	15832	3	1278	588	644	1273	588	483	1266	293	939	1233	372	839	1211
"MN"	2008	"DETROIT LAKES W1 P2"	60	7	"02A"	3	2	"Detroit Lakes"	55	15832	3	55	30	25	55	36	15	55	13	42	55	23	29	52
"MN"	2008	"DETROIT LAKES W2 P1"	65	7	"09B"	18	9	"Detroit Lakes"	55	15832	3	1399	716	637	1392	714	473	1364	291	1066	1360	426	919	1346
"MN"	2008	"DETROIT LAKES W3 P1"	75	7	"09B"	18	9	"Detroit Lakes"	55	15832	3	1430	788	612	1427	770	476	1415	384	1012	1397	489	907	1396
"MN"	2008	"DETROIT LAKES W3 P2"	80	7	"02A"	3	2	"Detroit Lakes"	55	15832	3	84	58	24	82	52	15	82	16	67	83	44	33	77
"MN"	2008	"EAGLE VIEW TWP"	82	7	"02A"	3	2	"Eagle View Twp"	57	17455	3	102	40	62	102	31	54	99	23	77	100	33	66	99
"MN"	2008	"ERIE TWP"	85	7	"02A"	3	2	"Erie Twp"	60	19646	3	976	549	396	976	525	303	972	249	709	958	449	488	937
"MN"	2008	"EVERGREEN TWP"	90	7	"10B"	20	10	"Evergreen Twp"	65	20006	3	131	76	50	130	67	44	131	44	87	131	76	55	131
"MN"	2008	"FOREST TWP"	95	7	"02A"	3	2	"Forest Twp"	68	21671	3	72	41	31	72	40	25	72	23	48	71	37	33	70
"MN"	2008	"FRAZEE"	100	7	"02A"	3	2	"Frazee"	70	22472	3	577	319	236	570	289	192	560	139	407	548	226	321	549
"MN"	2008	"GREEN VALLEY TWP"	105	7	"10B"	20	10	"Green Valley Twp"	80	25820	3	167	85	75	166	67	75	165	46	116	162	67	93	160
"MN"	2008	"HAMDEN TWP"	110	7	"02A"	3	2	"Hamden Twp"	85	26684	3	131	53	71	130	49	55	129	20	110	130	47	83	130
"MN"	2008	"HEIGHT OF LAND TWP"	115	7	"02A"	3	2	"Height Of Land Twp"	90	28250	3	370	203	155	370	211	112	369	107	255	363	171	187	359
"MN"	2008	"HOLMESVILLE TWP"	120	7	"02A"	3	2	"Holmesville Twp"	95	29816	3	316	190	117	314	173	98	314	87	222	309	160	141	301
"MN"	2008	"LAKE EUNICE TWP"	125	7	"09B"	18	9	"Lake Eunice Twp"	100	34298	3	917	467	421	909	437	340	912	233	669	903	302	589	892
"MN"	2008	"LAKE PARK"	130	7	"02A"	3	2	"Lake Park"	104	34784	3	399	164	228	399	166	170	389	69	317	386	93	285	378
"MN"	2008	"LAKE PARK TWP"	135	7	"02A"	3	2	"Lake Park Twp"	105	34802	3	292	133	150	291	119	106	282	72	207	279	105	168	273
"MN"	2008	"LAKE VIEW TWP"	140	7	"09B"	18	9	"Lake View Twp"	115	35144	3	1055	602	426	1052	564	343	1044	268	754	1025	399	610	1012
"MN"	2008	"MAPLE GROVE TWP"	145	7	"02A"	3	2	"Maple Grove Twp"	120	40130	3	186	63	117	185	65	101	182	33	145	179	43	135	178
"MN"	2008	"OGEMA"	150	7	"02A"	3	2	"Ogema"	125	48130	3	50	16	33	49	12	27	49	8	39	48	9	40	49
"MN"	2008	"OSAGE TWP"	155	7	"02A"	3	2	"Osage Twp"	130	48778	3	461	267	186	461	236	148	458	135	308	443	207	221	428
"MN"	2008	"PINE POINT TWP"	160	7	"02A"	3	2	"Pine Point Twp"	135	51244	3	115	18	95	114	24	81	114	9	101	111	17	90	108
"MN"	2008	"RICEVILLE TWP"	165	7	"02A"	3	2	"Riceville Twp"	140	54142	3	46	25	18	46	29	14	52	12	34	46	21	22	43
"MN"	2008	"RICHWOOD TWP"	170	7	"02A"	3	2	"Richwood Twp"	145	54376	3	347	175	160	345	162	123	341	80	260	340	142	190	332
"MN"	2008	"ROUND LAKE TWP"	175	7	"02A"	3	2	"Round Lake Twp"	150	56050	3	76	28	45	75	27	42	77	25	50	75	33	43	76
"MN"	2008	"RUNEBERG TWP"	180	7	"10B"	20	10	"Runeberg Twp"	155	56248	3	215	136	73	215	118	54	213	77	136	213	118	92	210
"MN"	2008	"SAVANNAH TWP"	185	7	"02A"	3	2	"Savannah Twp"	160	58756	3	118	68	44	118	65	36	115	36	77	114	56	55	111
"MN"	2008	"SHELL LAKE TWP"	190	7	"02A"	3	2	"Shell Lake Twp"	165	59512	3	155	68	78	154	67	68	159	32	118	150	56	93	150
"MN"	2008	"SILVER LEAF TWP"	195	7	"02A"	3	2	"Silver Leaf Twp"	170	60430	3	248	128	114	247	112	89	243	47	200	247	85	156	241
"MN"	2008	"SPRING CREEK TWP"	200	7	"02A"	3	2	"Spring Creek Twp"	175	61762	3	43	25	18	43	25	11	43	9	34	43	16	27	43
"MN"	2008	"SPRUCE GROVE TWP"	205	7	"10B"	20	10	"Spruce Grove Twp"	180	62212	3	212	125	81	211	113	67	211	79	129	208	121	88	209
"MN"	2008	"SUGAR BUSH TWP"	210	7	"02A"	3	2	"Sugar Bush Twp"	185	63256	3	268	117	146	267	113	120	266	50	204	255	92	160	252
"MN"	2008	"TOAD LAKE TWP"	215	7	"10B"	20	10	"Toad Lake Twp"	190	65002	3	263	162	95	263	142	77	257	79	178	257	144	107	251
"MN"	2008	"TWO INLETS TWP"	220	7	"02A"	3	2	"Two Inlets Twp"	195	66010	3	140	96	43	140	86	33	140	52	86	138	75	54	129
"MN"	2008	"WALWORTH TWP"	225	7	"02A"	3	2	"Walworth Twp"	200	67954	3	46	21	24	46	24	20	45	11	35	46	10	36	46
"MN"	2008	"WHITE EARTH TWP"	230	7	"02A"	3	2	"White Earth Twp"	205	70024	3	303	81	207	298	92	180	297	40	253	293	56	227	283
"MN"	2008	"WOLF LAKE"	235	7	"10B"	20	10	"Wolf Lake"	215	71338	3	24	16	8	24	15	8	24	8	16	24	13	10	23
"MN"	2008	"WOLF LAKE TWP"	240	7	"10B"	20	10	"Wolf Lake Twp"	216	71356	3	106	81	24	106	91	15	114	40	63	103	74	28	102
"MN"	2008	"ALASKA TWP"	5	7	"02B"	4	2	"Alaska Twp"	5	586	4	124	39	82	124	40	69	122	22	96	118	36	86	122
"MN"	2008	"BATTLE TWP"	10	7	"02B"	4	2	"Battle Twp"	10	3952	4	19	13	6	19	10	6	19	5	13	18	11	7	18
"MN"	2008	"BEMIDJI TWP"	15	7	"04A"	7	4	"Bemidji Twp"	20	5086	4	1687	891	762	1681	866	618	1666	507	1090	1597	825	761	1636
"MN"	2008	"BEMIDJI W-1"	20	7	"04A"	7	4	"Bemidji"	15	5068	4	1041	362	641	1034	415	487	1007	290	617	912	395	525	959
"MN"	2008	"BEMIDJI W-2"	25	7	"04A"	7	4	"Bemidji"	15	5068	4	1000	387	575	994	391	469	987	241	679	923	350	571	960
"MN"	2008	"BEMIDJI W-3"	30	7	"04A"	7	4	"Bemidji"	15	5068	4	1825	725	1040	1819	785	792	1778	431	1232	1667	720	936	1720
"MN"	2008	"BEMIDJI W-4"	35	7	"04A"	7	4	"Bemidji"	15	5068	4	1191	498	661	1184	477	547	1163	306	813	1123	473	624	1144
"MN"	2008	"BEMIDJI W-5"	40	7	"04A"	7	4	"Bemidji"	15	5068	4	1507	636	832	1502	599	695	1486	378	1044	1428	622	814	1477
"MN"	2008	"BENVILLE TWP"	45	7	"02B"	4	2	"Benville Twp"	25	5284	4	50	20	28	49	20	22	49	5	44	49	15	34	49
"MN"	2008	"BIRCH TWP"	50	8	"02B"	4	2	"Birch Twp"	30	5914	4	58	31	25	58	29	23	58	25	33	58	32	26	58
"MN"	2008	"BLACKDUCK"	55	8	"02B"	4	2	"Blackduck"	35	6256	4	332	174	156	331	156	128	323	125	188	313	162	162	324
"MN"	2008	"BUZZLE TWP"	60	7	"02B"	4	2	"Buzzle Twp"	40	9082	4	169	87	76	168	73	77	169	40	125	165	71	96	167
"MN"	2008	"CORMANT TWP"	65	7	"02B"	4	2	"Cormant Twp"	45	13258	4	84	50	28	83	48	21	83	26	54	80	50	33	83
"MN"	2008	"DURAND TWP"	70	7	"02B"	4	2	"Durand Twp"	50	17234	4	97	54	41	96	50	33	97	35	60	95	53	43	96
"MN"	2008	"ECKLES TWP"	75	7	"02B"	4	2	"Eckles Twp"	55	17954	4	651	341	290	651	312	245	645	199	428	627	327	311	639
"MN"	2008	"FROHN TWP"	80	8	"04A"	7	4	"Frohn Twp"	60	22886	4	864	427	421	863	406	338	857	311	515	826	379	440	849
"MN"	2008	"FUNKLEY"	85	7	"02B"	4	2	"Funkley"	65	22976	4	3	0	1	3	1	1	3	0	3	3	0	3	3
"MN"	2008	"GRANT VALLEY TWP"	90	7	"02B"	4	2	"Grant Valley Twp"	70	25352	4	1004	514	470	1000	496	364	994	337	616	953	472	497	969
"MN"	2008	"HAGALI TWP"	95	8	"02B"	4	2	"Hagali Twp"	75	26468	4	183	104	76	182	96	60	181	86	91	177	95	84	179
"MN"	2008	"HAMRE TWP"	100	7	"02B"	4	2	"Hamre Twp"	80	26900	4	7	2	5	7	2	5	7	2	5	7	2	5	7
"MN"	2008	"HINES TWP"	105	8	"02B"	4	2	"Hines Twp"	85	29348	4	393	236	147	392	200	121	389	168	198	366	200	180	380
"MN"	2008	"HORNET TWP"	110	7	"02B"	4	2	"Hornet Twp"	90	30194	4	99	51	46	97	45	38	99	20	77	97	47	51	98
"MN"	2008	"JONES TWP"	115	7	"02B"	4	2	"Jones Twp"	95	32120	4	118	77	39	118	63	35	117	43	70	113	70	45	115
"MN"	2008	"KELLIHER"	120	7	"02B"	4	2	"Kelliher"	99	32606	4	132	65	63	130	58	57	129	33	94	127	52	76	128
"MN"	2008	"KELLIHER TWP"	125	7	"02B"	4	2	"Kelliher Twp"	100	32624	4	58	31	26	57	26	19	58	17	39	56	28	29	57
"MN"	2008	"LAMMERS TWP"	130	7	"02B"	4	2	"Lammers Twp"	110	35324	4	284	174	101	284	165	72	280	100	168	269	168	112	280
"MN"	2008	"LANGOR TWP"	135	7	"02B"	4	2	"Langor Twp"	115	35540	4	89	61	26	89	46	26	87	40	44	84	60	29	89
"MN"	2008	"LEE TWP"	140	7	"02B"	4	2	"Lee Twp"	120	36170	4	19	10	9	19	10	5	19	5	14	19	8	11	19
"MN"	2008	"LIBERTY TWP"	145	7	"02B"	4	2	"Liberty Twp"	125	36926	4	353	195	152	353	165	139	348	100	241	341	171	176	347
"MN"	2008	"MAPLE RIDGE TWP"	150	7	"02B"	4	2	"Maple Ridge Twp"	130	40274	4	64	22	40	64	19	26	62	12	47	59	20	42	62
"MN"	2008	"MINNIE TWP"	155	7	"02B"	4	2	"Minnie Twp"	135	43360	4	10	6	4	10	6	3	10	4	6	10	5	5	10
"MN"	2008	"MOOSE LAKE TWP"	160	8	"04A"	7	4	"Moose Lake Twp"	140	43936	4	114	72	37	113	60	32	107	47	56	104	57	43	108
"MN"	2008	"NEBISH TWP"	165	7	"02B"	4	2	"Nebish Twp"	145	45088	4	161	64	91	160	63	70	160	33	121	154	59	97	156
"MN"	2008	"NORTHERN TWP P 01"	170	8	"04A"	7	4	"Northern Twp"	150	46906	4	2375	1268	1064	2372	1261	840	2346	942	1310	2258	1301	968	2325
"MN"	2008	"NORTHERN TWP P 02"	172	7	"04A"	7	4	"Northern Twp"	150	46906	4	229	114	114	229	117	90	226	50	168	219	120	96	225
"MN"	2008	"O'BRIEN TWP"	175	7	"02B"	4	2	"Obrien Twp"	155	48040	4	31	20	11	31	16	11	30	10	20	30	18	13	31
"MN"	2008	"PONEMAH PREC"	180	7	"02B"	4	2	"Lower Red Lake Unorganized"	127	38335	4	367	20	342	365	27	313	363	12	340	352	16	342	359
"MN"	2008	"PORT HOPE TWP"	185	8	"02B"	4	2	"Port Hope Twp"	160	52162	4	416	239	171	416	212	147	415	180	224	404	207	201	408
"MN"	2008	"QUIRING TWP"	190	7	"02B"	4	2	"Quiring Twp"	165	52828	4	39	26	10	39	26	8	39	18	21	39	23	16	39
"MN"	2008	"RED LAKE AGENCY PREC"	195	7	"02B"	4	2	"Lower Red Lake Unorganized"	127	38335	4	888	50	819	885	58	787	886	35	822	859	36	833	870
"MN"	2008	"REDBY PREC"	200	7	"02B"	4	2	"Lower Red Lake Unorganized"	127	38335	4	634	39	585	630	40	564	623	21	596	619	29	598	628
"MN"	2008	"LITTLE ROCK"	202	7	"02B"	4	2	"Lower Red Lake Unorganized"	127	38335	4	355	14	336	355	21	319	354	17	330	348	11	341	352
"MN"	2008	"ROOSEVELT TWP"	205	7	"02B"	4	2	"Roosevelt Twp"	170	55402	4	144	46	92	141	43	82	143	27	112	140	46	94	140
"MN"	2008	"SHOOKS TWP"	210	7	"02B"	4	2	"Shooks Twp"	175	59926	4	89	68	16	89	66	11	88	23	62	86	65	24	89
"MN"	2008	"SHOTLEY TWP"	215	7	"02B"	4	2	"Shotley Twp"	180	60070	4	34	12	20	34	14	16	34	5	28	33	17	17	34
"MN"	2008	"SOLWAY"	220	7	"02B"	4	2	"Solway"	185	61114	4	44	30	13	43	28	10	42	17	24	41	28	16	44
"MN"	2008	"SPRUCE GROVE TWP"	225	7	"02B"	4	2	"Spruce Grove Twp"	190	62230	4	35	13	20	35	12	19	35	4	31	35	13	22	35
"MN"	2008	"STEENERSON TWP"	230	7	"02B"	4	2	"Steenerson Twp"	195	62680	4	21	8	13	21	4	10	21	2	19	21	9	12	21
"MN"	2008	"SUGAR BUSH TWP"	235	8	"04A"	7	4	"Sugar Bush Twp"	200	63274	4	111	56	55	111	54	41	111	46	59	105	61	45	109
"MN"	2008	"SUMMIT TWP"	240	8	"02B"	4	2	"Summit Twp"	205	63328	4	165	127	34	164	120	27	165	101	58	159	123	40	163
"MN"	2008	"TAYLOR TWP"	245	8	"02B"	4	2	"Taylor Twp"	208	64291	4	61	35	26	61	30	19	60	27	32	59	31	28	59
"MN"	2008	"TEN LAKE TWP"	250	8	"04A"	7	4	"Ten Lake Twp"	210	64390	4	478	152	316	478	163	274	474	123	347	470	156	312	474
"MN"	2008	"TENSTRIKE"	255	8	"02B"	4	2	"Tenstrike"	215	64444	4	98	49	48	98	47	42	98	42	55	97	47	49	96
"MN"	2008	"TURTLE LAKE TWP"	260	7	"02B"	4	2	"Turtle Lake Twp"	220	65758	4	819	465	342	818	437	269	813	251	536	788	406	387	794
"MN"	2008	"TURTLE RIVER"	265	8	"02B"	4	2	"Turtle River"	224	65794	4	54	21	31	53	18	29	52	15	34	49	21	28	50
"MN"	2008	"TURTLE RIVER TWP"	270	8	"04A"	7	4	"Turtle River Twp"	225	65812	4	694	298	379	692	291	318	687	218	438	657	295	369	676
"MN"	2008	"UNORG DIST 1"	275	7	"02B"	4	2	"North Beltrami Unorganized"	148	46770	4	22	9	12	22	9	11	21	5	17	22	7	14	21
"MN"	2008	"UNORG DIST 2"	280	7	"02B"	4	2	"Shotley Brook Unorganized"	181	60079	4	14	3	11	14	4	7	14	0	14	14	3	11	14
"MN"	2008	"UNORG DIST 3"	285	8	"04A"	7	4	"Brook Lake Unorganized"	38	7918	4	101	53	46	101	40	45	100	42	56	98	48	51	100
"MN"	2008	"WASKISH TWP"	290	7	"02B"	4	2	"Waskish Twp"	233	68440	4	69	37	31	69	34	26	69	20	48	68	28	41	69
"MN"	2008	"WILTON"	295	7	"02B"	4	2	"Wilton"	235	70708	4	95	48	47	95	44	41	94	32	60	93	44	48	92
"MN"	2008	"WOODROW TWP"	300	7	"02B"	4	2	"Woodrow Twp"	240	71590	4	41	23	18	41	20	14	40	10	30	40	21	20	41
"MN"	2008	"ALBERTA TWP"	5	6	"16A"	31	16	"Alberta Twp"	5	668	5	386	232	143	383	159	119	381	173	165	375	185	188	373
"MN"	2008	"FOLEY"	10	6	"16A"	31	16	"Foley"	10	21536	5	1149	620	485	1142	472	374	1135	505	468	1124	591	507	1100
"MN"	2008	"GILMAN"	15	6	"16A"	31	16	"Gilman"	13	23804	5	107	56	43	106	39	32	104	45	43	104	47	54	101
"MN"	2008	"GILMANTON TWP"	20	6	"16A"	31	16	"Gilmanton Twp"	15	23822	5	455	260	173	450	188	131	451	197	187	446	227	207	436
"MN"	2008	"GLENDORADO TWP"	25	6	"16A"	31	16	"Glendorado Twp"	20	24020	5	467	283	166	465	215	135	461	225	173	458	231	211	442
"MN"	2008	"GRAHAM TWP"	30	6	"14A"	27	14	"Graham Twp"	25	24812	5	296	208	79	294	167	55	293	166	92	289	151	135	286
"MN"	2008	"GRANITE LEDGE TWP"	35	6	"16A"	31	16	"Granite Ledge Twp"	30	25298	5	413	277	117	410	220	94	411	233	133	404	241	159	400
"MN"	2008	"LANGOLA TWP"	40	6	"14A"	27	14	"Langola Twp"	35	35522	5	544	317	202	541	252	158	542	255	215	538	259	268	527
"MN"	2008	"MAYHEW LAKE TWP"	45	6	"14A"	27	14	"Mayhew Lake Twp"	40	41192	5	459	277	169	453	203	119	453	212	176	446	218	217	435
"MN"	2008	"MAYWOOD TWP"	50	6	"16A"	31	16	"Maywood Twp"	45	41264	5	493	306	170	491	225	139	487	245	184	489	244	233	479
"MN"	2008	"MINDEN TWP P-1"	55	6	"14A"	27	14	"Minden Twp"	50	42434	5	1010	628	352	1008	511	255	1002	494	395	998	614	364	981
"MN"	2008	"MINDEN TWP P-2"	56	6	"15B"	30	15	"Minden Twp"	50	42434	5	4	3	1	4	2	2	4	2	2	4	2	2	4
"MN"	2008	"RICE"	60	6	"14A"	27	14	"Rice"	55	53998	5	709	391	284	707	303	223	701	304	298	694	305	372	677
"MN"	2008	"RONNEBY"	65	6	"16A"	31	16	"Ronneby"	60	55366	5	27	14	9	27	11	9	27	9	15	25	13	11	25
"MN"	2008	"ROYALTON"	67	6	"14A"	27	14	"Royalton"	62	56176	5	0	0	0	0	0	0	0	0	0	0	0	0	0
"MN"	2008	"ST CLOUD W-2 P-1"	70	6	"15B"	30	15	"St. Cloud"	65	56896	5	389	145	229	389	112	206	386	92	244	383	99	265	367
"MN"	2008	"ST CLOUD W-2 P-2"	75	6	"15B"	30	15	"St. Cloud"	65	56896	5	865	362	475	863	329	363	859	297	479	838	273	488	763
"MN"	2008	"ST CLOUD W-2 P-3"	80	6	"15B"	30	15	"St. Cloud"	65	56896	5	666	262	366	665	225	293	656	215	371	658	178	446	627
"MN"	2008	"ST CLOUD W-2 P-4"	85	6	"15B"	30	15	"St. Cloud"	65	56896	5	655	239	392	654	209	316	640	217	337	622	179	403	586
"MN"	2008	"ST CLOUD W-2 P-8"	86	6	"14A"	27	14	"St. Cloud"	65	56896	5	181	94	81	179	86	58	178	77	80	173	97	61	158
"MN"	2008	"ST GEORGE TWP"	90	6	"16A"	31	16	"St. George Twp"	70	56986	5	665	439	210	662	331	160	656	339	229	650	369	260	631
"MN"	2008	"SARTELL"	95	6	"14A"	27	14	"Sartell"	72	58612	5	1022	539	442	1012	456	353	1004	440	447	989	519	436	956
"MN"	2008	"SAUK RAPIDS P-1"	100	6	"14A"	27	14	"Sauk Rapids"	73	58684	5	1240	597	613	1236	522	458	1216	484	598	1206	599	582	1183
"MN"	2008	"SAUK RAPIDS P-2"	105	6	"14A"	27	14	"Sauk Rapids"	73	58684	5	1160	597	524	1151	490	421	1155	461	563	1137	555	560	1118
"MN"	2008	"SAUK RAPIDS P-3"	110	6	"14A"	27	14	"Sauk Rapids"	73	58684	5	1573	839	709	1571	749	502	1565	683	737	1553	886	634	1521
"MN"	2008	"SAUK RAPIDS P-4"	111	6	"14A"	27	14	"Sauk Rapids"	73	58684	5	1171	588	547	1162	503	416	1153	491	547	1143	576	541	1119
"MN"	2008	"SAUK RAPIDS P-5"	112	6	"14A"	27	14	"Sauk Rapids"	73	58684	5	794	400	385	794	373	250	782	337	380	775	407	343	750
"MN"	2008	"SAUK RAPIDS P-6"	113	6	"14A"	27	14	"Sauk Rapids"	73	58684	5	225	105	115	224	98	80	223	89	109	219	112	93	207
"MN"	2008	"SAUK RAPIDS P-7"	114	6	"14A"	27	14	"Sauk Rapids"	73	58684	5	199	109	88	199	102	63	199	95	81	194	112	79	192
"MN"	2008	"SAUK RAPIDS TWP P-1"	115	6	"14A"	27	14	"Sauk Rapids Twp"	75	58702	5	97	65	30	96	53	16	95	50	32	92	54	38	92
"MN"	2008	"SAUK RAPIDS TWP P-3"	117	6	"14A"	27	14	"Sauk Rapids Twp"	75	58702	5	249	133	106	248	123	69	248	104	113	248	132	112	244
"MN"	2008	"WATAB TWP"	120	6	"14A"	27	14	"Watab Twp"	80	68476	5	1759	953	749	1753	745	616	1740	729	782	1730	773	923	1697
"MN"	2008	"AKRON TWP"	5	7	"20A"	39	20	"Akron Twp"	5	532	6	115	34	77	113	28	69	112	7	104	112	38	75	113
"MN"	2008	"ALMOND TWP"	10	7	"20A"	39	20	"Almond Twp"	10	1126	6	72	25	44	72	22	35	71	8	62	70	21	51	72
"MN"	2008	"ARTICHOKE TWP"	15	7	"20A"	39	20	"Artichoke Twp"	15	2350	6	59	21	32	59	19	27	59	12	47	59	20	39	59
"MN"	2008	"BARRY"	20	7	"20A"	39	20	"Barry"	20	3718	6	11	6	5	11	4	3	11	1	10	11	3	8	11
"MN"	2008	"BIG STONE TWP"	25	7	"20A"	39	20	"Big Stone Twp"	25	5788	6	180	110	69	179	100	51	179	71	106	177	106	71	178
"MN"	2008	"BROWNS VALLEY TWP"	30	7	"20A"	39	20	"Browns Valley Twp"	30	8182	6	90	28	57	87	24	58	90	4	82	86	28	59	87
"MN"	2008	"BEARDSLEY"	31	7	"20A"	39	20	"Beardsley"	21	4204	6	112	28	74	112	35	59	109	23	80	103	37	68	105
"MN"	2008	"CLINTON"	35	7	"20A"	39	20	"Clinton"	35	11980	6	225	78	135	222	72	107	222	42	178	220	85	134	219
"MN"	2008	"CORRELL"	40	7	"20A"	39	20	"Correll"	40	13384	6	23	9	11	23	6	9	23	6	17	23	10	13	23
"MN"	2008	"FOSTER TWP"	45	7	"20A"	39	20	"Foster Twp"	45	22058	6	92	38	52	91	38	43	92	25	66	91	36	53	89
"MN"	2008	"GRACEVILLE"	50	7	"20A"	39	20	"Graceville"	49	24758	6	342	153	179	338	111	168	340	52	275	327	134	199	333
"MN"	2008	"GRACEVILLE TWP"	55	7	"20A"	39	20	"Graceville Twp"	50	24776	6	52	26	24	52	25	18	52	13	37	50	27	24	51
"MN"	2008	"JOHNSON"	56	7	"20A"	39	20	"Johnson"	51	32012	6	13	8	3	11	1	4	13	3	10	13	6	7	13
"MN"	2008	"MALTA TWP"	60	7	"20A"	39	20	"Malta Twp"	60	39608	6	53	20	31	53	22	26	53	6	47	53	17	35	52
"MN"	2008	"MOONSHINE TWP"	65	7	"20A"	39	20	"Moonshine Twp"	65	43828	6	53	33	18	53	28	16	53	14	37	51	29	22	51
"MN"	2008	"ODESSA"	70	7	"20A"	39	20	"Odessa"	69	48058	6	66	35	28	65	30	26	66	24	39	63	39	27	66
"MN"	2008	"ODESSA TWP"	75	7	"20A"	39	20	"Odessa Twp"	70	48076	6	98	51	41	94	51	31	98	40	52	92	58	38	96
"MN"	2008	"ORTONVILLE-P-1"	80	7	"20A"	39	20	"Ortonville"	80	48706	6	723	369	336	718	350	248	701	253	438	691	409	293	702
"MN"	2008	"ORTONVILLE-P-2"	85	7	"20A"	39	20	"Ortonville"	80	48706	6	372	176	187	371	148	158	369	90	274	364	190	176	366
"MN"	2008	"ORTONVILLE TWP"	86	7	"20A"	39	20	"Ortonville Twp"	81	48724	6	64	36	22	60	29	17	62	24	35	59	29	31	60
"MN"	2008	"OTREY TWP"	90	7	"20A"	39	20	"Otrey Twp"	85	49120	6	64	25	37	63	21	30	64	9	53	62	21	41	62
"MN"	2008	"PRIOR TWP"	95	7	"20A"	39	20	"Prior Twp"	90	52576	6	112	39	72	111	36	54	110	24	84	108	43	66	109
"MN"	2008	"TOQUA TWP"	100	7	"20A"	39	20	"Toqua Twp"	95	65200	6	32	14	18	32	11	17	32	5	27	32	8	24	32
"MN"	2008	"AMBOY"	5	1	"24B"	48	24	"Amboy"	5	1324	7	300	154	133	298	125	97	299	98	173	295	161	137	298
