state	year	county	precinct	cd	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"AR"	2000	"Mississippi County"	"46A Birdsong Fire Station"	1	36	3	39	34	2	36
"AR"	2000	"Mississippi County"	"48 Dyess School"	1	18	50	71	36	28	64
"AR"	2000	"Mississippi County"	"50A Etowah Baptist Church"	1	70	24	99	56	49	105
"AR"	2000	"Mississippi County"	"54A Bassett City Hall"	1	29	13	42	21	9	30
"AR"	2000	"Monroe County"	"Early & Absentee"	1	157	112	272	188	83	271
"AR"	2000	"Monroe County"	"01 Brinkley Ward 1"	1	249	185	447	322	124	446
"AR"	2000	"Monroe County"	"02 Brinkley Ward 2"	1	255	58	313	265	47	312
"AR"	2000	"Monroe County"	"03 Brinkley Ward 3"	1	197	157	363	253	117	370
"AR"	2000	"Monroe County"	"04 Brinkley/Dixon Township"	1	103	128	234	148	85	233
"AR"	2000	"Monroe County"	"05 Greenfield/Richland Township"	1	40	52	92	52	39	91
"AR"	2000	"Monroe County"	"06 Fargo"	1	28	16	44	25	13	38
"AR"	2000	"Monroe County"	"07 Clarendon Ward 1"	1	131	45	181	145	37	182
"AR"	2000	"Monroe County"	"08 Clarendon Ward 2"	1	86	69	159	102	60	162
"AR"	2000	"Monroe County"	"09 Clarendon Ward 3"	1	114	106	227	149	81	230
"AR"	2000	"Monroe County"	"10 Cache/Keevil Township"	1	40	68	111	77	34	111
"AR"	2000	"Monroe County"	"11 Cypress Ridge Township"	1	33	73	106	62	46	108
"AR"	2000	"Monroe County"	"12 Hindman / Pine Ridge Twp."	1	33	29	64	45	16	61
"AR"	2000	"Monroe County"	"13 Roc Roe Township"	1	22	47	69	36	33	69
"AR"	2000	"Monroe County"	"14 Roe City"	1	22	27	49	31	21	52
"AR"	2000	"Monroe County"	"15 Holly Grove"	1	233	53	287	257	32	289
"AR"	2000	"Monroe County"	"16 Duncan Township"	1	59	37	97	71	28	99
"AR"	2000	"Monroe County"	"17 Cleburne/Jackson/Montgomery-Smalley Township"	1	99	51	153	122	29	151
"AR"	2000	"Monroe County"	"Overseas Absentees"	1	0	0	0	0	0	0
"AR"	2000	"Monroe County"	"18 Raymond Township"	1	9	16	25	17	6	23
"AR"	2000	"Montgomery County"	"Early"	4	246	326	590	259	325	584
"AR"	2000	"Montgomery County"	"Absentee"	4	93	82	179	99	74	173
"AR"	2000	"Montgomery County"	"020 Caddo"	4	59	119	183	68	113	181
"AR"	2000	"Montgomery County"	"030 Caney"	4	54	97	153	55	96	151
"AR"	2000	"Montgomery County"	"040 Center"	4	142	152	303	131	172	303
"AR"	2000	"Montgomery County"	"050 Gap"	4	45	119	177	65	111	176
"AR"	2000	"Montgomery County"	"060 Laverna"	4	23	61	89	31	53	84
"AR"	2000	"Montgomery County"	"070 Mazarn"	4	10	23	33	15	19	34
"AR"	2000	"Montgomery County"	"080 Parks"	4	36	63	103	40	63	103
"AR"	2000	"Montgomery County"	"090 Pencil Bluff"	4	47	117	188	67	116	183
"AR"	2000	"Montgomery County"	"100 Polk (In and Out)"	4	84	224	325	115	213	328
"AR"	2000	"Montgomery County"	"110 South Fork (In)"	4	127	115	251	139	114	253
"AR"	2000	"Montgomery County"	"120 South Fork (Out)"	4	150	159	323	158	162	320
"AR"	2000	"Montgomery County"	"130 Sulphur"	4	63	125	195	80	116	196
"AR"	2000	"Montgomery County"	"140 Walnut"	4	46	120	178	60	121	181
"AR"	2000	"Montgomery County"	"150 Washita"	4	83	96	186	87	103	190
"AR"	2000	"Montgomery County"	"160 Womble (In)"	4	68	68	150	85	66	151
"AR"	2000	"Montgomery County"	"170 Womble (Out)"	4	62	62	133	71	59	130
"AR"	2000	"Nevada County"	"Early"	4	185	162	357	256	110	366
"AR"	2000	"Nevada County"	"Absentee"	4	134	111	250	176	79	255
"AR"	2000	"Nevada County"	"(2 &3) Bluff City City & Rural"	4	67	24	92	77	23	100
"AR"	2000	"Nevada County"	"(4&5) Bodcaw City & Rural"	4	67	130	204	84	122	206
"AR"	2000	"Nevada County"	"(6) Boughton"	4	42	57	100	65	38	103
"AR"	2000	"Nevada County"	"(7&8) Cale City & Rural"	4	17	22	41	27	16	43
"AR"	2000	"Nevada County"	"(10 &9) Emmet City & Rural"	4	124	124	250	176	78	254
"AR"	2000	"Nevada County"	"(11) Georgia"	4	16	44	61	25	38	63
"AR"	2000	"Nevada County"	"(12)Jackson/(14)Leake"	4	48	2	50	50	4	54
"AR"	2000	"Nevada County"	"(13)Laneburg/(20)Sutton"	4	50	137	188	91	98	189
"AR"	2000	"Nevada County"	"(1)Alabama"	4	53	39	96	60	35	95
"AR"	2000	"Nevada County"	"(15)Liberty/(16)NewHope"	4	69	106	179	110	70	180
"AR"	2000	"Nevada County"	"(18&19) Rosston City & Rural"	4	138	38	177	149	36	185
"AR"	2000	"Nevada County"	"(21) Union Church"	4	34	45	79	38	45	83
"AR"	2000	"Nevada County"	"(23&24)Willisville City & Rural (22) Waterloo"	4	119	107	230	150	89	239
"AR"	2000	"Nevada County"	"(25)Ward 1 (26)Ward 1JP2"	4	185	251	449	279	162	441
"AR"	2000	"Nevada County"	"(27) Ward 2"	4	167	50	220	192	40	232
"AR"	2000	"Nevada County"	"(28) Ward 3"	4	78	31	111	94	26	120
"AR"	2000	"Nevada County"	"(29) Ward 4"	4	129	58	188	150	56	206
"AR"	2000	"Nevada County"	"(30) West Rural"	4	64	111	182	114	73	187
"AR"	2000	"Nevada County"	"(31) East Rural"	4	81	147	234	135	99	234
"AR"	2000	"Nevada County"	"Overseas Absentees"	4	0	0	0	0	0	0
"AR"	2000	"Newton County"	"Early"	3	204	234	459			
"AR"	2000	"Newton County"	"Absentee"	3	82	117	209			
"AR"	2000	"Newton County"	"01 Big Creek"	3	34	109	153			
"AR"	2000	"Newton County"	"02 Boston"	3	9	37	47			
"AR"	2000	"Newton County"	"04 Dogpatch"	3	79	148	240			
"AR"	2000	"Newton County"	"05 Grove"	3	108	218	332			
"AR"	2000	"Newton County"	"06 Hasty"	3	35	109	146			
"AR"	2000	"Newton County"	"07 Hickory Grove"	3	8	53	62			
"AR"	2000	"Newton County"	"08 Hudson"	3	60	90	160			
"AR"	2000	"Newton County"	"09 Jackson"	3	191	378	602			
"AR"	2000	"Newton County"	"10 Jefferson & Walnut"	3	15	39	57			
"AR"	2000	"Newton County"	"12 Kentucky"	3	22	8	33			
"AR"	2000	"Newton County"	"13 Lincoln"	3	35	78	124			
"AR"	2000	"Newton County"	"14 Low Gap"	3	50	82	147			
"AR"	2000	"Newton County"	"16 Murray"	3	17	10	32			
"AR"	2000	"Newton County"	"20 Pleasant Hll"	3	62	197	269			
"AR"	2000	"Newton County"	"21 Plumlee"	3	47	120	184			
"AR"	2000	"Newton County"	"22 Polk"	3	33	63	99			
"AR"	2000	"Newton County"	"23 Ponca"	3	17	55	74			
"AR"	2000	"Newton County"	"25 Richland & Jones"	3	28	123	157			
"AR"	2000	"Newton County"	"27 Van Buren"	3	20	32	52			
"AR"	2000	"Newton County"	"30 White"	3	49	229	289			
"AR"	2000	"Newton County"	"Overseas Absentees"	3	0	0	0			
"AR"	2000	"Ouachita County"	"Early & Absentee"	4	768	500	1292	785	554	1339
"AR"	2000	"Ouachita County"	"Precinct 12"	4	395	159	559	367	221	588
"AR"	2000	"Ouachita County"	"Precinct 13"	4	533	550	1095	512	589	1101
"AR"	2000	"Ouachita County"	"Precinct 15"	4	294	214	516	291	243	534
"AR"	2000	"Ouachita County"	"Precinct 14"	4	464	10	479	449	56	505
"AR"	2000	"Ouachita County"	"Precinct 17"	4	478	659	1161	515	675	1190
"AR"	2000	"Ouachita County"	"Precinct 16"	4	367	361	741	371	379	750
"AR"	2000	"Ouachita County"	"Precinct 9"	4	251	189	449	287	202	489
"AR"	2000	"Ouachita County"	"Union"	4	256	257	533	289	282	571
"AR"	2000	"Ouachita County"	"Precinct 8"	4	107	103	213	125	100	225
"AR"	2000	"Ouachita County"	"Precinct 10"	4	295	143	452	296	186	482
"AR"	2000	"Ouachita County"	"Precinct 6"	4	25	69	94	32	64	96
"AR"	2000	"Ouachita County"	"Precinct 3"	4	198	346	561	210	351	561
"AR"	2000	"Ouachita County"	"Precinct 22"	4	229	260	497	220	296	516
"AR"	2000	"Ouachita County"	"Precinct 5"	4	77	58	143	89	59	148
"AR"	2000	"Ouachita County"	"Precinct 11"	4	41	47	88	46	46	92
"AR"	2000	"Ouachita County"	"Precinct 19"	4	44	28	73	50	27	77
"AR"	2000	"Ouachita County"	"Precinct 7"	4	152	217	376	163	219	382
"AR"	2000	"Ouachita County"	"Precinct 20"	4	88	88	181	98	89	187
"AR"	2000	"Ouachita County"	"Precinct 21"	4	59	0	59	59	2	61
"AR"	2000	"Ouachita County"	"Precinct 1"	4	247	332	586	272	346	618
"AR"	2000	"Ouachita County"	"Precinct 2"	4	41	25	66	45	22	67
"AR"	2000	"Ouachita County"	"Precinct 18"	4	55	122	179	68	117	185
"AR"	2000	"Ouachita County"	"Overseas Absentees"	4	0	2	2	0	2	2
"AR"	2000	"Perry County"	"Early"	2	293	363	672	395	253	648
"AR"	2000	"Perry County"	"Absentee"	2	29	46	78	42	36	78
"AR"	2000	"Perry County"	"01 Aplin"	2	35	59	98	42	50	92
"AR"	2000	"Perry County"	"02 Casa"	2	100	99	210	128	69	197
"AR"	2000	"Perry County"	"03 Cherry Hill"	2	43	51	98	53	38	91
"AR"	2000	"Perry County"	"04 Fourche"	2	156	197	398	199	168	367
"AR"	2000	"Perry County"	"05 Houston"	2	81	129	218	117	96	213
"AR"	2000	"Perry County"	"06 Kenney"	2	10	50	64	26	36	62
"AR"	2000	"Perry County"	"07 Lake"	2	85	90	183	101	78	179
"AR"	2000	"Perry County"	"08 Maumelle"	2	53	115	178	70	98	168
"AR"	2000	"Perry County"	"09 New Tennessee"	2	35	53	90	43	47	90
"AR"	2000	"Perry County"	"10 Perry"	2	135	181	330	192	137	329
"AR"	2000	"Perry County"	"11 Petit Jean"	2	61	93	156	82	70	152
"AR"	2000	"Perry County"	"12 Rankin"	2	180	172	364	234	120	354
"AR"	2000	"Perry County"	"13 Rose Creek"	2	28	47	83	40	35	75
"AR"	2000	"Perry County"	"14 Tyler"	2	47	48	98	60	30	90
"AR"	2000	"Perry County"	"15 Union"	2	121	94	226	128	97	225
"AR"	2000	"Perry County"	"16 Union Valley"	2	62	56	189	80	35	115
"AR"	2000	"Perry County"	"17 Wye"	2	93	171	273	117	144	261
"AR"	2000	"Perry County"	"CHALLAGED BALLT"	2	1	0	1	10	9	19
"AR"	2000	"Phillips County"	"(65) Absentee Voting -- County Clerk's Office"	1	707	163	875	508	264	772
"AR"	2000	"Phillips County"	"(27) W.Hel-2D West Helena Methodist Church"	1	3	7	10	6	4	10
"AR"	2000	"Phillips County"	"(04) St Francis I, H-1 Cherry St. Fire Station"	1	234	11	247	221	21	242
"AR"	2000	"Phillips County"	"(28) W.Hel-3  2nd Baptist Church-3rd & Baldwin"	1	111	161	275	169	107	276
"AR"	2000	"Phillips County"	"(29) W.Hel-3A, 3D  2nd Baptist Church--3rd & Baldwin"	1	23	3	27	22	4	26
"AR"	2000	"Phillips County"	"(05) St. Francis II, III Cherry St. Fire Station"	1	5	1	6	4	1	5
"AR"	2000	"Phillips County"	"(06) St. Francis IV Cherry St. Fire Station"	1	0	2	2	0	2	2
"AR"	2000	"Phillips County"	"(07) L'Anguille Cherry St. Fire Station"	1	3	1	5	4	1	5
"AR"	2000	"Phillips County"	"(08) H-2, 2B, 2C, 2L, 2P, 2K, 20 Presbyterian Church"	1	32	17	51	38	13	51
"AR"	2000	"Phillips County"	"(30) W.Hel-3B, 3C 2nd Baptist Church 3rd & Baldwin"	1	70	20	90	72	17	89
"AR"	2000	"Phillips County"	"(09) H-2A, 2E, 2F, 2G Presbyterian Church"	1	33	30	65	37	26	63
"AR"	2000	"Phillips County"	"(31) W.Hel-3E, 3F 2nd Baptist Church 3rd & Baldwin"	1	137	92	236	183	57	240
"AR"	2000	"Phillips County"	"(10) H-2D, 2N Presbyterian Church"	1	59	1	60	54	3	57
"AR"	2000	"Phillips County"	"(11) H-2J, 2M Presbyterian Church"	1	34	12	46	35	11	46
"AR"	2000	"Phillips County"	"(32) W.Hel-3G, 3H  2nd Baptist Church--3rd & Baldwin"	1	10	6	16	15	2	17
"AR"	2000	"Phillips County"	"(33) W. Hel-4, 4B, 2H  True Vine Baptist Church"	1	110	4	115	100	7	107
"AR"	2000	"Phillips County"	"(34) W.Hel-4A True Vine Baptist Church"	1	0	0	0	0	0	0
"AR"	2000	"Phillips County"	"(35) W.Hel-4C5, 4C6, 4C7 True Vine Baptist Church"	1	72	0	73	65	9	74
"AR"	2000	"Phillips County"	"(36) W.Hel-4C, 4C2,4C3, 4C4 Union Planters West Acres"	1	145	69	219	173	44	217
"AR"	2000	"Phillips County"	"(37) Hornor, Honor II  West Helena City Hall"	1	113	140	260	180	78	258
"AR"	2000	"Phillips County"	"(38) Hornor III, VIII West Helena City Hall"	1	1	7	8	4	5	9
"AR"	2000	"Phillips County"	"(17)  H-4B  St. Marys Parish"	1	3	1	4	4	1	5
"AR"	2000	"Phillips County"	"(18) H-4C  St. Marys Parish"	1	0	0	0	0	0	0
"AR"	2000	"Phillips County"	"(19) LAKE  St. Marys Parish"	1	10	5	15	14	1	15
"AR"	2000	"Phillips County"	"(20) W.Hel-1, 1A, 1B, 2I  Allen Temple Church"	1	317	12	333	296	23	319
"AR"	2000	"Phillips County"	"(21)  W.Hel-1C  Allen Temple Church"	1	12	0	12	11	0	11
"AR"	2000	"Phillips County"	"(22) W.Hel-2, 2E  West Helena Methodist Church"	1	202	190	402	276	132	408
"AR"	2000	"Phillips County"	"(23)  W.Hel-2A, 2C  West Helena Methodist Church"	1	66	24	92	74	18	92
"AR"	2000	"Phillips County"	"(50)  Bush--Barton Fire Station"	1	31	19	50	46	7	53
"AR"	2000	"Phillips County"	"(41) Hornor VII West Helena City Hall"	1	2	4	6	4	2	6
"AR"	2000	"Phillips County"	"(40) Hornor VI  West Helena City Hall"	1	3	4	7	5	1	6
"AR"	2000	"Phillips County"	"(42) Cleburne I  Spring Lake Church"	1	101	26	127	112	15	127
"AR"	2000	"Phillips County"	"(43) Cleburne II  Spring Lake Church"	1	59	16	75	63	12	75
"AR"	2000	"Phillips County"	"(44) Lexa (city)  Lexa Fire Station"	1	67	80	148	102	52	154
"AR"	2000	"Phillips County"	"(45) Spring Creek IV  Lexa Fire Station"	1	80	163	248	175	74	249
"AR"	2000	"Phillips County"	"(46) Spring Creek I  Barton Fire Station"	1	65	59	129	93	41	134
"AR"	2000	"Phillips County"	"(47) Spring Creek II  Barton Fire Station"	1	34	36	70	61	11	72
"AR"	2000	"Phillips County"	"(61) Elaine I, Tappan II  --Elaine FIre Station"	1	140	54	197	126	75	201
"AR"	2000	"Phillips County"	"(15) H-4 St Marys Parish"	1	170	36	206	171	35	206
"AR"	2000	"Phillips County"	"(62)  Elaine II, Tappan I  --Elaine Fire Station"	1	57	147	207	150	51	201
"AR"	2000	"Phillips County"	"(25) W.Hel-2G West Helena Methodist Church"	1	9	3	12	9	2	11
"AR"	2000	"Phillips County"	"(26) W.Hel-2B West Helena Methodist Church"	1	0	5	5	2	3	5
"AR"	2000	"Phillips County"	"(58)  Lakeview (city) --Lakeview City Hall"	1	157	2	161	107	53	160
"AR"	2000	"Phillips County"	"(57) Cypress, Cleveland, LBC Watkins Corner Fire Station"	1	95	93	194	159	31	190
"AR"	2000	"Phillips County"	"(59)  Searcy I, II --Lakeview City Hall"	1	2	0	2	3	0	3
"AR"	2000	"Phillips County"	"(60) Searcy III --Old Town Grocery"	1	45	23	72	58	14	72
"AR"	2000	"Phillips County"	"(51) Marion--Thomas Garage"	1	39	16	59	39	17	56
"AR"	2000	"Phillips County"	"(52)  Marion I --Thomas Garage"	1	61	29	92	84	16	100
"AR"	2000	"Phillips County"	"(12) H-3, 3A, 3C, 3E, 3F Chamber of Commerce"	1	160	245	410	266	148	414
"AR"	2000	"Phillips County"	"(13) H-3B Chamber of Commerce"	1	0	0	0	0	0	0
"AR"	2000	"Phillips County"	"(14) H-3D Chamber of Commerce"	1	25	4	29	22	6	28
"AR"	2000	"Phillips County"	"(39) Hornor IV, V  West Helena City Hall"	1	9	26	35	25	10	35
"AR"	2000	"Phillips County"	"(01) H-1A, 1C, 1E, 1F Cherry St. Fire Station"	1	6	2	8	6	2	8
"AR"	2000	"Phillips County"	"(63)  Mooney  --Melwood Grocery"	1	71	48	121	94	24	118
"AR"	2000	"Phillips County"	"(64) Early Voting -- County Clerk's Office"	1	1534	781	2346	1689	565	2254
"AR"	2000	"Phillips County"	"(48) Spring Creek III  Barton Fire Station"	1	22	10	33	29	5	34
"AR"	2000	"Phillips County"	"(24) W.Hel-2F West Helena Methodist Church"	1	0	0	0	0	0	0
"AR"	2000	"Phillips County"	"(54)  HRM I, II, IIA, III --Marvell Fire Station"	1	259	150	415	324	92	416
"AR"	2000	"Phillips County"	"(49)  Spring Creek V  Barton Fire Station"	1	6	3	9	7	2	9
"AR"	2000	"Phillips County"	"(55)  HRM 1, 2, --Marvell Fire Station"	1	64	61	129	100	29	129
"AR"	2000	"Phillips County"	"(56)  Hicksville --Marvell Fire Station"	1	50	6	57	56	5	61
"AR"	2000	"Phillips County"	"(16) H-4A  St. Marys Parish"	1	1	1	2	0	1	1
"AR"	2000	"Phillips County"	"(02) H-1B Cherry St. Fire Station"	1	0	0	0	0	0	0
"AR"	2000	"Phillips County"	"(03) H-1D Cherry Street Fire Station"	1	7	0	7	7	0	7
"AR"	2000	"Phillips County"	"(53)  Upper Big Creek, UBC I --Trenton Baptist Church"	1	75	23	101	91	9	100
"AR"	2000	"Pike County"	"Early"	4	132	162	301	151	148	299
"AR"	2000	"Pike County"	"Absentee"	4	56	47	104	61	41	102
"AR"	2000	"Pike County"	"1 Antoine"	4	127	42	169	130	42	172
"AR"	2000	"Pike County"	"4 Daisy"	4	84	123	213	94	117	211
"AR"	2000	"Pike County"	"5 Delight"	4	125	193	321	140	185	325
"AR"	2000	"Pike County"	"6 Glenwood North"	4	154	251	424	186	237	423
"AR"	2000	"Pike County"	"7 Glenwood South"	4	166	328	503	175	327	502
"AR"	2000	"Pike County"	"8 Kirby"	4	127	289	425	163	258	421
"AR"	2000	"Pike County"	"9 Langley"	4	47	139	192	59	135	194
"AR"	2000	"Pike County"	"11 MBoro North"	4	129	143	278	144	135	279
"AR"	2000	"Pike County"	"12 MBoro South"	4	93	114	212	102	112	214
"AR"	2000	"Pike County"	"13 MBoro West 1"	4	94	137	237	115	124	239
"AR"	2000	"Pike County"	"14 MBoro West 2"	4	130	99	237	128	111	239
"AR"	2000	"Pike County"	"16 Newhope"	4	56	123	182	60	121	181
"AR"	2000	"Pike County"	"18 Pisgah"	4	84	85	173	91	84	175
"AR"	2000	"Pike County"	"Overseas Absentees"	4	0	0	0	0	0	0
"AR"	2000	"Poinsett County"	"Early & Absentee"	1	389	318	718	470	243	713
"AR"	2000	"Poinsett County"	"Bolivar All Wards & Twp   Bolivar North & South"	1	562	405	987	651	371	1022
"AR"	2000	"Poinsett County"	"Dobson-Cooper Haynes  West Prairie City & Rural"	1	176	166	356	242	126	368
"AR"	2000	"Poinsett County"	"Dobson-Pitts"	1	20	12	34	23	9	32
"AR"	2000	"Poinsett County"	"Greenfield-Greenfield"	1	26	67	95	48	48	96
"AR"	2000	"Poinsett County"	"Greenfield-Buffalo Lick"	1	103	129	237	132	114	246
"AR"	2000	"Poinsett County"	"Greenwood All Wards & Twp"	1	464	251	728	516	288	804
"AR"	2000	"Poinsett County"	"16 Greenwood - Rivervale"	1	23	13	36	27	8	35
"AR"	2000	"Poinsett County"	"Little River All Wards & Twp"	1	658	363	1033	720	347	1067
"AR"	2000	"Poinsett County"	"Little River - Payneway"	1	40	46	88	56	42	98
"AR"	2000	"Poinsett County"	"Lunsford-McCormick"	1	16	7	23	19	10	29
"AR"	2000	"Poinsett County"	"Lunsford-Tulot"	1	36	35	72	45	28	73
"AR"	2000	"Poinsett County"	"Lunsford - Weona"	1	18	4	22	15	7	22
"AR"	2000	"Poinsett County"	"Owen-Fisher City & Rural"	1	52	85	139	86	57	143
"AR"	2000	"Poinsett County"	"Owen-Waldenburg             City & Rural"	1	37	54	94	56	41	97
"AR"	2000	"Poinsett County"	"Tyronza City & Rural"	1	152	141	304	158	161	320
"AR"	2000	"Poinsett County"	"Scott-Valley View"	1	66	65	134	70	58	128
"AR"	2000	"Poinsett County"	"Scott-Whitehall"	1	38	41	79	58	20	78
"AR"	2000	"Poinsett County"	"Willis all Wards & Twp"	1	1226	786	2056	1322	810	2133
"AR"	2000	"Polk County"	"Early"	3	354	618	1015			
"AR"	2000	"Polk County"	"Absentee"	3	94	170	278			
"AR"	2000	"Polk County"	"01-JP#1"	3	277	510	817			
"AR"	2000	"Polk County"	"02 - JP#2"	3	204	357	589			
"AR"	2000	"Polk County"	"03 - JP#3"	3	258	320	591			
"AR"	2000	"Polk County"	"04 - Acorn"	3	163	373	561			
"AR"	2000	"Polk County"	"05 - Ink"	3	47	125	184			
"AR"	2000	"Polk County"	"06 - Board Camp"	3	94	180	290			
"AR"	2000	"Polk County"	"07 - Cherry Hill"	3	58	141	206			
"AR"	2000	"Polk County"	"09 - Big Fork"	3	25	53	84			
"AR"	2000	"Polk County"	"10 - Shady"	3	12	33	45			
"AR"	2000	"Polk County"	"11 - Shady Grove"	3	75	189	276			
"AR"	2000	"Polk County"	"12 - Rocky"	3	48	96	148			
"AR"	2000	"Polk County"	"13 - Potter"	3	113	242	368			
"AR"	2000	"Polk County"	"14 - Alder Springs"	3	20	38	58			
"AR"	2000	"Polk County"	"15 - Hatfield"	3	154	295	459			
"AR"	2000	"Polk County"	"17 - Cove"	3	84	306	412			
"AR"	2000	"Polk County"	"18 - Vandervoort"	3	71	158	235			
"AR"	2000	"Polk County"	"19 - Wickes"	3	110	264	385			
"AR"	2000	"Polk County"	"20 - Grannis"	3	54	132	192			
"AR"	2000	"Polk County"	"Overseas Absentees"	3	0	0	0			
"AR"	2000	"Pope County"	"Early"	3	1256	2028	3340			
"AR"	2000	"Pope County"	"Absentee"	3	230	233	469			
"AR"	2000	"Pope County"	"01 Bayliss"	3	70	188	268			
"AR"	2000	"Pope County"	"02 Burnett"	3	33	52	91			
"AR"	2000	"Pope County"	"03 Center"	3	39	92	136			
"AR"	2000	"Pope County"	"04 Clark In"	3	118	156	286			
"AR"	2000	"Pope County"	"05 Clark Out"	3	199	441	669			
"AR"	2000	"Pope County"	"06 Convenience"	3	78	135	224			
"AR"	2000	"Pope County"	"Dover In"	3	143	230	382			
"AR"	2000	"Pope County"	"09 Dover Out"	3	330	828	1184			
"AR"	2000	"Pope County"	"10 Freeman"	3	6	23	31			
"AR"	2000	"Pope County"	"11 Galla 1"	3	42	92	138			
"AR"	2000	"Pope County"	"12 Galla Out"	3	194	269	480			
"AR"	2000	"Pope County"	"13 Griffin"	3	108	166	289			
"AR"	2000	"Pope County"	"14 Gumlog"	3	124	345	483			
"AR"	2000	"Pope County"	"15 ILL 1B"	3	72	114	188			
"AR"	2000	"Pope County"	"16 ILL 1C"	3	71	58	130			
"AR"	2000	"Pope County"	"17 ILL 1D"	3	85	114	201			
"AR"	2000	"Pope County"	"18 ILL 1G"	3	63	88	155			
"AR"	2000	"Pope County"	"19 ILL IH"	3	5	7	13			
"AR"	2000	"Pope County"	"20 ILL 1I"	3	51	83	142			
"AR"	2000	"Pope County"	"21 ILL 1J"	3	42	58	102			
"AR"	2000	"Pope County"	"22 ILL 2A"	3	36	34	73			
"AR"	2000	"Pope County"	"23 ILL 2B"	3	37	36	77			
"AR"	2000	"Pope County"	"24 ILL 2C"	3	50	97	147			
"AR"	2000	"Pope County"	"25 ILL 2D"	3	61	100	167			
"AR"	2000	"Pope County"	"26 ILL 2E"	3	62	149	217			
"AR"	2000	"Pope County"	"27 ILL 2F"	3	208	341	563			
"AR"	2000	"Pope County"	"28 ILL 2G"	3	53	103	162			
"AR"	2000	"Pope County"	"29 ILL 2I"	3	33	23	60			
"AR"	2000	"Pope County"	"30 ILL 2J"	3	34	16	50			
"AR"	2000	"Pope County"	"31 ILL 2K"	3	28	97	126			
"AR"	2000	"Pope County"	"32 ILL 3A"	3	25	37	63			
"AR"	2000	"Pope County"	"33 ILL 3B"	3	137	170	321			
"AR"	2000	"Pope County"	"34 ILL 3C"	3	168	291	474			
"AR"	2000	"Pope County"	"35 ILL 3D"	3	142	191	347			
"AR"	2000	"Pope County"	"36 ILL 3E"	3	36	47	85			
"AR"	2000	"Pope County"	"37 ILL 3F"	3	38	32	73			
"AR"	2000	"Pope County"	"38 ILL 3G"	3	34	49	83			
"AR"	2000	"Pope County"	"39 ILL 3H"	3	47	67	120			
"AR"	2000	"Pope County"	"40 ILL NOE"	3	91	165	268			
"AR"	2000	"Pope County"	"41 ILL NOWE"	3	58	81	146			
"AR"	2000	"Pope County"	"42 ILL NOWW"	3	45	70	119			
"AR"	2000	"Pope County"	"43 ILL SOE"	3	28	36	65			
"AR"	2000	"Pope County"	"44 ILL 2L"	3	196	531	736			
"AR"	2000	"Pope County"	"45 Jackson 1"	3	52	92	150			
"AR"	2000	"Pope County"	"46 Jackson Out"	3	77	141	230			
"AR"	2000	"Pope County"	"47 Liberty"	3	70	142	218			
"AR"	2000	"Pope County"	"48 Martin"	3	160	235	409			
"AR"	2000	"Pope County"	"49 Moreland"	3	79	104	189			
"AR"	2000	"Pope County"	"50 Norristown"	3	159	427	596			
"AR"	2000	"Pope County"	"51 Phoenix"	3	29	80	110			
"AR"	2000	"Pope County"	"52 Smyrna"	3	27	36	64			
"AR"	2000	"Pope County"	"53 Valley North"	3	89	146	245			
"AR"	2000	"Pope County"	"54 Wilson 1"	3	111	110	225			
"AR"	2000	"Pope County"	"55 Wilson 2"	3	157	157	327			
"AR"	2000	"Pope County"	"56 Wilson 3"	3	132	154	291			
"AR"	2000	"Pope County"	"57 Wilson OE"	3	86	95	190			
"AR"	2000	"Pope County"	"58 Wilson OW"	3	78	87	176			
"AR"	2000	"Pope County"	"59 Valley 2"	3	159	320	492			
"AR"	2000	"Pope County"	"60 ILL 2M"	3	37	67	109			
"AR"	2000	"Pope County"	"61 Galla 2"	3	82	77	162			
"AR"	2000	"Pope County"	"62 Galla 3"	3	23	50	78			
"AR"	2000	"Pope County"	"63 Valley South"	3	56	161	218			
"AR"	2000	"Pope County"	"Overseas Absentees"	3	0	0	0			
"AR"	2000	"Prairie County"	"Early & Absentee"	1	121	97	221	162	59	221
"AR"	2000	"Prairie County"	"01 Belcher/Tyler"	1	41	105	148	105	46	151
"AR"	2000	"Prairie County"	"02 Bullard"	1	20	26	47	34	13	47
"AR"	2000	"Prairie County"	"03 Calhoun"	1	45	65	114	79	33	112
"AR"	2000	"Prairie County"	"04 Center"	1	37	85	127	72	51	123
"AR"	2000	"Prairie County"	"05 Des Arc"	1	38	60	102	65	35	100
"AR"	2000	"Prairie County"	"06 Hazen Ward 1"	1	88	115	208	152	56	208
"AR"	2000	"Prairie County"	"07 Hazen Ward 2"	1	100	114	220	158	70	228
"AR"	2000	"Prairie County"	"08 Hazen Ward 3"	1	127	81	210	185	40	225
"AR"	2000	"Prairie County"	"09 Hazen Country"	1	52	106	162	112	50	162
"AR"	2000	"Prairie County"	"10 Hickory Plains"	1	63	138	206	111	87	198
"AR"	2000	"Prairie County"	"11 Lower Hill City"	1	99	48	150	122	27	149
"AR"	2000	"Prairie County"	"12 Lower Hill Co/Upper Hill"	1	40	70	111	69	42	111
"AR"	2000	"Prairie County"	"13 Roc Roe Co"	1	9	38	47	23	24	47
