state	year	fips	county_code	precinct_code	county	precinct	cd	ld	sd	g2008_REG_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"VA"	2008	19503	51019	503	"BEDFORD COUNTY"	"SEDALIA CENTER"	17	36	25	887	213	444	668	335	313	655	175	464	648
"VA"	2008	19602	51019	602	"BEDFORD COUNTY"	"SHADY GROVE BAPTIST CHURCH"	16	36	25	1762	375	804	1188	631	520	1158	449	700	1149
"VA"	2008	19202	51019	202	"BEDFORD COUNTY"	"STAUNTON RIVER HIGH SCHOOL"	16	40	25	1612	382	683	1083	588	464	1057	428	626	1054
"VA"	2008	19704	51019	704	"BEDFORD COUNTY"	"SUCK SPRINGS"	17	36	25	610	149	262	416	211	191	406	108	275	392
"VA"	2008	19603	51019	603	"BEDFORD COUNTY"	"THAXTON ELEM SCHOOL"	16	36	25	1601	365	749	1135	641	458	1111	428	678	1108
"VA"	2008	19402	51019	402	"BEDFORD COUNTY"	"THOMAS JEFFERSON ELEM SCHOOL"	17	36	25	3283	627	1716	2363	1056	1259	2332	462	1833	2316
"VA"	2008	21101	51021	101	"BLAND COUNTY"	"BASTIAN"	20	81	41	615	104	249	361	178	164	347	256		259
"VA"	2008	21102	51021	102	"BLAND COUNTY"	"CERES"	20	81	41	579	82	249	338	175	145	328	252		253
"VA"	2008	21201	51021	201	"BLAND COUNTY"	"DAVIS"	20	81	41	187	44	62	108	60	35	99	84		84
"VA"	2008	21301	51021	301	"BLAND COUNTY"	"HOLLYBROOK"	20	81	41	546	104	222	333	185	123	312	237		238
"VA"	2008	21302	51021	302	"BLAND COUNTY"	"MECHANICSBURG"	20	81	41	279	53	121	180	94	83	181	133		135
"VA"	2008	21401	51021	401	"BLAND COUNTY"	"ROCKY GAP"	20	81	41	1217	220	475	718	352	305	667	501		513
"VA"	2008	21202	51021	202	"BLAND COUNTY"	"SEDDON"	20	81	41	1114	188	524	723	368	307	686	501		510
"VA"	2008	23101	51023	101	"BOTETOURT COUNTY"	"AMSTERDAM"	17	36	24	1652	409	674	1095	614	459	1078	367	692	1076
"VA"	2008	23102	51023	102	"BOTETOURT COUNTY"	"ASBURY"	17	36	24	2787	491	1287	1797	836	939	1792	444	1324	1785
"VA"	2008	23201	51023	201	"BOTETOURT COUNTY"	"BLUE RIDGE"	17	36	24	2425	540	1201	1764	870	860	1743	548	1158	1740
"VA"	2008	23301	51023	301	"BOTETOURT COUNTY"	"BUCHANAN"	17	36	24	1694	410	714	1148	677	459	1143	375	734	1137
"VA"	2008	23502	51023	502	"BOTETOURT COUNTY"	"CLOVERDALE"	17	34	24	3164	698	1462	2186	1149	993	2164	647	1473	2147
"VA"	2008	23402	51023	402	"BOTETOURT COUNTY"	"COURTHOUSE"	17	36	24	1728	403	687	1112	634	428	1089	361	714	1094
"VA"	2008	23501	51023	501	"BOTETOURT COUNTY"	"COYNER SPRINGS"	17	34	24	1293	309	658	976	512	445	964	305	646	964
"VA"	2008	23403	51023	403	"BOTETOURT COUNTY"	"EAGLE ROCK"	17	36	24	809	166	375	554	308	239	551	151	380	545
"VA"	2008	23404	51023	404	"BOTETOURT COUNTY"	"GLEN WILTON"	17	36	24	644	179	238	423	253	162	418	144	262	410
"VA"	2008	23302	51023	302	"BOTETOURT COUNTY"	"MILL CREEK"	17	36	24	1113	242	512	764	405	345	756	222	520	755
"VA"	2008	23405	51023	405	"BOTETOURT COUNTY"	"ORISKANY"	17	36	24	70	14	35	51	29	22	52	12	39	52
"VA"	2008	23202	51023	202	"BOTETOURT COUNTY"	"RAINBOW FOREST"	17	36	24	2035	490	965	1471	773	663	1456	456	977	1457
"VA"	2008	23303	51023	303	"BOTETOURT COUNTY"	"ROARING RUN"	17	36	24	442	102	197	301	163	134	303	89	207	301
"VA"	2008	23304	51023	304	"BOTETOURT COUNTY"	"SPRINGWOOD"	17	36	24	929	196	418	635	351	270	632	191	430	628
"VA"	2008	23406	51023	406	"BOTETOURT COUNTY"	"TOWN HALL"	17	36	24	1165	247	564	825	417	392	815	232	566	811
"VA"	2008	23104	51023	104	"BOTETOURT COUNTY"	"TROUTVILLE"	17	36	24	926	205	429	642	341	282	633	188	433	630
"VA"	2008	25301	51025	301	"BRUNSWICK COUNTY"	"ALBERTA"	15	98	19	238	74	78	158	101	49	155	51	85	136
"VA"	2008	25101	51025	101	"BRUNSWICK COUNTY"	"BRODNAX"	16	83	16	589	248	168	423	273	139	421	237	180	417
"VA"	2008	25302	51025	302	"BRUNSWICK COUNTY"	"DANIELTOWN"	15	98	19	997	399	342	746	488	240	735	340	357	697
"VA"	2008	25201	51025	201	"BRUNSWICK COUNTY"	"DROMGOOLE"	16	83	16	330	131	105	238	151	81	234	133	98	231
"VA"	2008	25202	51025	202	"BRUNSWICK COUNTY"	"EDGERTON"	16	98	19	1077	592	174	771	644	111	761	560	186	747
"VA"	2008	25303	51025	303	"BRUNSWICK COUNTY"	"ELMORE"	15	98	19	439	218	121	342	235	94	335	184	137	321
"VA"	2008	25203	51025	203	"BRUNSWICK COUNTY"	"FITZHUGH"	16	98	19	840	429	162	595	467	116	588	405	167	572
"VA"	2008	25402	51025	402	"BRUNSWICK COUNTY"	"KING'S STORE"	8	98	19	527	301	107	409	312	54	370	75	19	94
"VA"	2008	25501	51025	501	"BRUNSWICK COUNTY"	"LAWRENCEVILLE"	16	98	19	2069	1032	366	1410	1151	228	1390	945	400	1346
"VA"	2008	25102	51025	102	"BRUNSWICK COUNTY"	"ROCK STORE"	16	83	16	899	300	331	634	381	235	622	288	327	615
"VA"	2008	25304	51025	304	"BRUNSWICK COUNTY"	"SEYMOUR"	15	98	19	443	197	121	320	205	88	294	158	110	271
"VA"	2008	25401	51025	401	"BRUNSWICK COUNTY"	"STURGEON"	16	98	19	1722	778	422	1210	885	257	1154	703	424	1127
"VA"	2008	25103	51025	103	"BRUNSWICK COUNTY"	"TILLMAN"	16	83	16	893	271	379	654	359	268	631	263	363	626
"VA"	2008	27102	51027	102	"BUCHANAN COUNTY"	"BLACKEY"	20	48	41	698	145	179	333	239	84	324	247		261
"VA"	2008	27202	51027	202	"BUCHANAN COUNTY"	"BULL"	20	48	41	1010	270	222	501	388	111	503	413		423
"VA"	2008	27702	51027	702	"BUCHANAN COUNTY"	"CONTRARY"	20	48	41	879	186	261	454	292	139	440	340		348
"VA"	2008	27601	51027	601	"BUCHANAN COUNTY"	"COUNCIL"	20	48	41	670	151	176	331	216	121	338	239		243
"VA"	2008	27502	51027	502	"BUCHANAN COUNTY"	"FOX"	20	48	41	311	98	40	141	116	18	134	114		116
"VA"	2008	27602	51027	602	"BUCHANAN COUNTY"	"GARDEN"	20	48	41	1066	244	305	555	392	160	556	432		447
"VA"	2008	27201	51027	201	"BUCHANAN COUNTY"	"GRASSY"	20	48	41	205	65	48	114	82	29	111	91		93
"VA"	2008	27104	51027	103	"BUCHANAN COUNTY"	"HURLEY"	20	48	41	2004	304	457	769	458	290	750	548		559
"VA"	2008	27603	51027	603	"BUCHANAN COUNTY"	"HURRICANE"	20	48	41	665	193	139	336	267	77	346	274		277
"VA"	2008	27302	51027	302	"BUCHANAN COUNTY"	"NORTH GRUNDY"	20	48	41	1163	209	323	542	353	181	537	407		416
"VA"	2008	27404	51027	404	"BUCHANAN COUNTY"	"OAKWOOD"	20	48	41	282	64	80	145	90	50	141	104		108
"VA"	2008	27501	51027	501	"BUCHANAN COUNTY"	"PRATER"	20	48	41	982	334	185	529	429	81	512	439		446
"VA"	2008	27203	51027	203	"BUCHANAN COUNTY"	"ROCKLICK"	20	48	41	1204	270	249	529	390	123	518	423		429
"VA"	2008	27301	51027	301	"BUCHANAN COUNTY"	"SLATE"	20	48	41	1301	338	300	643	452	177	630	498		512
"VA"	2008	27403	51027	403	"BUCHANAN COUNTY"	"SOUTH GRUNDY"	20	48	41	1715	328	561	905	567	306	877	659		681
"VA"	2008	27503	51027	503	"BUCHANAN COUNTY"	"VANSANT"	20	48	41	941	241	305	553	387	157	544	435		442
"VA"	2008	27701	51027	701	"BUCHANAN COUNTY"	"WHITEWOOD"	20	48	41	1427	312	367	689	463	214	683	519		542
"VA"	2008	29301	51029	301	"BUCKINGHAM COUNTY"	"CURDSVILLE"	16	80	16	928	270	353	627	372	231	614	291	326	617
"VA"	2008	29502	51029	502	"BUCKINGHAM COUNTY"	"GLENMORE"	16	80	27	918	338	237	586	401	160	572	349	231	580
"VA"	2008	29701	51029	701	"BUCKINGHAM COUNTY"	"GOLD HILL"	16	80	16	840	301	255	562	406	142	554	311	246	557
"VA"	2008	29401	51029	401	"BUCKINGHAM COUNTY"	"MAYSVILLE"	16	80	16	1539	440	555	1003	595	370	980	442	535	978
"VA"	2008	29101	51029	101	"BUCKINGHAM COUNTY"	"NEW CANTON"	16	80	16	1466	515	437	969	663	296	967	512	441	953
"VA"	2008	29302	51029	302	"BUCKINGHAM COUNTY"	"NEW STORE"	16	80	16	609	122	282	407	216	193	411	121	288	409
"VA"	2008	29601	51029	601	"BUCKINGHAM COUNTY"	"SLATE RIVER"	16	80	16	1762	702	428	1141	817	296	1122	686	429	1115
"VA"	2008	29201	51029	201	"BUCKINGHAM COUNTY"	"WHITE HALL"	16	80	16	849	279	260	542	381	149	536	248	275	523
"VA"	2008	29501	51029	501	"BUCKINGHAM COUNTY"	"WRIGHTS"	16	80	16	848	199	345	552	327	217	555	203	346	549
"VA"	2008	31601	51031	601	"CAMPBELL COUNTY"	"AIRPORT"	16	40	25	1514	234	833	1076	435	586	1032	282	753	1039
"VA"	2008	31303	51031	303	"CAMPBELL COUNTY"	"ALTAVISTA"	16	40	20	2087	634	743	1392	923	396	1335	599	732	1331
"VA"	2008	31202	51031	202	"CAMPBELL COUNTY"	"BEDFORD SPRINGS"	16	40	25	2183	390	1099	1504	652	776	1449	464	983	1447
"VA"	2008	31701	51031	701	"CAMPBELL COUNTY"	"BROOKNEAL"	16	40	20	1703	452	689	1151	686	395	1098	455	637	1094
"VA"	2008	31101	51031	101	"CAMPBELL COUNTY"	"BROOKVILLE"	16	40	25	2940	531	1568	2126	950	1079	2060	621	1428	2050
"VA"	2008	31603	51031	603	"CAMPBELL COUNTY"	"CONCORD"	16	40	25	2539	552	1264	1825	888	837	1749	628	1140	1769
"VA"	2008	31402	51031	402	"CAMPBELL COUNTY"	"COURT HOUSE"	16	40	7	2822	520	1388	1929	937	914	1876	629	1255	1884
"VA"	2008	31301	51031	301	"CAMPBELL COUNTY"	"EVINGTON"	16	40	7	1117	236	564	807	394	379	779	282	493	775
"VA"	2008	31702	51031	702	"CAMPBELL COUNTY"	"GLADYS"	16	40	20	1920	540	733	1280	759	457	1231	532	683	1215
"VA"	2008	31602	51031	602	"CAMPBELL COUNTY"	"KINGS"	16	40	25	1187	309	433	748	391	311	712	307	398	706
"VA"	2008	31302	51031	302	"CAMPBELL COUNTY"	"LYNCH STATION"	16	40	20	1607	382	744	1133	630	434	1079	410	675	1086
"VA"	2008	31703	51031	703	"CAMPBELL COUNTY"	"MORRIS CHURCH"	16	40	20	696	192	282	481	271	187	464	197	253	450
"VA"	2008	31102	51031	102	"CAMPBELL COUNTY"	"NEW LONDON"	16	40	25	2370	444	1273	1731	760	913	1681	543	1141	1684
"VA"	2008	31501	51031	501	"CAMPBELL COUNTY"	"SPRING HILL"	16	40	25	2335	503	1056	1579	765	714	1500	550	957	1510
"VA"	2008	31401	51031	401	"CAMPBELL COUNTY"	"THREE FORKS"	16	40	20	2157	384	1204	1606	817	729	1564	478	1090	1568
"VA"	2008	31201	51031	201	"CAMPBELL COUNTY"	"WALKER"	16	40	25	3083	627	1454	2131	1004	1029	2067	735	1332	2067
"VA"	2008	31502	51031	502	"CAMPBELL COUNTY"	"YELLOW BRANCH"	16	40	20	2127	464	1000	1475	764	619	1401	475	929	1404
"VA"	2008	33101	51033	101	"CAROLINE COUNTY"	"BOWLING GREEN"	10	124	43	3090	826	1146	1999	1265	682	1967	735	1193	1949
"VA"	2008	33302	51033	302	"CAROLINE COUNTY"	"CHILESBURG"	18	122	43	465	120	173	296	180	108	291	105	179	284
"VA"	2008	33201	51033	201	"CAROLINE COUNTY"	"MADISON"	18	122	43	4853	1655	1509	3204	2033	1108	3170	1392	1697	3089
"VA"	2008	33501	51033	501	"CAROLINE COUNTY"	"MATTAPONI"	3	122	43	3416	1414	751	2180	1619	531	2170	1132	715	1877
"VA"	2008	33402	51033	402	"CAROLINE COUNTY"	"PENOLA"	10	122	43	254	52	124	176	97	79	176	45	127	174
"VA"	2008	33301	51033	301	"CAROLINE COUNTY"	"PORT ROYAL"	10	124	43	849	263	280	556	356	192	553	214	316	539
"VA"	2008	33401	51033	401	"CAROLINE COUNTY"	"REEDY CHURCH"	18	122	43	3057	1444	659	2126	1637	431	2086	1276	702	1980
"VA"	2008	33303	51033	303	"CAROLINE COUNTY"	"WOODFORD"	10	75	43	1523	507	496	1013	653	318	991	434	514	968
"VA"	2008	35303	51035	303	"CARROLL COUNTY"	"DUGSPUR"	20	26	22	443	65	225	303	145	136	291	209		210
"VA"	2008	35404	51035	404	"CARROLL COUNTY"	"FANCY GAP"	20	26	22	626	127	270	408	230	164	401	305		312
"VA"	2008	35203	51035	203	"CARROLL COUNTY"	"GLADESBORO"	20	26	22	1146	266	457	737	423	286	723	549		563
"VA"	2008	35502	51035	502	"CARROLL COUNTY"	"GLADEVILLE"	20	26	22	1314	240	592	848	434	396	838	594		620
"VA"	2008	35201	51035	201	"CARROLL COUNTY"	"HILLSVILLE B"	20	26	22	1969	456	783	1272	763	465	1246	896		911
"VA"	2008	35301	51035	301	"CARROLL COUNTY"	"HILLSVILLE C"	20	70	22	2320	551	938	1521	959	530	1503	1100		1109
"VA"	2008	35401	51035	401	"CARROLL COUNTY"	"HILLSVILLE D"	20	26	22	482	121	175	301	195	95	292	214		215
"VA"	2008	35199	51035	103	"CARROLL COUNTY"	"LAMBSBURG"	20	26	22	652	136	235	380	177	183	371	242		250
"VA"	2008	35504	51035	504	"CARROLL COUNTY"	"LAUREL"	20	70	22	810	139	387	543	239	275	523	358		372
"VA"	2008	35202	51035	202	"CARROLL COUNTY"	"LAUREL FORK"	20	26	22	703	169	289	474	271	188	471	326		335
"VA"	2008	35101	51035	101	"CARROLL COUNTY"	"MOUNT BETHEL"	20	26	22	901	173	323	507	222	213	450	292		300
"VA"	2008		51035	104	"CARROLL COUNTY"	"OAKLAND A"	20	26	22	826	220	323	552	335	200	539	383		390
"VA"	2008	35403	51035	403	"CARROLL COUNTY"	"OAKLAND D"	20	26	22	854	168	365	541	298	231	536	374		381
"VA"	2008	35102	51035	102	"CARROLL COUNTY"	"ST PAUL"	20	26	22	1318	200	589	809	258	425	698	397		409
"VA"	2008	35302	51035	302	"CARROLL COUNTY"	"SYLVATUS"	20	70	22	774	175	332	516	269	232	507	380		384
"VA"	2008	35501	51035	501	"CARROLL COUNTY"	"VAUGHN"	20	70	22	604	77	257	342	187	137	331	233		236
"VA"	2008	35402	51035	402	"CARROLL COUNTY"	"WOODLAWN D"	20	26	22	1813	383	771	1179	638	499	1154	798		822
"VA"	2008	35503	51035	503	"CARROLL COUNTY"	"WOODLAWN E"	20	70	22	698	146	309	465	236	220	462	318		318
"VA"	2008	36101	51036	101	"CHARLES CITY COUNTY"	"PRECINCT 1-1"	14	97	49	1798	884	519	1411	998	388	1397	1124		1124
"VA"	2008	36201	51036	201	"CHARLES CITY COUNTY"	"PRECINCT 2-1"	14	97	49	1636	961	293	1259	1020	224	1253	1029		1042
"VA"	2008	36301	51036	301	"CHARLES CITY COUNTY"	"PRECINCT 3-1"	14	97	49	1871	992	476	1482	1086	355	1460	1135		1176
"VA"	2008	37601	51037	601	"CHARLOTTE COUNTY"	"ASPEN"	16	82	16	547	142	206	355	203	122	329	132	200	332
"VA"	2008	37701	51037	701	"CHARLOTTE COUNTY"	"BACON"	16	82	16	658	247	160	412	285	107	396	246	148	394
"VA"	2008	37101	51037	101	"CHARLOTTE COUNTY"	"COUNTY SEAT"	16	82	16	1366	397	484	891	511	311	827	375	472	847
"VA"	2008	37501	51037	501	"CHARLOTTE COUNTY"	"CULLEN"	16	82	16	689	161	294	464	227	186	423	151	280	432
"VA"	2008	37302	51037	302	"CHARLOTTE COUNTY"	"DRAKES BRANCH"	16	82	16	1174	299	427	730	408	277	699	296	413	710
"VA"	2008	37401	51037	401	"CHARLOTTE COUNTY"	"KEYSVILLE"	16	82	16	1210	301	476	789	460	274	743	302	451	753
"VA"	2008	37602	51037	602	"CHARLOTTE COUNTY"	"PHENIX"	16	82	16	706	149	324	481	275	171	456	164	292	456
"VA"	2008	37503	51037	503	"CHARLOTTE COUNTY"	"RED HOUSE"	16	82	16	627	215	196	417	281	118	403	207	192	399
"VA"	2008	37201	51037	201	"CHARLOTTE COUNTY"	"RED OAK WYLLIESBURG"	16	82	16	1175	337	436	781	427	295	740	291	456	747
"VA"	2008	37702	51037	702	"CHARLOTTE COUNTY"	"SAXE"	16	82	16	428	125	141	271	159	95	257	129	134	263
"VA"	2008	41315	51041	315	"CHESTERFIELD COUNTY"	"BAILEY BRIDGE"	15	88	12	4517	1054	2114	3201	1539	1601	3175	904	2212	3122
"VA"	2008	41305	51041	305	"CHESTERFIELD COUNTY"	"BEACH"	15	88	12	1254	235	609	850	368	471	848	178	651	829
"VA"	2008	41513	51041	513	"CHESTERFIELD COUNTY"	"BEAUFONT"	18	91	11	1144	453	220	680	476	172	662	366	272	638
"VA"	2008	41508	51041	508	"CHESTERFIELD COUNTY"	"BELGRADE"	18	90	11	2556	700	1006	1725	950	719	1692	540	1132	1674
"VA"	2008	41101	51041	101	"CHESTERFIELD COUNTY"	"BELLWOOD"	15	84	17	1986	579	659	1249	734	495	1241	516	685	1203
"VA"	2008	41206	51041	206	"CHESTERFIELD COUNTY"	"BELMONT"	18	91	12	1676	844	226	1079	866	179	1064	696	328	1024
"VA"	2008	41202	51041	202	"CHESTERFIELD COUNTY"	"BEULAH"	15	45	12	3197	1225	915	2155	1416	681	2122	1029	1019	2050
"VA"	2008	41203	51041	203	"CHESTERFIELD COUNTY"	"BIRD"	15	45	12	2464	924	663	1610	1059	504	1590	818	748	1570
"VA"	2008		51041	317	"CHESTERFIELD COUNTY"	"BIRKDALE"	15	45	12	2770	729	1238	1975	1058	897	1969	593	1330	1925
"VA"	2008	41511	51041	511	"CHESTERFIELD COUNTY"	"BLACK HEATH"	18	90	11	2156	530	1059	1600	861	708	1590	358	1225	1583
"VA"	2008	41505	51041	505	"CHESTERFIELD COUNTY"	"BON AIR"	18	90	11	3119	928	1360	2311	1315	935	2289	704	1562	2273
"VA"	2008	41403	51041	403	"CHESTERFIELD COUNTY"	"BRANDERMILL"	18	87	11	3451	1011	1358	2398	1323	1018	2371	730	1608	2344
"VA"	2008		51041	112	"CHESTERFIELD COUNTY"	"CARVER"	15	88	12	2776	882	943	1840	1126	670	1817	724	1059	1788
"VA"	2008	41207	51041	207	"CHESTERFIELD COUNTY"	"CHIPPENHAM"	18	45	12	1479	557	301	865	616	217	848	455	363	819
"VA"	2008		51041	307	"CHESTERFIELD COUNTY"	"COSBY"	15	45	12	3601	952	1400	2368	1282	1030	2342	805	1485	2294
"VA"	2008	41509	51041	509	"CHESTERFIELD COUNTY"	"CRANBECK"	18	90	11	1798	595	688	1299	765	510	1285	480	774	1257
"VA"	2008	41414	51041	414	"CHESTERFIELD COUNTY"	"CRENSHAW"	18	45	12	2975	878	1120	2021	1107	876	2008	698	1253	1964
"VA"	2008	41502	51041	502	"CHESTERFIELD COUNTY"	"CRESTWOOD"	18	90	11	1536	494	649	1152	648	479	1151	399	729	1130
"VA"	2008	41515	51041	515	"CHESTERFIELD COUNTY"	"DAVIS"	18	91	12	3305	1630	495	2132	1719	380	2118	1378	662	2047
"VA"	2008	41302	51041	302	"CHESTERFIELD COUNTY"	"DEER RUN"	15	45	12	1293	337	522	866	427	426	863	298	542	842
"VA"	2008	41105	51041	105	"CHESTERFIELD COUNTY"	"DREWRYS BLUFF"	15	93	17	3872	1491	706	2212	1588	520	2150	1253	791	2052
"VA"	2008	41110	51041	110	"CHESTERFIELD COUNTY"	"DUTCH GAP"	15	88	17	1882	578	728	1327	779	528	1321	475	822	1299
"VA"	2008	41108	51041	108	"CHESTERFIELD COUNTY"	"ECOFF"	15	88	12	4209	910	1807	2742	1320	1348	2701	738	1934	2674
"VA"	2008		51041	109	"CHESTERFIELD COUNTY"	"ELIZABETH SCOTT"	15	88	17	4097	1163	1569	2759	1559	1151	2743	969	1726	2699
"VA"	2008	41103	51041	103	"CHESTERFIELD COUNTY"	"ENON"	15	84	17	3084	685	1497	2205	971	1188	2186	576	1577	2156
"VA"	2008	41301	51041	301	"CHESTERFIELD COUNTY"	"ETTRICK"	15	85	12	4444	2500	441	2950	2536	334	2915	2159	710	2872
"VA"	2008	41312	51041	312	"CHESTERFIELD COUNTY"	"EVERGREEN"	18	87	11	4684	1324	1839	3196	1776	1334	3156	963	2130	3103
"VA"	2008	41205	51041	205	"CHESTERFIELD COUNTY"	"FALLING CREEK"	15	45	12	3698	1409	979	2410	1602	762	2382	1244	1072	2320
"VA"	2008	41210	51041	210	"CHESTERFIELD COUNTY"	"FIVE FORKS"	15	45	12	3278	1288	1035	2344	1507	790	2325	1140	1136	2281
"VA"	2008	41201	51041	201	"CHESTERFIELD COUNTY"	"GATES"	15	45	12	2716	677	866	1559	859	657	1543	580	935	1518
"VA"	2008	41402	51041	402	"CHESTERFIELD COUNTY"	"GENITO"	18	45	12	5110	1572	1805	3401	1928	1396	3363	1206	2097	3309
"VA"	2008	41506	51041	506	"CHESTERFIELD COUNTY"	"GREENFIELD"	18	90	11	3221	1091	1156	2270	1414	800	2249	874	1332	2216
"VA"	2008		51041	401	"CHESTERFIELD COUNTY"	"HARBOUR POINTE"	18	87	12	2123	533	782	1329	732	572	1319	396	896	1295
"VA"	2008	41106	51041	106	"CHESTERFIELD COUNTY"	"HARROWGATE"	15	88	12	4325	1352	1283	2659	1612	973	2630	1137	1444	2589
"VA"	2008	41501	51041	501	"CHESTERFIELD COUNTY"	"HUGUENOT"	18	90	11	2280	753	872	1640	970	625	1618	605	995	1602
"VA"	2008	41111	51041	111	"CHESTERFIELD COUNTY"	"IRON BRIDGE"	15	88	12	4333	1156	1566	2739	1545	1140	2716	1002	1666	2670
"VA"	2008	41204	51041	204	"CHESTERFIELD COUNTY"	"JACOBS"	15	45	12	1958	661	722	1393	813	561	1388	591	769	1363
"VA"	2008	41405	51041	405	"CHESTERFIELD COUNTY"	"LA PRADE"	18	45	12	3248	970	1255	2245	1258	921	2214	730	1436	2173
"VA"	2008	41409	51041	409	"CHESTERFIELD COUNTY"	"MANCHESTER"	18	91	12	3288	1353	838	2215	1541	633	2194	1141	997	2140
"VA"	2008	41303	51041	303	"CHESTERFIELD COUNTY"	"MATOACA"	15	85	12	3952	1412	1296	2729	1627	1049	2699	1153	1474	2633
"VA"	2008	41208	51041	208	"CHESTERFIELD COUNTY"	"MEADOWBROOK"	15	45	12	3043	1374	627	2015	1474	493	1981	1217	701	1920
"VA"	2008	41503	51041	503	"CHESTERFIELD COUNTY"	"MIDLOTHIAN"	18	87	11	5725	1320	2492	3843	1929	1853	3819	952	2817	3775
"VA"	2008	41407	51041	407	"CHESTERFIELD COUNTY"	"MONACAN"	18	87	11	1621	465	703	1180	650	510	1171	346	806	1153
"VA"	2008	41211	51041	211	"CHESTERFIELD COUNTY"	"NASH"	15	88	12	3858	721	1819	2557	1190	1305	2531	564	1925	2491
"VA"	2008	41104	51041	104	"CHESTERFIELD COUNTY"	"NORTH CHESTER"	15	88	12	3389	755	1406	2184	1026	1104	2158	621	1510	2135
"VA"	2008	41404	51041	404	"CHESTERFIELD COUNTY"	"PROVIDENCE"	18	45	12	3017	1155	1025	2197	1386	742	2160	946	1167	2120
"VA"	2008	41408	51041	408	"CHESTERFIELD COUNTY"	"REAMS"	18	90	11	3994	1525	1110	2665	1797	812	2645	1306	1248	2558
"VA"	2008	41504	51041	504	"CHESTERFIELD COUNTY"	"ROBIOUS"	18	90	11	3894	917	1836	2775	1439	1277	2755	642	2081	2729
"VA"	2008	41209	51041	209	"CHESTERFIELD COUNTY"	"SALEM CHURCH"	15	84	12	3927	1162	1424	2617	1441	1089	2580	970	1549	2525
"VA"	2008	41507	51041	507	"CHESTERFIELD COUNTY"	"SALISBURY"	18	87	11	3808	829	1989	2831	1364	1411	2811	586	2189	2780
"VA"	2008	41413	51041	413	"CHESTERFIELD COUNTY"	"SHENANDOAH"	18	90	11	2868	989	973	1977	1182	771	1973	819	1113	1935
"VA"	2008	41309	51041	309	"CHESTERFIELD COUNTY"	"SKINQUARTER"	18	87	11	3551	727	1805	2547	1118	1368	2516	552	1938	2493
"VA"	2008	41406	51041	406	"CHESTERFIELD COUNTY"	"SMOKETREE"	18	87	11	2673	660	1280	1956	1001	914	1942	478	1445	1926
"VA"	2008	41102	51041	102	"CHESTERFIELD COUNTY"	"SOUTH CHESTER"	15	88	12	3619	979	1221	2228	1259	902	2198	803	1365	2172
"VA"	2008	41308	51041	308	"CHESTERFIELD COUNTY"	"SOUTH MANCHESTER"	18	45	12	2350	717	746	1478	831	599	1452	575	829	1409
"VA"	2008		51041	213	"CHESTERFIELD COUNTY"	"SOUTHSIDE"	18	45	12	3946	2070	684	2769	2165	536	2726	1746	902	2656
"VA"	2008	41316	51041	316	"CHESTERFIELD COUNTY"	"SPRING RUN"	15	45	12	2830	892	1185	2100	1118	939	2081	732	1294	2031
"VA"	2008	41212	51041	212	"CHESTERFIELD COUNTY"	"ST. LUKE'S"	18	45	12	1828	542	714	1261	677	553	1239	418	798	1218
"VA"	2008		51041	411	"CHESTERFIELD COUNTY"	"SWIFT CREEK"	18	87	12	3198	854	1253	2136	1205	871	2117	674	1405	2084
"VA"	2008	41510	51041	510	"CHESTERFIELD COUNTY"	"SYCAMORE"	18	87	11	3305	769	1507	2291	1176	1072	2278	532	1719	2258
"VA"	2008	41310	51041	310	"CHESTERFIELD COUNTY"	"TOMAHAWK"	18	87	11	3436	892	1457	2369	1261	1043	2345	648	1654	2310
"VA"	2008	41410	51041	410	"CHESTERFIELD COUNTY"	"WAGSTAFF"	18	90	12	1836	554	708	1275	735	513	1260	453	777	1232
"VA"	2008	41514	51041	514	"CHESTERFIELD COUNTY"	"WATKINS"	18	87	11	3645	953	1677	2650	1358	1236	2623	683	1898	2585
"VA"	2008	41107	51041	107	"CHESTERFIELD COUNTY"	"WELLS"	15	88	12	2984	925	1009	1950	1140	764	1928	769	1136	1910
"VA"	2008	41304	51041	304	"CHESTERFIELD COUNTY"	"WINFREES STORE"	15	88	12	3619	743	1724	2490	1087	1336	2448	587	1796	2389
"VA"	2008	41306	51041	306	"CHESTERFIELD COUNTY"	"WINTERPOCK"	15	88	12	3286	610	1808	2435	979	1416	2417	488	1882	2375
"VA"	2008	41313	51041	313	"CHESTERFIELD COUNTY"	"WOOLRIDGE"	18	87	11	3482	945	1515	2478	1353	1085	2461	694	1739	2440
"VA"	2008	43201	51043	201	"CLARKE COUNTY"	"BERRYVILLE"	11	52	29	2167	747	693	1469	958	485	1455	534	888	1445
"VA"	2008	43502	51043	502	"CLARKE COUNTY"	"BLUE RIDGE"	11	52	29	522	177	179	368	242	121	367	130	227	365
"VA"	2008	43501	51043	501	"CLARKE COUNTY"	"BUCKMARSH"	11	52	29	1371	418	527	964	543	397	955	289	643	951
"VA"	2008	43301	51043	301	"CLARKE COUNTY"	"MILLWOOD"	11	52	29	1295	423	488	922	560	336	909	290	598	912
"VA"	2008	43302	51043	302	"CLARKE COUNTY"	"PINE GROVE"	11	52	29	617	208	240	456	267	165	444	155	285	446
