state	year	fips	county	precinct	ward	cd	ld_name	ld_code	sd	mcd	mcd_code	precinct_code	vtd	g2000_BALL_tv	g2000_USP_rv	g2000_USP_dv	g2000_USP_tv	g2000_USS_rv	g2000_USS_dv	g2000_USS_tv	g2000_USH_rv	g2000_USH_dv	g2000_USH_tv	g2000_STS_rv	g2000_STS_dv	g2000_STS_tv	g2000_STH_rv	g2000_STH_dv	g2000_STH_tv
"MN"	2000	650377	2	"HAM LAKE P-3"	"0"	6	"50A"	99	50	"HAM LAKE CITY"	65	377	20377	1153	552	513	1166	564	460	1174	535	549	1148	490	489	1104	549	476	1097
"MN"	2000	650378	2	"HAM LAKE P-4"	"0"	6	"50A"	99	50	"HAM LAKE CITY"	65	378	20378	1219	667	466	1236	656	437	1238	627	512	1217	640	402	1163	650	437	1157
"MN"	2000	650379	2	"HAM LAKE P-5"	"0"	6	"50A"	99	50	"HAM LAKE CITY"	65	379	20379	1146	623	461	1155	632	421	1154	591	495	1140	574	388	1086	609	429	1090
"MN"	2000	700380	2	"HILLTOP P-1"	"0"	6	"52A"	103	52	"HILLTOP CITY"	70	380	20380	255	66	156	256	59	154	264	63	162	245	64	176	240	74	140	239
"MN"	2000	650381	2	"HAM LAKE P-6"	"0"	6	"50A"	99	50	"HAM LAKE CITY"	65	381	20381	1035	626	354	1044	616	350	1040	589	388	1027	595	323	984	623	311	978
"MN"	2000	750385	2	"LEXINGTON P-1"	"0"	6	"51A"	101	51	"LEXINGTON CITY"	75	385	20385	839	327	428	855	325	415	859	299	474	835	267	524	791	331	457	788
"MN"	2000	800390	2	"LINO LAKES P-1"	"0"	6	"51B"	102	51	"LINO LAKES CITY"	80	390	20390	1150	576	491	1165	561	468	1164	523	548	1151	489	609	1098	632	451	1083
"MN"	2000	800395	2	"LINO LAKES P-2"	"0"	6	"51B"	102	51	"LINO LAKES CITY"	80	395	20395	2836	1368	1289	2865	1349	1221	2866	1289	1397	2826	1209	1462	2671	1486	1129	2615
"MN"	2000	800396	2	"LINO LAKES P-3"	"0"	6	"51B"	102	51	"LINO LAKES CITY"	80	396	20396	1699	941	681	1703	920	625	1696	913	712	1663	885	712	1597	1010	557	1567
"MN"	2000	800397	2	"LINO LAKES P-4"	"0"	6	"51B"	102	51	"LINO LAKES CITY"	80	397	20397	2388	1375	909	2405	1327	873	2381	1280	988	2348	1295	977	2272	1473	754	2227
"MN"	2000	850400	2	"LINWOOD TWP."	"0"	6	"50A"	99	50	"LINWOOD TOWNSHIP"	85	400	20400	2337	1215	960	2349	1185	931	2362	1105	1054	2319	1100	863	2191	1236	804	2212
"MN"	2000	900405	2	"OAK GROVE P-1"	"0"	6	"50A"	99	50	"OAK GROVE CITY"	90	405	20405	2072	1069	843	2109	1099	772	2090	1012	922	2070	961	782	1980	1165	699	1988
"MN"	2000	900406	2	"OAK GROVE P-2"	"0"	6	"50A"	99	50	"OAK GROVE CITY"	90	406	20406	1281	713	478	1294	715	445	1303	657	557	1280	650	455	1213	749	417	1227
"MN"	2000	950410	2	"RAMSEY P-1"	"0"	6	"50B"	100	50	"RAMSEY CITY"	95	410	20410	878	503	332	882	463	326	891	456	375	881	423	342	840	518	300	818
"MN"	2000	950411	2	"RAMSEY P-2"	"0"	6	"50B"	100	50	"RAMSEY CITY"	95	411	20411	1162	586	506	1166	618	462	1177	547	547	1172	563	438	1110	629	464	1093
"MN"	2000	950415	2	"RAMSEY P-3"	"0"	6	"50B"	100	50	"RAMSEY CITY"	95	415	20415	1292	714	490	1306	715	454	1303	646	567	1283	603	485	1211	700	497	1197
"MN"	2000	950420	2	"RAMSEY P-4"	"0"	6	"50B"	100	50	"RAMSEY CITY"	95	420	20420	1158	651	443	1163	652	394	1164	612	463	1145	583	405	1071	670	386	1056
"MN"	2000	950421	2	"RAMSEY P-5"	"0"	6	"50B"	100	50	"RAMSEY CITY"	95	421	20421	890	472	357	902	462	349	903	434	394	882	407	351	842	469	352	821
"MN"	2000	950422	2	"RAMSEY P-6"	"0"	6	"50B"	100	50	"RAMSEY CITY"	95	422	20422	944	477	419	947	455	377	960	441	437	948	389	402	901	486	401	887
"MN"	2000	950423	2	"RAMSEY P-7"	"0"	6	"50B"	100	50	"RAMSEY CITY"	95	423	20423	1585	876	644	1590	855	614	1592	776	717	1551	735	626	1497	873	587	1460
"MN"	2000	950424	2	"RAMSEY P-8"	"0"	6	"50B"	100	50	"RAMSEY CITY"	95	424	20424	1202	685	472	1208	661	457	1210	595	554	1195	608	452	1142	707	418	1125
"MN"	2000	1060425	2	"ST. FRANCIS P-1"	"0"	6	"50A"	99	50	"ST. FRANCIS CITY"	106	425	20425	2017	1049	830	2049	1092	748	2035	929	928	2019	910	800	1895	1110	697	1904
"MN"	2000	1100430	2	"SPRING LAKE PARK P-1"	"0"	6	"48B"	96	48	"SPRING LAKE PARK CITY"	110	430	20430	789	361	372	793	330	362	791	329	401	774	300	425	725	285	337	751
"MN"	2000	1100435	2	"SPRING LAKE PARK P-2"	"0"	6	"48B"	96	48	"SPRING LAKE PARK CITY"	110	435	20435	1215	501	648	1226	474	642	1233	472	666	1214	392	747	1139	354	666	1174
"MN"	2000	1100440	2	"SPRING LAKE PARK P-3"	"0"	6	"48B"	96	48	"SPRING LAKE PARK CITY"	110	440	20440	1395	530	794	1407	516	757	1400	512	795	1389	459	853	1312	403	751	1349
"MN"	2000	500445	2	"COON RAPIDS W-4 P-2"	"4"	6	"49A"	97	49	"COON RAPIDS CITY"	50	445	20445	1393	632	684	1404	622	639	1404	601	713	1374	631	687	1318	703	619	1322
"MN"	2000	50005	3	"ATLANTA TWP."	"0"	7	"02A"	3	2	"ATLANTA TOWNSHIP"	5	5	30005	61	26	26	68	30	29	59	9	47	64	23	35	58	27	30	57
"MN"	2000	90010	3	"AUDUBON"	"0"	7	"09B"	18	9	"AUDUBON CITY"	9	10	30010	175	100	63	176	87	71	175	41	125	174	55	112	167	66	105	171
"MN"	2000	100015	3	"AUDUBON TWP."	"0"	7	"09B"	18	9	"AUDUBON TOWNSHIP"	10	15	30015	242	138	83	245	130	104	247	64	169	243	92	144	236	107	131	238
"MN"	2000	200020	3	"BURLINGTON TWP."	"0"	7	"11A"	21	11	"BURLINGTON TOWNSHIP"	20	20	30020	603	385	173	619	344	218	600	183	397	592	284	298	582	446	155	601
"MN"	2000	240025	3	"CALLAWAY"	"0"	7	"02B"	4	2	"CALLAWAY CITY"	24	25	30025	74	28	34	76	28	38	76	11	56	73	19	52	71	20	49	69
"MN"	2000	250030	3	"CALLAWAY TWP."	"0"	7	"02B"	4	2	"CALLAWAY TOWNSHIP"	25	30	30030	144	75	54	149	77	59	142	35	99	146	61	80	141	66	72	138
"MN"	2000	350035	3	"CARSONVILLE TWP."	"0"	7	"02B"	4	2	"CARSONVILLE TOWNSHIP"	35	35	30035	114	62	44	113	48	55	113	28	76	114	33	71	104	39	68	107
"MN"	2000	400040	3	"CORMORANT TWP."	"0"	7	"09B"	18	9	"CORMORANT TOWNSHIP"	40	40	30040	580	333	213	584	308	248	583	153	399	580	233	328	561	276	297	573
"MN"	2000	450045	3	"CUBA TWP."	"0"	7	"02A"	3	2	"CUBA TOWNSHIP"	45	45	30045	120	67	46	121	61	55	118	31	87	120	34	83	117	44	70	114
"MN"	2000	520050	3	"DETROIT TWP."	"0"	7	"11A"	21	11	"DETROIT TOWNSHIP"	52	50	30050	1205	741	400	1210	649	490	1191	299	860	1193	524	624	1148	860	322	1182
"MN"	2000	550055	3	"DETROIT LAKES W-1 P-1"	"0"	7	"11A"	21	11	"DETROIT LAKES CITY"	55	55	30055	364	187	144	369	168	161	369	87	260	367	146	207	353	240	112	352
"MN"	2000	550060	3	"DETROIT LAKES W-1 P-2"	"1"	7	"11A"	21	11	"DETROIT LAKES CITY"	55	60	30060	502	248	223	511	223	234	505	110	370	504	186	299	485	309	183	492
"MN"	2000	550065	3	"DETROIT LAKES W-2 P-1"	"0"	7	"11A"	21	11	"DETROIT LAKES CITY"	55	65	30065	1305	683	541	1317	622	597	1286	338	908	1282	562	695	1257	868	407	1275
"MN"	2000	550075	3	"DETROIT LAKES W-3 P-1"	"0"	7	"11A"	21	11	"DETROIT LAKES CITY"	55	75	30075	1426	805	523	1428	748	579	1401	407	964	1399	675	692	1367	989	405	1394
"MN"	2000	570082	3	"EAGLE VIEW TWP."	"0"	7	"02B"	4	2	"EAGLE VIEW TOWNSHIP"	57	82	30082	71	31	38	71	28	38	70	19	52	71	30	40	70	30	40	70
"MN"	2000	600085	3	"ERIE TWP."	"0"	7	"11A"	21	11	"ERIE TOWNSHIP"	60	85	30085	865	569	229	881	542	277	865	269	554	859	427	409	836	623	230	853
"MN"	2000	650090	3	"EVERGREEN TWP."	"0"	7	"02B"	4	2	"EVERGREEN TOWNSHIP"	65	90	30090	135	78	44	135	71	59	136	34	93	139	54	80	134	65	70	135
"MN"	2000	680095	3	"FOREST TWP."	"0"	7	"02B"	4	2	"FOREST TOWNSHIP"	68	95	30095	59	30	26	59	22	32	60	14	44	58	19	40	59	24	33	57
"MN"	2000	700100	3	"FRAZEE"	"0"	7	"11A"	21	11	"FRAZEE CITY"	70	100	30100	482	282	150	489	247	182	479	127	330	475	227	230	457	374	98	472
"MN"	2000	800105	3	"GREEN VALLEY TWP."	"0"	7	"02B"	4	2	"GREEN VALLEY TOWNSHIP"	80	105	30105	160	82	65	165	85	65	162	53	99	160	69	86	155	68	88	156
"MN"	2000	850110	3	"HAMDEN TWP."	"0"	7	"02A"	3	2	"HAMDEN TOWNSHIP"	85	110	30110	136	79	41	137	65	62	139	27	106	139	48	87	135	57	74	131
"MN"	2000	900115	3	"HEIGHT OF LAND TWP."	"0"	7	"02B"	4	2	"HEIGHT OF LAND TOWNSHIP"	90	115	30115	338	222	93	336	215	106	341	129	196	339	162	167	329	176	153	329
"MN"	2000	950120	3	"HOLMESVILLE TWP."	"0"	7	"02B"	4	2	"HOLMESVILLE TOWNSHIP"	95	120	30120	248	155	73	248	155	78	244	64	170	242	109	126	235	123	104	227
"MN"	2000	1000125	3	"LAKE EUNICE TWP."	"0"	7	"09B"	18	9	"LAKE EUNICE TOWNSHIP"	100	125	30125	628	337	246	628	301	283	618	169	430	625	244	352	596	262	338	600
"MN"	2000	1040130	3	"LAKE PARK"	"0"	7	"09B"	18	9	"LAKE PARK CITY"	104	130	30130	345	155	163	345	149	172	338	69	261	336	100	228	328	112	226	338
"MN"	2000	1050135	3	"LAKE PARK TWP."	"0"	7	"09B"	18	9	"LAKE PARK TOWNSHIP"	105	135	30135	226	97	109	233	98	119	225	42	177	227	69	155	224	80	142	222
"MN"	2000	1150140	3	"LAKE VIEW TWP."	"0"	7	"11A"	21	11	"LAKE VIEW TOWNSHIP"	115	140	30140	952	578	306	963	543	360	943	258	659	947	444	487	931	650	284	934
"MN"	2000	1200145	3	"MAPLE GROVE TWP."	"0"	7	"02B"	4	2	"MAPLE GROVE TOWNSHIP"	120	145	30145	144	58	76	143	60	75	144	19	121	144	33	103	136	44	88	132
"MN"	2000	1250150	3	"OGEMA"	"0"	7	"02B"	4	2	"OGEMA CITY"	125	150	30150	64	25	29	70	22	37	63	11	52	63	18	42	60	18	41	59
"MN"	2000	1300155	3	"OSAGE TWP."	"0"	7	"02B"	4	2	"OSAGE TOWNSHIP"	130	155	30155	375	214	125	378	182	157	381	111	235	370	146	213	359	161	196	357
"MN"	2000	1350160	3	"PINE POINT TWP."	"0"	7	"02B"	4	2	"PINE POINT TOWNSHIP"	135	160	30160	108	29	66	108	32	65	113	14	85	107	21	81	102	24	74	98
"MN"	2000	1400165	3	"RICEVILLE TWP."	"0"	7	"02A"	3	2	"RICEVILLE TOWNSHIP"	140	165	30165	58	34	19	63	30	23	56	13	44	59	21	31	52	24	29	53
"MN"	2000	1450170	3	"RICHWOOD TWP."	"0"	7	"02B"	4	2	"RICHWOOD TOWNSHIP"	145	170	30170	311	191	98	311	169	131	310	76	227	309	119	185	304	136	165	301
"MN"	2000	1500175	3	"ROUND LAKE TWP."	"0"	7	"02B"	4	2	"ROUND LAKE TOWNSHIP"	150	175	30175	93	40	45	96	38	47	91	34	53	97	35	56	91	40	50	90
"MN"	2000	1550180	3	"RUNEBERG TWP."	"0"	7	"02B"	4	2	"RUNEBERG TOWNSHIP"	155	180	30180	178	94	69	177	91	74	179	53	114	181	69	96	165	77	91	168
"MN"	2000	1600185	3	"SAVANNAH TWP."	"0"	7	"02B"	4	2	"SAVANNAH TOWNSHIP"	160	185	30185	92	52	28	94	50	33	93	36	98	148	42	47	89	47	41	88
"MN"	2000	1650190	3	"SHELL LAKE TWP."	"0"	7	"02B"	4	2	"SHELL LAKE TOWNSHIP"	165	190	30190	144	69	55	146	71	61	150	28	54	92	55	84	139	63	76	139
"MN"	2000	1700195	3	"SILVER LEAF TWP."	"0"	7	"02B"	4	2	"SILVER LEAF TOWNSHIP"	170	195	30195	193	119	59	198	103	75	193	47	141	194	65	121	186	85	100	185
"MN"	2000	1750200	3	"SPRING CREEK TWP."	"0"	7	"02A"	3	2	"SPRING CREEK TOWNSHIP"	175	200	30200	52	36	15	53	31	20	51	13	39	52	28	23	51	23	29	52
"MN"	2000	1800205	3	"SPRUCE GROVE TWP."	"0"	7	"02B"	4	2	"SPRUCE GROVE TOWNSHIP"	180	205	30205	175	113	52	173	111	56	173	67	101	172	87	85	172	89	82	171
"MN"	2000	1850210	3	"SUGAR BUSH TWP."	"0"	7	"02B"	4	2	"SUGAR BUSH TOWNSHIP"	185	210	30210	222	104	92	225	105	103	217	47	160	215	63	141	204	80	125	205
"MN"	2000	1900215	3	"TOAD LAKE TWP."	"0"	7	"02B"	4	2	"TOAD LAKE TOWNSHIP"	190	215	30215	241	130	84	241	134	94	237	68	159	235	86	137	223	86	134	220
"MN"	2000	1950220	3	"TWO INLETS TWP."	"0"	7	"02B"	4	2	"TWO INLETS TOWNSHIP"	195	220	30220	127	77	44	127	71	50	125	30	90	124	47	73	120	54	65	119
"MN"	2000	2000225	3	"WALWORTH TWP."	"0"	7	"02A"	3	2	"WALWORTH TOWNSHIP"	200	225	30225	62	30	29	63	30	26	64	10	49	63	15	44	59	21	37	58
"MN"	2000	2050230	3	"WHITE EARTH TWP."	"0"	7	"02B"	4	2	"WHITE EARTH TOWNSHIP"	205	230	30230	176	75	80	176	77	86	178	41	131	174	52	120	172	64	108	172
"MN"	2000	2150235	3	"WOLF LAKE"	"0"	7	"02B"	4	2	"WOLF LAKE CITY"	215	235	30235	30	19	9	30	18	10	30	17	9	28	16	10	26	15	11	26
"MN"	2000	2160240	3	"WOLF LAKE TWP."	"0"	7	"02B"	4	2	"WOLF LAKE TOWNSHIP"	216	240	30240	106	70	29	106	74	28	108	41	61	110	58	44	102	63	39	102
"MN"	2000	50005	4	"ALASKA TWP."	"0"	7	"02B"	4	2	"ALASKA TOWNSHIP"	5	5	40005	103	45	51	100	43	52	101	28	68	96	39	59	98	41	56	97
"MN"	2000	100010	4	"BATTLE TWP."	"0"	7	"02B"	4	2	"BATTLE TOWNSHIP"	10	10	40010	23	17	5	23	18	2	25	12	11	23	11	11	22	9	14	23
"MN"	2000	200015	4	"BEMIDJI TWP."	"0"	7	"04A"	7	4	"BEMIDJI TOWNSHIP"	20	15	40015	1420	801	512	1425	766	570	1431	467	851	1366	585	782	1367	892	467	1393
"MN"	2000	150020	4	"BEMIDJI W-1"	"1"	7	"04A"	7	4	"BEMIDJI CITY"	15	20	40020	1194	514	517	1200	485	581	1211	322	777	1149	381	750	1131	601	513	1148
"MN"	2000	150025	4	"BEMIDJI W-2"	"2"	7	"04A"	7	4	"BEMIDJI CITY"	15	25	40025	822	372	335	826	326	403	853	211	543	806	283	503	786	414	356	796
"MN"	2000	150030	4	"BEMIDJI W-3"	"3"	7	"04A"	7	4	"BEMIDJI CITY"	15	30	40030	1158	532	474	1157	468	551	1156	301	726	1105	377	706	1083	549	529	1114
"MN"	2000	150035	4	"BEMIDJI W-4"	"4"	7	"04A"	7	4	"BEMIDJI CITY"	15	35	40035	848	369	375	861	328	427	852	209	578	813	282	524	806	402	393	816
"MN"	2000	150040	4	"BEMIDJI W-5"	"0"	7	"04A"	7	4	"BEMIDJI CITY"	15	40	40040	1189	557	528	1196	524	592	1187	307	817	1150	419	731	1150	702	455	1173
"MN"	2000	250045	4	"BENVILLE TWP."	"0"	7	"02B"	4	2	"BENVILLE TOWNSHIP"	25	45	40045	56	30	23	55	27	25	55	5	47	52	19	35	54	15	37	52
"MN"	2000	300050	4	"BIRCH TWP."	"0"	7	"04A"	7	4	"BIRCH TOWNSHIP"	30	50	40050	59	36	19	57	34	20	56	24	30	56	25	30	55	33	20	54
"MN"	2000	350055	4	"BLACKDUCK"	"0"	7	"02B"	4	2	"BLACKDUCK CITY"	35	55	40055	273	154	97	266	143	109	271	101	150	257	109	139	248	111	145	256
"MN"	2000	400060	4	"BUZZLE TWP."	"0"	7	"02B"	4	2	"BUZZLE TOWNSHIP"	40	60	40060	157	82	48	156	90	50	159	43	103	156	71	80	151	70	83	153
"MN"	2000	450065	4	"CORMANT TWP."	"0"	7	"02B"	4	2	"CORMANT TOWNSHIP"	45	65	40065	94	62	18	102	59	31	95	31	58	95	41	46	87	39	52	91
"MN"	2000	500070	4	"DURAND TWP."	"0"	7	"02B"	4	2	"DURAND TOWNSHIP"	50	70	40070	74	30	36	73	32	35	75	17	53	74	22	49	71	23	47	70
"MN"	2000	550075	4	"ECKLES TWP."	"0"	7	"04A"	7	4	"ECKLES TOWNSHIP"	55	75	40075	382	204	146	383	205	164	380	100	256	366	139	227	366	221	141	371
"MN"	2000	600080	4	"FROHN TWP."	"0"	7	"04A"	7	4	"FROHN TOWNSHIP"	60	80	40080	652	305	273	664	311	288	665	175	442	651	236	406	642	373	259	645
"MN"	2000	650085	4	"FUNKLEY"	"0"	7	"02B"	4	2	"FUNKLEY CITY"	65	85	40085	6	2	4	6	2	4	6	2	4	6	2	4	6	2	4	6
"MN"	2000	700090	4	"GRANT VALLEY TWP."	"0"	7	"04A"	7	4	"GRANT VALLEY TOWNSHIP"	70	90	40090	667	355	247	672	342	270	681	185	444	651	262	380	642	413	233	659
"MN"	2000	750095	4	"HAGALI TWP."	"0"	7	"02B"	4	2	"HAGALI TOWNSHIP"	75	95	40095	144	76	54	149	71	61	147	42	91	133	59	75	134	47	89	136
"MN"	2000	800100	4	"HAMRE TWP."	"0"	7	"02B"	4	2	"HAMRE TOWNSHIP"	80	100	40100	10	4	5	10	4	6	10	0	10	10	1	9	10	3	7	10
"MN"	2000	850105	4	"HINES TWP."	"0"	7	"02B"	4	2	"HINES TOWNSHIP"	85	105	40105	319	215	83	322	195	98	319	125	176	313	152	154	306	140	169	309
"MN"	2000	900110	4	"HORNET TWP."	"0"	7	"02B"	4	2	"HORNET TOWNSHIP"	90	110	40110	88	53	31	90	41	41	87	25	57	88	34	49	83	31	53	84
"MN"	2000	950115	4	"JONES TWP."	"0"	7	"04A"	7	4	"JONES TOWNSHIP"	95	115	40115	113	81	26	114	67	40	113	41	63	110	64	44	108	73	32	110
"MN"	2000	990120	4	"KELLIHER"	"0"	7	"02B"	4	2	"KELLIHER CITY"	99	120	40120	144	68	60	133	59	70	139	27	101	134	20	112	132	24	115	139
"MN"	2000	1000125	4	"KELLIHER TWP."	"0"	7	"02B"	4	2	"KELLIHER TOWNSHIP"	100	125	40125	60	41	12	65	41	16	59	23	34	59	22	34	56	18	41	59
"MN"	2000	1100130	4	"LAMMERS TWP."	"0"	7	"04A"	7	4	"LAMMERS TOWNSHIP"	110	130	40130	220	134	64	222	138	71	224	87	126	221	103	110	213	143	66	217
"MN"	2000	1150135	4	"LANGOR TWP."	"0"	7	"02B"	4	2	"LANGOR TOWNSHIP"	115	135	40135	91	68	16	94	62	22	91	39	47	88	40	43	83	32	52	84
"MN"	2000	1200140	4	"LEE TWP."	"0"	7	"02B"	4	2	"LEE TOWNSHIP"	120	140	40140	17	7	10	17	6	9	16	2	15	17	4	13	17	5	12	17
"MN"	2000	1250145	4	"LIBERTY TWP."	"0"	7	"02B"	4	2	"LIBERTY TOWNSHIP"	125	145	40145	288	148	106	294	153	112	290	73	200	285	110	175	285	110	175	285
"MN"	2000	1300150	4	"MAPLE RIDGE TWP."	"0"	7	"02B"	4	2	"MAPLE RIDGE TOWNSHIP"	130	150	40150	43	15	20	41	12	24	44	4	33	45	8	30	38	7	29	36
"MN"	2000	1350155	4	"MINNIE TWP."	"0"	7	"02B"	4	2	"MINNIE TOWNSHIP"	135	155	40155	10	4	5	9	2	5	9	1	6	11	2	7	9	2	7	9
"MN"	2000	1400160	4	"MOOSE LAKE TWP."	"0"	7	"04A"	7	4	"MOOSE LAKE TOWNSHIP"	140	160	40160	87	57	24	86	57	25	87	34	46	82	44	39	83	62	21	85
"MN"	2000	1450165	4	"NEBISH TWP."	"0"	7	"02B"	4	2	"NEBISH TOWNSHIP"	145	165	40165	130	51	55	122	50	63	120	26	86	116	51	61	112	37	79	116
"MN"	2000	1500170	4	"NORTHERN TWP."	"0"	7	"04A"	7	4	"NORTHERN TOWNSHIP"	150	170	40170	2083	1173	756	2088	1104	856	2097	669	1311	2038	817	1207	2024	1391	648	2056
"MN"	2000	1550175	4	"O'BRIEN TWP."	"0"	7	"02B"	4	2	"O'BRIEN TOWNSHIP"	155	175	40175	36	30	5	35	29	5	36	12	21	35	21	13	34	17	19	36
"MN"	2000	1270180	4	"PONEMAH PREC"	"0"	7	"02B"	4	2	"LOWER RED LAKE UNORG."	127	180	40180	294	33	230	294	24	237	293	6	273	283	5	277	282	14	262	276
"MN"	2000	1600185	4	"PORT HOPE TWP."	"0"	7	"04A"	7	4	"PORT HOPE TOWNSHIP"	160	185	40185	312	179	98	313	183	108	315	99	196	309	148	151	299	194	101	303
"MN"	2000	1650190	4	"QUIRING TWP."	"0"	7	"02B"	4	2	"QUIRING TOWNSHIP"	165	190	40190	39	29	10	39	25	13	40	18	20	38	21	16	37	18	21	39
"MN"	2000	1270195	4	"RED LAKE AGENCY PREC"	"0"	7	"02B"	4	2	"LOWER RED LAKE UNORG."	127	195	40195	540	27	410	501	36	441	526	16	474	508	18	480	498	24	475	499
"MN"	2000	1270200	4	"REDBY PREC"	"0"	7	"02B"	4	2	"LOWER RED LAKE UNORG."	127	200	40200	414	23	343	408	20	357	421	11	385	404	8	395	403	14	390	404
"MN"	2000	1270202	4	"LITTLE ROCK"	"0"	7	"02B"	4	2	"LOWER RED LAKE UNORG."	127	202	40202	209	7	152	180	9	155	176	1	167	176	3	169	172	11	161	172
"MN"	2000	1700205	4	"ROOSEVELT TWP."	"0"	7	"02B"	4	2	"ROOSEVELT TOWNSHIP"	170	205	40205	118	41	62	122	38	67	120	18	97	117	28	89	117	21	95	116
"MN"	2000	1750210	4	"SHOOKS TWP."	"0"	7	"02B"	4	2	"SHOOKS TOWNSHIP"	175	210	40210	101	81	8	109	86	9	103	41	56	97	56	41	97	47	51	98
"MN"	2000	1800215	4	"SHOTLEY TWP."	"0"	7	"02B"	4	2	"SHOTLEY TOWNSHIP"	180	215	40215	39	19	10	40	20	12	40	7	23	36	13	20	33	9	24	33
"MN"	2000	1850220	4	"SOLWAY"	"0"	7	"04A"	7	4	"SOLWAY CITY"	185	220	40220	38	27	8	39	24	14	38	12	24	38	21	16	37	26	10	36
"MN"	2000	1900225	4	"SPRUCE GROVE TWP."	"0"	7	"02B"	4	2	"SPRUCE GROVE TOWNSHIP"	190	225	40225	28	15	11	28	14	13	27	5	22	27	9	18	27	6	21	27
"MN"	2000	1950230	4	"STEENERSON TWP."	"0"	7	"02B"	4	2	"STEENERSON TOWNSHIP"	195	230	40230	19	9	7	16	8	7	16	3	13	16	5	11	16	3	11	14
"MN"	2000	2000235	4	"SUGAR BUSH TWP."	"0"	7	"04A"	7	4	"SUGAR BUSH TOWNSHIP"	200	235	40235	100	53	34	100	48	41	98	33	59	98	41	55	96	60	34	97
"MN"	2000	2050240	4	"SUMMIT TWP."	"0"	7	"02B"	4	2	"SUMMIT TOWNSHIP"	205	240	40240	158	129	20	161	119	35	157	77	71	154	94	56	150	89	61	150
"MN"	2000	2080245	4	"TAYLOR TWP."	"0"	7	"04A"	7	4	"TAYLOR TOWNSHIP"	208	245	40245	59	28	19	54	23	26	54	18	33	55	19	34	53	34	19	54
"MN"	2000	2100250	4	"TEN LAKE TWP."	"0"	7	"04A"	7	4	"TEN LAKE TOWNSHIP"	210	250	40250	380	137	209	368	133	216	366	104	250	358	116	246	362	167	195	365
"MN"	2000	2150255	4	"TENSTRIKE"	"0"	7	"04A"	7	4	"TENSTRIKE CITY"	215	255	40255	70	37	19	65	38	24	66	29	33	64	34	29	63	46	19	65
"MN"	2000	2200260	4	"TURTLE LAKE TWP."	"0"	7	"04A"	7	4	"TURTLE LAKE TOWNSHIP"	220	260	40260	647	345	244	642	336	265	650	221	382	621	256	371	627	407	211	626
"MN"	2000	2240265	4	"TURTLE RIVER"	"0"	7	"04A"	7	4	"TURTLE RIVER CITY"	224	265	40265	54	28	21	54	26	22	54	11	40	51	19	30	49	31	20	51
"MN"	2000	2250270	4	"TURTLE RIVER TWP."	"0"	7	"04A"	7	4	"TURTLE RIVER TOWNSHIP"	225	270	40270	552	253	239	558	254	240	564	139	372	543	174	339	513	305	207	524
"MN"	2000	1480275	4	"UNORG. DIST. #1"	"0"	7	"02B"	4	2	"NORTH BELTRAMI UNORG."	148	275	40275	21	7	8	19	5	11	18	5	12	17	6	11	17	5	11	16
"MN"	2000	1810280	4	"UNORG. DIST. #2"	"0"	7	"02B"	4	2	"SHOTLEY BROOK UNORG."	181	280	40280	15	3	7	13	6	5	13	6	7	13	6	7	13	3	9	12
"MN"	2000	380285	4	"UNORG. DIST. #3"	"0"	7	"04A"	7	4	"BROOK LAKE UNORG."	38	285	40285	81	35	33	81	31	39	81	19	53	78	23	51	74	33	40	76
"MN"	2000	2330290	4	"WASKISH TWP."	"0"	7	"02B"	4	2	"WASKISH TOWNSHIP"	233	290	40290	70	43	24	71	42	25	70	18	49	69	22	47	69	17	53	70
"MN"	2000	2350295	4	"WILTON"	"0"	7	"04A"	7	4	"WILTON CITY"	235	295	40295	69	42	21	66	34	29	64	18	45	63	24	40	64	39	26	65
"MN"	2000	2400300	4	"WOODROW TWP."	"0"	7	"02B"	4	2	"WOODROW TOWNSHIP"	240	300	40300	48	24	14	41	26	14	40	8	32	40	11	29	40	5	34	39
"MN"	2000	50005	5	"ALBERTA TWP"	"0"	8	"17B"	34	17	"ALBERTA TOWNSHIP"	5	5	50005	355	201	123	356	190	132	359	82	220	333	153	138	311	101	204	350
"MN"	2000	100010	5	"FOLEY"	"0"	8	"17B"	34	17	"FOLEY CITY"	10	10	50010	938	477	394	937	431	430	938	224	583	863	414	400	850	342	469	886
"MN"	2000	130015	5	"GILMAN"	"0"	8	"17B"	34	17	"GILMAN CITY"	13	15	50015	122	50	52	125	46	61	125	29	76	117	46	58	111	49	59	118
"MN"	2000	150020	5	"GILMANTON TWP"	"0"	8	"17B"	34	17	"GILMANTON TOWNSHIP"	15	20	50020	375	230	116	376	225	121	374	120	213	355	199	142	354	155	186	360
"MN"	2000	200025	5	"GLENDORADO TWP"	"0"	8	"17B"	34	17	"GLENDORADO TOWNSHIP"	20	25	50025	402	245	122	405	238	130	405	143	221	389	221	139	385	200	167	398
"MN"	2000	250030	5	"GRAHAM TWP"	"0"	7	"17B"	34	17	"GRAHAM TOWNSHIP"	25	30	50030	237	155	61	241	147	70	239	75	142	223	147	66	220	85	127	232
"MN"	2000	300035	5	"GRANITE LEDGE TWP"	"0"	8	"17B"	34	17	"GRANITE LEDGE TOWNSHIP"	30	35	50035	336	219	81	342	209	106	339	96	196	325	184	113	314	143	152	322
