state	year	county	precinct	cd	cd2	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_USH_dv2	g2004_USH_rv2	g2004_USH_tv2
"AL"	2004	"MADISON"	"CENTRAL SCHOOL"	5		526	1112	1654	389	1226	1617	1187	439	1627			
"AL"	2004	"MADISON"	"CHAFFEE SCHOOL"	5		511	1195	1728	343	1348	1694	1226	475	1702			
"AL"	2004	"MADISON"	"CHAPMAN MIDDLE SCHOOL .1"	5		398	693	1099	278	797	1075	845	238	1083			
"AL"	2004	"MADISON"	"CHAPMAN MIDDLE SCHOOL .2"	5		335	756	1101	238	836	1075	852	235	1088			
"AL"	2004	"MADISON"	"CHARLES STONE AG_ CENTER"	5		334	76	412	280	121	402	364	41	405			
"AL"	2004	"MADISON"	"CHASE VALLEY UNITED METHODIST"	5		691	968	1672	549	1085	1635	1229	412	1643			
"AL"	2004	"MADISON"	"CHURCH OF CHRIST MERIDIANVILLE"	5		399	1084	1490	333	1132	1468	1045	432	1478			
"AL"	2004	"MADISON"	"CLOUDS COVE HOLINESS CHURCH"	5		68	87	156	56	95	151	129	25	154			
"AL"	2004	"MADISON"	"CO COMMISSION DIST 1 OFFICE"	5		423	1017	1451	306	1088	1397	1026	400	1426			
"AL"	2004	"MADISON"	"COVE UNITED METHODIST CHURCH"	5		700	2921	3629	443	3126	3571	2386	1188	3577			
"AL"	2004	"MADISON"	"COVENANT PRESBYTERIAN CHURCH"	5		514	1332	1860	303	1515	1820	1412	413	1828			
"AL"	2004	"MADISON"	"DR_ RICHARD SHOWERS CENTER"	5		1272	131	1411	1091	287	1379	1320	69	1391			
"AL"	2004	"MADISON"	"E HUNTSVILLE CHURCH OF CHRIST"	5		481	425	925	369	527	899	717	187	908			
"AL"	2004	"MADISON"	"ED WHITE MIDDLE SCHOOL"	5		1268	445	1733	1072	624	1700	1524	178	1709			
"AL"	2004	"MADISON"	"EDENBROOK OF HUNTSVILLE"	5		361	702	1072	225	819	1044	815	244	1059			
"AL"	2004	"MADISON"	"F_O_P_ LODGE"	5		1063	182	1248	938	287	1227	1156	75	1231			
"AL"	2004	"MADISON"	"FIRST MISSIONARY BAPT CHURCH"	5		1619	347	1981	1420	524	1946	1812	152	1965			
"AL"	2004	"MADISON"	"GURLEY CITY HALL-INSIDE CITY"	5		233	402	640	181	436	617	463	161	624			
"AL"	2004	"MADISON"	"HIGHLANDS SCHOOL"	5		700	376	1090	586	478	1064	889	186	1075			
"AL"	2004	"MADISON"	"HILLWOOD BAPTIST CHURCH .1"	5		476	1063	1568	336	1203	1540	1053	486	1542			
"AL"	2004	"MADISON"	"HILLWOOD BAPTIST CHURCH .2"	5		340	821	1179	250	915	1166	797	366	1164			
"AL"	2004	"MADISON"	"HUNTSVILLE HIGH SCHOOL"	5		418	726	1154	271	853	1128	854	282	1138			
"AL"	2004	"MADISON"	"HUNTSVILLE MIDDLE SCHOOL"	5		403	586	995	239	727	969	826	144	974			
"AL"	2004	"MADISON"	"HURRICANE CREEK COMM CENTER"	5		79	177	258	52	201	254	180	76	256			
"AL"	2004	"MADISON"	"J_E_ WILLIAMS ELEM SCHOOL"	5		510	772	1297	390	869	1261	835	422	1259			
"AL"	2004	"MADISON"	"JOHNSON HIGH SCHOOL"	5		1560	284	1851	1400	419	1821	1702	129	1831			
"AL"	2004	"MADISON"	"KEEL MT_ VOL_ FIRE DEPT OUT"	5		64	199	277	62	205	267	186	87	273			
"AL"	2004	"MADISON"	"LAKEWOOD COMMUNITY CENTER"	5		797	307	1108	695	388	1084	975	119	1095			
"AL"	2004	"MADISON"	"LEE HIGH SCHOOL"	5		353	559	921	245	652	897	738	167	905			
"AL"	2004	"MADISON"	"LEWIS CHAPEL C_P_ CHURCH"	5		343	78	422	277	129	406	366	44	410			
"AL"	2004	"MADISON"	"LITTLE INDIAN CREEK CHURCH"	5		776	1859	2654	594	2019	2616	1786	831	2618			
"AL"	2004	"MADISON"	"LOCUST GROVE BAPTIST CHURCH"	5		301	759	1066	228	812	1043	709	334	1046			
"AL"	2004	"MADISON"	"MADISON CHURCH OF CHRIST .1"	5		592	1861	2473	390	2043	2435	1593	837	2433			
"AL"	2004	"MADISON"	"MADISON CHURCH OF CHRIST .2"	5		1065	2993	4094	742	3270	4015	2591	1421	4016			
"AL"	2004	"MADISON"	"MADISON CITY HALL .1"	5		760	1405	2194	560	1578	2141	1366	764	2133			
"AL"	2004	"MADISON"	"MADISON CITY HALL .2"	5		910	1700	2639	730	1846	2578	1636	930	2568			
"AL"	2004	"MADISON"	"MADISON CO_ TEACHER CENTER .1"	5		632	1308	1957	501	1406	1911	1359	565	1924			
"AL"	2004	"MADISON"	"MADISON CO_ TEACHER CENTER .2"			0	0	0	0	0	0						
"AL"	2004	"MADISON"	"MADISON COUNTY NATURE TRAIL"	5		92	234	334	49	275	326	239	88	327			
"AL"	2004	"MADISON"	"MADISON MISSION 7TH DAY CHURCH"	5		820	2012	2850	591	2208	2805	1766	1033	2802			
"AL"	2004	"MADISON"	"MAYSVILLE CHURCH OF CHRIST"	5		515	1290	1812	373	1404	1783	1285	503	1791			
"AL"	2004	"MADISON"	"MCDONNELL SCHOOL"	5		538	506	1059	425	604	1036	838	200	1040			
"AL"	2004	"MADISON"	"MERIDIANVILLE LIONS CLUB"	5		336	612	953	256	677	934	681	250	932			
"AL"	2004	"MADISON"	"MESSIAH LUTHERAN CHURCH"	5		484	597	1090	386	680	1068	725	340	1066			
"AL"	2004	"MADISON"	"MONROVIA CHURCH OF CHRIST .1"	5		769	1870	2662	580	2044	2625	1693	937	2633			
"AL"	2004	"MADISON"	"MONROVIA CHURCH OF CHRIST .2"	5		835	2099	2968	636	2276	2916	1903	1011	2917			
"AL"	2004	"MADISON"	"MONTE SANO FIRE STATION .4"	5		393	450	859	233	607	842	675	173	849			
"AL"	2004	"MADISON"	"MOUNTAIN VIEW BAPTIST CHURCH"	5		584	949	1552	365	1163	1528	1196	336	1535			
"AL"	2004	"MADISON"	"NEW HOPE CITY HALL"	5		526	870	1409	389	987	1377	1100	290	1391			
"AL"	2004	"MADISON"	"NEW MARKET FIRE STATION"	5		274	589	874	201	652	855	662	197	860			
"AL"	2004	"MADISON"	"OAKWOOD COLLEGE - BLAKE CENTER"	5		595	6	610	574	18	592	574	19	593			
"AL"	2004	"MADISON"	"OLD NAVAL RESERVE CENTER"	5		734	346	1086	647	415	1062	927	139	1068			
"AL"	2004	"MADISON"	"OWENS CROSS ROADS CITY HALL"	5		337	748	1097	249	816	1065	785	290	1077			
"AL"	2004	"MADISON"	"PHILLIPS CME CHURCH"	5		79	9	88	69	16	85	79	6	85			
"AL"	2004	"MADISON"	"PINEVIEW BAPTIST CHURCH .1"	5		394	701	1101	330	757	1087	739	348	1088			
"AL"	2004	"MADISON"	"PINEVIEW BAPTIST CHURCH .2"	5		1175	1872	3064	936	2063	3005	2131	883	3019			
"AL"	2004	"MADISON"	"PLAINVIEW CHURCH OF CHRIST .1"			0	0	0	0	0	0						
"AL"	2004	"MADISON"	"PLAINVIEW CHURCH OF CHRIST .2"	5		627	2157	2798	455	2279	2741	1894	859	2757			
"AL"	2004	"MADISON"	"PLEASANT SPRINGS BAPTIST"	5		90	81	173	72	98	170	144	26	170			
"AL"	2004	"MADISON"	"PLEVNA FIRE STATION"	5		148	273	425	112	305	418	327	95	422			
"AL"	2004	"MADISON"	"PROVISIONAL"	5		30	23	53	23	30	53	41	13	54			
"AL"	2004	"MADISON"	"RIDGECREST SCHOOL"	5		688	788	1497	550	917	1468	1094	379	1476			
"AL"	2004	"MADISON"	"SENIOR CENTER"	5		332	186	522	277	226	505	419	85	506			
"AL"	2004	"MADISON"	"SHERWOOD BAPTIST CHURCH"	5		1034	1348	2412	788	1557	2352	1684	669	2359			
"AL"	2004	"MADISON"	"SOUTHWOOD PRESBYTERIAN CHURCH"	5		418	1184	1611	244	1337	1584	1197	387	1585			
"AL"	2004	"MADISON"	"TERRY HEIGHTS SCHOOL"	5		359	34	396	324	60	385	375	11	389			
"AL"	2004	"MADISON"	"TONEY UNITED METHODIST CHURCH"	5		753	1421	2198	606	1509	2118	1482	655	2141			
"AL"	2004	"MADISON"	"TRIANA CITY HALL - CITY"	5		368	43	413	309	87	396	396	10	406			
"AL"	2004	"MADISON"	"UNIVERSITY PLACE SCHOOL"	5		907	791	1727	742	949	1693	1297	392	1692			
"AL"	2004	"MADISON"	"VISITATION PARISH CENTER"	5		100	106	210	77	125	202	158	46	204			
"AL"	2004	"MADISON"	"WEATHERLY HGTS_ BAPTIST .1"	5		381	876	1278	226	1022	1249	891	360	1254			
"AL"	2004	"MADISON"	"WEATHERLY HGTS_ BAPTIST .2"	5		459	1252	1730	275	1434	1710	1242	468	1713			
"AL"	2004	"MADISON"	"WEST HUNTSVILLE ELEM SCHOOL"	5		353	226	586	296	266	562	457	113	571			
"AL"	2004	"MADISON"	"WEST MASTIN LAKE SCHOOL"	5		653	196	857	552	291	844	773	72	845			
"AL"	2004	"MADISON"	"WESTLAWN MIDDLE SCHOOL"	5		198	193	400	160	223	384	306	81	387			
"AL"	2004	"MADISON"	"WESTSIDE NEIGHBORHOOD CENTER"	5		176	26	204	166	34	200	187	14	201			
"AL"	2004	"MADISON"	"WHITESBURG BAPTIST CHURCH"	5		469	1257	1744	311	1401	1714	1209	501	1715			
"AL"	2004	"MADISON"	"WHITESBURG BOAT HARBOR"	5		114	172	291	93	192	285	179	107	286			
"AL"	2004	"MADISON"	"WHITESBURG MIDDLE SCHOOL"	5		387	759	1166	252	879	1136	849	289	1140			
"AL"	2004	"MADISON"	"WOODMEN OF THE WORLD .1"	5		677	1565	2266	436	1796	2234	1601	638	2240			
"AL"	2004	"MADISON"	"WOODMEN OF THE WORLD .2"	5		542	1383	1948	345	1572	1921	1376	546	1923			
"AL"	2004	"MARENGO"	"ABSENTEE VOTERS"	7		295	219	516	267	241	508	392	114	506			
"AL"	2004	"MARENGO"	"AIMWELL VOTING BOOTH"	7		23	59	82	19	59	78	45	35	80			
"AL"	2004	"MARENGO"	"CORNERSTONE CHURCH"	7		483	454	939	383	521	904	629	259	890			
"AL"	2004	"MARENGO"	"DAYTON TOWN OFFICE"	7		40	29	69	36	32	68	53	16	69			
"AL"	2004	"MARENGO"	"DEMOPOLIS CIVIC CENTER"	7		546	281	835	489	334	823	679	138	818			
"AL"	2004	"MARENGO"	"DEMOPOLIS HIGH SCHOOL"	7		99	327	426	77	345	422	246	174	420			
"AL"	2004	"MARENGO"	"DEMOPOLIS NATL GUARD ARMORY"	7		566	180	749	493	236	729	627	99	726			
"AL"	2004	"MARENGO"	"DEMOPOLIS WESTSIDE ELEMENTARY"	7		250	1319	1572	184	1362	1548	939	587	1530			
"AL"	2004	"MARENGO"	"DIXONS MILLS VOLUNTEER FIRE"	7		452	145	597	411	166	578	475	91	567			
"AL"	2004	"MARENGO"	"FAUNSDALE TOWN OFFICE"	7		208	109	317	174	134	308	248	58	306			
"AL"	2004	"MARENGO"	"FLATWOOD COMMUNITY CENTER"	7		85	1	86	83	2	85	85	0	85			
"AL"	2004	"MARENGO"	"HALF ACRE COMMUNITY CENTER"	7		22	88	110	8	96	104	55	38	93			
"AL"	2004	"MARENGO"	"HOBOKEN VOTING BOOTH"	7		62	87	151	52	96	149	73	72	145			
"AL"	2004	"MARENGO"	"JEFFERSON VOLUNTEER FIRE"	7		199	84	285	161	114	275	232	40	272			
"AL"	2004	"MARENGO"	"LASCA - HARRISON STORE"	7		3	13	16	3	12	15	7	7	14			
"AL"	2004	"MARENGO"	"LINDEN OLD COURTHOUSE BUILDING"	7		98	287	386	70	311	381	220	148	368			
"AL"	2004	"MARENGO"	"MAGNOLIA COMMUNITY CENTER"	7		137	53	190	122	63	185	152	30	182			
"AL"	2004	"MARENGO"	"MAJOS COMMUNITY CENTER"	7		24	69	93	18	72	90	53	36	89			
"AL"	2004	"MARENGO"	"MICKINLEY TAYLORVILLE COM_ CTR"	7		74	16	90	64	21	85	77	8	85			
"AL"	2004	"MARENGO"	"MYRTLEWOOD COMMUNITY CENTER"	7		96	78	175	72	100	172	124	48	172			
"AL"	2004	"MARENGO"	"NANAFALIA COMMUNITY CENTER"	7		120	92	212	98	104	203	143	62	206			
"AL"	2004	"MARENGO"	"OCTAGON VOTING BOOTH"	7		95	71	166	86	79	165	105	58	163			
"AL"	2004	"MARENGO"	"PROVIDENCE QUINNEY STORE BLDG_"	7		217	235	452	172	271	443	279	153	432			
"AL"	2004	"MARENGO"	"PROVISIONAL"	7		11	13	24	9	15	24	15	9	24			
"AL"	2004	"MARENGO"	"PUTMAN VOTING BOOTH"	7		95	37	132	88	41	129	102	27	129			
"AL"	2004	"MARENGO"	"RANGELINE VOTING BOOTH"	7		32	135	169	22	144	166	84	80	164			
"AL"	2004	"MARENGO"	"SPRINGHILL VOLUNTEER FIRE"	7		67	77	144	53	89	142	91	50	141			
"AL"	2004	"MARENGO"	"SURGINER VOTING BOOTH"	7		54	95	149	47	96	143	64	74	138			
"AL"	2004	"MARENGO"	"SWEET WATER TOWN OFFICE"	7		253	202	455	222	222	444	317	126	443			
"AL"	2004	"MARENGO"	"THOMASTON LUNCH ROOM"	7		235	249	486	192	275	467	304	153	458			
"AL"	2004	"MARENGO"	"VINELAND VOTING BOOTH"	7		84	99	184	82	99	181	104	73	177			
"AL"	2004	"MARENGO"	"WAYNE VOTING BOOTH"	7		12	52	65	8	56	64	26	30	56			
"AL"	2004	"MARION"	"ABSENTEE VOTERS"	4		147	362	513	129	370	500	132	370	503			
"AL"	2004	"MARION"	"BACCUS"	4		56	115	172	51	118	169	49	119	168			
"AL"	2004	"MARION"	"BARNSVILLE"	4		106	163	271	89	171	260	90	170	260			
"AL"	2004	"MARION"	"BEAR CREEK"	4		258	681	944	223	705	930	198	740	941			
"AL"	2004	"MARION"	"BEXAR"	4		115	201	316	101	205	306	101	207	308			
"AL"	2004	"MARION"	"BRILLIANT"	4		239	394	641	192	435	628	191	438	631			
"AL"	2004	"MARION"	"CLARK"	4		114	205	322	96	221	317	95	224	320			
"AL"	2004	"MARION"	"E_T_ SIMS JR_ BUILDING .1"	4		444	1122	1579	382	1164	1551	374	1176	1553			
"AL"	2004	"MARION"	"E_T_ SIMS JR_ BUILDING .2"	4		427	1239	1677	372	1275	1652	356	1293	1651			
"AL"	2004	"MARION"	"GUIN"	4		385	951	1342	329	990	1321	331	993	1325			
"AL"	2004	"MARION"	"HACKLEBURG"	4		257	559	820	205	592	801	187	618	806			
"AL"	2004	"MARION"	"HOWELL"	4		51	157	209	47	162	209	46	164	210			
"AL"	2004	"MARION"	"KEMP"	4		14	44	59	14	39	53	14	42	56			
"AL"	2004	"MARION"	"KIMBROUGH .1"	4		51	131	183	39	137	177	28	152	180			
"AL"	2004	"MARION"	"KIMBROUGH .2"	4		135	314	451	116	326	444	94	355	450			
"AL"	2004	"MARION"	"PEARCES MILL"	4		31	138	169	27	139	166	25	140	165			
"AL"	2004	"MARION"	"PIKEVILLE"	4		25	71	97	22	74	96	24	70	95			
"AL"	2004	"MARION"	"PROVISIONAL"	4		2	0	2	1	1	2	1	1	2			
"AL"	2004	"MARION"	"RYE"	4		88	123	213	79	128	207	76	134	210			
"AL"	2004	"MARION"	"SHILOH"	4		125	250	379	119	252	372	122	252	375			
"AL"	2004	"MARION"	"SHOTTSVILLE"	4		120	242	364	105	241	348	105	243	349			
"AL"	2004	"MARION"	"WIGINTON"	4		37	69	106	32	68	100	27	71	98			
"AL"	2004	"MARION"	"WINFIELD"	4		581	1452	2046	480	1542	2024	470	1549	2021			
"AL"	2004	"MARSHALL"	"ABSENTEE VOTERS"	4		296	741	1047	235	793	1028	255	770	1025			
"AL"	2004	"MARSHALL"	"ALBERTVILLE-FIRST BAPTIST 1"	4		483	1354	1845	400	1392	1794	440	1355	1797			
"AL"	2004	"MARSHALL"	"ALBERTVILLE-FIRST BAPTIST 2"	4		160	569	733	135	573	709	145	565	712			
"AL"	2004	"MARSHALL"	"ALBERTVILLE-MRSHL CO GAS SHOP"	4		78	146	227	64	163	227	68	158	226			
"AL"	2004	"MARSHALL"	"ALBERTVILLE-REC CENTER 1"	4		336	1030	1382	288	1072	1362	312	1044	1358			
"AL"	2004	"MARSHALL"	"ALBERTVILLE-REC CENTER 2"	4		344	1173	1528	303	1180	1484	341	1147	1489			
"AL"	2004	"MARSHALL"	"ALBERTVILLE-REC CENTER 3"	4		255	822	1081	197	865	1062	227	831	1060			
"AL"	2004	"MARSHALL"	"ARAB-NEW RECREATION CENTER 1"	4		177	514	692	132	544	677	133	545	678			
"AL"	2004	"MARSHALL"	"ARAB-NEW RECREATION CENTER 2"	4		256	852	1115	191	907	1098	199	902	1102			
"AL"	2004	"MARSHALL"	"ARAB-SENIOR CITIZEN CENTER 1"	4		202	645	855	144	697	841	148	691	839			
"AL"	2004	"MARSHALL"	"ARAB-SENIOR CITIZEN CENTER 2"	4		260	969	1242	196	1026	1223	207	1013	1224			
"AL"	2004	"MARSHALL"	"BIG SPRING M & S CONSTRUCTION"	4		48	107	155	42	113	156	46	105	153			
"AL"	2004	"MARSHALL"	"BOAZ-RECREATION CENTER 1"	4		278	758	1040	219	798	1020	234	788	1023			
"AL"	2004	"MARSHALL"	"BOAZ-RECREATION CENTER 2"	4		464	1396	1877	379	1462	1844	404	1432	1841			
"AL"	2004	"MARSHALL"	"BOSHART-PROSPECT CEMETERY"	4		174	309	490	144	338	483	147	333	481			
"AL"	2004	"MARSHALL"	"BUCKSNORT-COMMUNITY CENTER"	4		134	259	397	97	276	373	93	280	373			
"AL"	2004	"MARSHALL"	"CLAYSVILLE HENRYVILLE METHODST"	4		212	433	648	170	463	633	176	456	633			
"AL"	2004	"MARSHALL"	"CRANFORD-RUTH VOL FIRE DEPT_"	4		139	496	638	103	516	619	119	502	621			
"AL"	2004	"MARSHALL"	"FRIENDSHIP MT HEBRON FIRE DEPT"	4		79	271	352	66	279	347	78	265	345			
"AL"	2004	"MARSHALL"	"FRIENDSHIP PINE GROVE COM_ CTR"	4		108	393	506	96	396	492	100	386	486			
"AL"	2004	"MARSHALL"	"GEORGIA MOUNTAIN REC CENTER"	4		100	312	418	99	309	408	104	306	410			
"AL"	2004	"MARSHALL"	"GRANT-MT_ SHADE CHURCH"	4		238	428	674	153	482	635	166	470	636			
"AL"	2004	"MARSHALL"	"GRANT-TOWN HALL"	4		111	225	336	79	246	325	78	240	318			
"AL"	2004	"MARSHALL"	"GRASSY-SCHOOL GYM"	4		249	699	959	223	701	926	225	698	924			
"AL"	2004	"MARSHALL"	"GUNTERSVILLE REC CTR 1"	4		672	1299	1990	526	1421	1949	556	1392	1949			
"AL"	2004	"MARSHALL"	"GUNTERSVILLE REC CTR 2"	4		305	704	1016	237	760	999	251	748	1000			
"AL"	2004	"MARSHALL"	"HONEYCOMB - BAPTIST CHURCH"	4		83	190	275	67	203	270	71	200	271			
"AL"	2004	"MARSHALL"	"HOOPER-BRASHERS CHAPEL CHURCH"	4		162	584	750	123	605	729	141	590	733			
"AL"	2004	"MARSHALL"	"JAYBIRD-SHOP DIST .4"	4		155	411	567	140	419	559	152	404	556			
"AL"	2004	"MARSHALL"	"MT_ HIGH LATTIWOOD COMM CNTR"	4		76	215	295	63	218	282	70	213	283			
"AL"	2004	"MARSHALL"	"MT_ PISGAH BAPT_ CHURCH"	4		25	93	120	20	99	119	24	93	117			
"AL"	2004	"MARSHALL"	"OLEANDER-MIDWAY COMM_ CENTER"	4		284	867	1168	230	927	1158	247	895	1145			
"AL"	2004	"MARSHALL"	"PAINT ROCK HEBRON COMM_ CTR"	4		130	158	289	94	176	271	87	176	263			
"AL"	2004	"MARSHALL"	"PROVISIONAL"	4		7	25	33	8	24	32	6	26	32			
"AL"	2004	"MARSHALL"	"RED HILL-METHODIST CHURCH"	4		28	96	125	24	97	121	25	96	121			
"AL"	2004	"MARSHALL"	"REEDBRAKE-DOUGLAS TOWN HALL"	4		126	427	554	100	434	534	116	417	533			
"AL"	2004	"MARSHALL"	"REEDBRAKE-LIBERTY HILL CHURCH"	4		143	439	587	132	436	570	136	434	570			
"AL"	2004	"MARSHALL"	"REEDBRAKE-NIXON CHAPEL F_D_"	4		61	165	228	51	171	223	50	171	221			
"AL"	2004	"MARSHALL"	"ROCK SPRINGS-CHURCH"	4		40	142	184	30	146	176	27	147	174			
"AL"	2004	"MARSHALL"	"SIMS COMMUNITY CENTER"	4		140	277	419	99	309	408	113	294	407			
"AL"	2004	"MARSHALL"	"THOMPSON CHILDRESS STORE"	4		75	113	188	72	110	182	68	114	182			
"AL"	2004	"MARSHALL"	"THOMPSON-ASBURY FIRE STATION"	4		75	208	285	59	214	274	60	217	277			
"AL"	2004	"MARSHALL"	"THOMPSON-MARTLING COMM_ CENTER"	4		41	81	123	36	84	120	35	85	120			
"AL"	2004	"MARSHALL"	"UNION GROVE-MASONIC HALL"	4		211	483	701	164	521	685	161	524	689			
"AL"	2004	"MARSHALL"	"WAKEFIELD-FIRE DEPARTMENT"	4		72	168	246	65	176	241	61	181	243			
"AL"	2004	"MARSHALL"	"WARRENTON - COMMUNITY CENTER"	4		174	475	657	141	507	650	140	503	643			
"AL"	2004	"MARSHALL"	"WRIGHTS-SWEARENGIN COMM_ CTR_"	4		186	262	454	135	292	427	136	282	419			
"AL"	2004	"MOBILE"	"01-Howard Blackwell Lodge"	1		678	2377	3070	583	2377	2960	775	2219	2994			
"AL"	2004	"MOBILE"	"02-1st Baptist Axis"	1		393	952	1355	339	946	1286	431	872	1303			
"AL"	2004	"MOBILE"	"03-Mt Vernon Civic Ctr"	1		584	398	982	494	394	888	603	319	922			
"AL"	2004	"MOBILE"	"04-Mt Olive Prim Bapt"	1		400	39	440	364	41	405	368	45	413			
"AL"	2004	"MOBILE"	"06-Turnerville Comm Ctr"	1		295	1439	1742	220	1482	1702	383	1336	1719			
"AL"	2004	"MOBILE"	"07-Havenwood Baptist"	1		119	501	625	92	508	600	149	461	610			
"AL"	2004	"MOBILE"	"08-Chunchula Baptist"	1		137	318	464	117	318	435	164	283	447			
"AL"	2004	"MOBILE"	"09-Kali-Oka Civic Club"	1		161	1147	1314	144	1125	1269	233	1054	1287			
"AL"	2004	"MOBILE"	"10-Bayou Sara Baptist"	1		533	1462	2012	450	1474	1924	589	1373	1962			
"AL"	2004	"MOBILE"	"11-Saraland Civic Ctr"	1		387	1300	1697	308	1285	1593	474	1151	1625			
"AL"	2004	"MOBILE"	"12-Chickasaw Auditorium"	1		681	1774	2480	564	1776	2340	776	1596	2372			
"AL"	2004	"MOBILE"	"13-Mary Abbie Berg"	1		661	1011	1702	518	1092	1610	627	1006	1637			
"AL"	2004	"MOBILE"	"14-Bishop State"	1		1033	42	1076	1049	52	1101	1053	55	1108			
"AL"	2004	"MOBILE"	"15-Murphy High School"	1		248	584	841	201	604	805	240	575	816			
"AL"	2004	"MOBILE"	"16-Springhill Av Rec Ctr"	1		717	377	1107	604	426	1030	638	397	1037			
"AL"	2004	"MOBILE"	"17-St Joan of Arc"	1		1066	360	1434	907	447	1354	957	430	1389			
"AL"	2004	"MOBILE"	"18-Mobile Civic Ctr"	1		660	130	795	605	143	748	612	143	756			
"AL"	2004	"MOBILE"	"19-Rock of Faith Bapt"	1		2407	119	2530	2217	183	2400	2239	175	2414			
"AL"	2004	"MOBILE"	"20-Elks Lodge .108"	1		995	450	1463	918	466	1384	953	445	1398			
"AL"	2004	"MOBILE"	"21-VFW Post .49"	1		362	598	965	300	592	892	360	547	907			
"AL"	2004	"MOBILE"	"23-Whistler Lodge .145"	1		525	127	652	443	147	590	471	129	600			
"AL"	2004	"MOBILE"	"24-Mt Calvary Baptist"	1		1555	78	1638	1408	106	1514	1412	110	1522			
"AL"	2004	"MOBILE"	"25-Blount High School"	1		2005	85	2093	1798	117	1916	1829	113	1943			
"AL"	2004	"MOBILE"	"26-Mt Sinai Missionary Bapt"	1		1288	134	1426	1182	149	1331	1198	145	1343			
"AL"	2004	"MOBILE"	"27-Eight Mile School"	1		1484	463	1957	1334	494	1828	1408	457	1865			
"AL"	2004	"MOBILE"	"28-Azalea City Church of Christ"	1		249	788	1043	210	775	985	278	735	1013			
"AL"	2004	"MOBILE"	"29-Indian Springs Bapt"	1		177	511	688	144	504	648	202	465	667			
"AL"	2004	"MOBILE"	"30-College Park Baptist"	1		525	764	1297	465	758	1223	517	723	1240			
"AL"	2004	"MOBILE"	"32-Trinity Lutheran"	1		476	23	499	440	35	475	439	36	475			
"AL"	2004	"MOBILE"	"33-Prichard City Hall"	1		537	32	571	491	39	530	485	41	526			
"AL"	2004	"MOBILE"	"35-LeFlore High School"	1		1054	45	1100	1005	53	1058	1015	46	1061			
"AL"	2004	"MOBILE"	"36-Ariel Holloway School"	1		3268	185	3458	3023	221	3244	3056	214	3270			
"AL"	2004	"MOBILE"	"37-Boys Club"	1		904	82	987	816	109	925	840	95	935			
"AL"	2004	"MOBILE"	"39-Chastang School"	1		676	30	707	607	56	663	618	52	670			
"AL"	2004	"MOBILE"	"40-Litttle Welcome Baptist"	1		955	734	1703	844	777	1621	931	696	1627			
"AL"	2004	"MOBILE"	"41-Moffett Rd Assembly"	1		1566	1792	3373	1345	1866	3212	1511	1742	3253			
"AL"	2004	"MOBILE"	"42-Hillsdale Community Ctr"	1		456	111	570	412	118	530	432	121	553			
"AL"	2004	"MOBILE"	"43-Friendship Baptist"	1		237	58	298	210	69	279	214	68	282			
"AL"	2004	"MOBILE"	"44-Mobile Museum of Art"	1		323	1271	1604	242	1308	1550	327	1249	1576			
