state	year	town	ward	precinct	cd	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_ATG_dv	g2006_ATG_rv	g2006_ATG_tv	g2006_AUD_dv	g2006_AUD_tv	g2006_GOV_dv	g2006_GOV_rv	g2006_GOV_tv	g2006_SOS_dv	g2006_SOS_tv	g2006_TRE_dv	g2006_TRE_tv	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv
"MA"	2006	"Milton"		"11"	9	870	185	1060	885	210	1095	868	1000	828	260	1161	875	1034	919	1033	885	241	1126
"MA"	2006	"Milton"		"2"	9	865	186	1056	975	172	1148	873	1027	914	235	1207	912	1093	954	1089	934	217	1152
"MA"	2006	"Milton"		"3"	9	845	169	1026	884	210	1094	819	955	755	342	1171	792	1022	862	1011	842	279	1123
"MA"	2006	"Milton"		"4"	9	870	143	1016	868	186	1055	827	970	644	349	1101	873	1024	903	1024	807	249	1059
"MA"	2006	"Milton"		"5"	9	697	188	886	683	246	930	701	829	565	358	983	702	864	746	866	646	286	932
"MA"	2006	"Milton"		"6"	9	951	226	1177	910	290	1200	938	1097	641	537	1256	1000	1130	1038	1153	815	391	1206
"MA"	2006	"Milton"		"7"	9	907	153	1064	832	258	1090	870	1005	576	479	1134	896	1015	945	1038	743	337	1082
"MA"	2006	"Milton"		"8"	9	932	219	1154	875	307	1182	935	1081	593	533	1245	957	1090	1019	1121	810	373	1183
"MA"	2006	"Milton"		"9"	9	843	243	1089	780	369	1149	884	1020	602	548	1215	888	1052	927	1049	755	388	1145
"MA"	2006	"Monroe"		"1"	1	30		40	30	12	42	30	39	25	16	41	31	38	33	38	29	13	42
"MA"	2006	"Monson"		"A"	2	723		734	602	310	914	601	831	468	394	961	672	853	678	850	599	347	946
"MA"	2006	"Monson"		"B"	2	835		849	681	356	1040	693	951	557	436	1101	779	968	777	960	648	424	1075
"MA"	2006	"Monson"		"C"	2	800		811	662	303	967	677	896	533	381	1024	746	909	743	902	633	375	1011
"MA"	2006	"Montague"		"1"	1	608		718	594	95	690	518	634	566	118	733	493	691	525	667	600	115	716
"MA"	2006	"Montague"		"2"	1	397		506	406	89	495	368	461	374	96	518	375	475	375	465	406	106	512
"MA"	2006	"Montague"		"3"	1	458		563	447	89	536	445	513	404	130	577	485	536	476	537	433	124	557
"MA"	2006	"Montague"		"4"	1	448		556	437	105	542	432	525	395	109	563	444	527	443	523	460	100	562
"MA"	2006	"Montague"		"5"	1	244		285	252	30	283	236	271	223	46	290	233	279	237	272	247	40	288
"MA"	2006	"Montague"		"6"	1	389		457	371	80	451	356	425	331	89	464	356	443	370	437	371	90	462
"MA"	2006	"Monterey"		"1"	1	352		423	327	81	408	310	372	335	81	436	257	406	293	391	323	109	432
"MA"	2006	"Montgomery"		"1"	1	205		327	202	139	341	218	312	148	162	358	240	321	238	314	178	173	352
"MA"	2006	"Mount Washington"		"1"	1	68		77	55	19	74	60	70	54	19	77	53	71	59	71	64	14	78
"MA"	2006	"N. Adams"	"1"	"1"	1	658		758	694	72	766	641	721	645	107	778	637	729	647	728	666	107	774
"MA"	2006	"N. Adams"	"2"	"2"	1	705		822	757	81	838	687	782	683	131	844	712	801	704	785	711	121	832
"MA"	2006	"N. Adams"	"3"	"3"	1	493		566	517	56	573	466	536	465	90	584	462	546	461	532	491	84	575
"MA"	2006	"N. Adams"	"4"	"4"	1	757		916	813	127	941	718	855	727	199	952	747	865	737	850	750	200	950
"MA"	2006	"N. Adams"	"5"	"5"	1	625		716	637	75	712	575	674	580	113	723	585	685	585	679	606	114	720
"MA"	2006	"N. Andover"		"1"	6	774	377	1152	818	348	1166	818	1052	615	492	1208	877	1087	888	1077	729	448	1180
"MA"	2006	"N. Andover"		"2"	6	845	395	1241	887	376	1264	905	1130	658	551	1306	985	1173	993	1162	794	467	1262
"MA"	2006	"N. Andover"		"3"	6	877	417	1296	904	405	1310	957	1194	657	599	1345	1029	1233	1024	1222	824	494	1320
"MA"	2006	"N. Andover"		"4"	6	895	575	1470	961	524	1486	1045	1308	674	755	1531	1060	1332	1090	1314	856	637	1493
"MA"	2006	"N. Andover"		"5"	6	425	230	655	443	225	668	482	597	329	311	678	507	613	497	604	407	264	672
"MA"	2006	"N. Andover"		"6"	6	748	689	1437	817	631	1449	974	1232	570	840	1503	1001	1263	1010	1240	707	747	1455
"MA"	2006	"N. Andover"		"7"	6	831	638	1469	880	592	1474	1046	1281	655	776	1528	1095	1322	1091	1301	799	696	1496
"MA"	2006	"N. Andover"		"8"	6	758	626	1385	803	593	1396	977	1223	609	735	1445	1032	1248	1009	1217	730	677	1409
"MA"	2006	"N. Attleborough"		"1"	3	448		465	382	201	584	381	535	268	255	601	428	544	412	538	365	224	589
"MA"	2006	"N. Attleborough"		"2"	3	709		719	592	286	879	600	818	416	394	913	681	836	676	833	543	350	894
"MA"	2006	"N. Attleborough"		"3"	3	979		1003	798	490	1289	845	1130	538	665	1325	941	1164	931	1161	686	619	1308
"MA"	2006	"N. Attleborough"		"4"	3	569		586	482	212	696	488	662	334	296	714	537	661	523	664	476	231	708
"MA"	2006	"N. Attleborough"		"5"	3	668		684	533	286	819	571	753	376	382	855	649	769	616	763	516	323	841
"MA"	2006	"N. Attleborough"		"6"	3	854		881	671	430	1102	754	998	484	567	1143	826	1021	822	1008	630	486	1116
"MA"	2006	"N. Attleborough"		"7"	3	978		995	816	441	1257	836	1129	551	614	1300	942	1149	925	1142	737	530	1271
"MA"	2006	"N. Attleborough"		"8"	3	1033		1052	835	507	1343	937	1210	581	696	1404	1042	1237	1009	1217	805	576	1382
"MA"	2006	"N. Attleborough"		"9"	3	794		822	652	377	1029	686	926	436	542	1071	761	943	770	939	588	469	1058
"MA"	2006	"N. Brookfield"		"1"	2	1354		1356	1063	618	1681	1157	1534	808	760	1782	1287	1587	1308	1590	994	739	1734
"MA"	2006	"N. Reading"		"1"	6	1000	613	1613	1053	602	1655	1158	1457	677	865	1704	1228	1498	1231	1483	933	740	1674
"MA"	2006	"N. Reading"		"2"	6	909	435	1344	928	452	1381	1003	1249	630	667	1427	1062	1271	1060	1253	844	548	1392
"MA"	2006	"N. Reading"		"3"	6	864	478	1342	909	469	1378	973	1228	575	697	1413	1036	1269	1032	1235	800	570	1370
"MA"	2006	"N. Reading"		"4"	6	1026	498	1524	1072	494	1567	1145	1409	693	766	1618	1198	1426	1177	1408	948	619	1568
"MA"	2006	"Nahant"		"1"	6	1352	424	1778	1251	544	1796	1350	1664	952	679	1848	1359	1687	1352	1643	1260	527	1793
"MA"	2006	"Nantucket"		"1"	10	2788	922	3899	2702	1076	3785	2718	3407	2244	1402	3994	2970	3578	2872	3536	2759	1172	3940
"MA"	2006	"Natick"		"1"	7	750		765	684	220	905	708	840	541	323	936	705	865	715	848	647	271	918
"MA"	2006	"Natick"		"10"	7	1289		1332	1220	455	1677	1265	1492	969	612	1716	1201	1555	1259	1512	1142	536	1682
"MA"	2006	"Natick"		"2"	7	1072		1093	1009	356	1366	1001	1240	743	528	1390	995	1266	1000	1231	947	422	1370
"MA"	2006	"Natick"		"3"	7	1107		1123	1056	327	1384	1067	1258	777	502	1426	1066	1289	1085	1263	1005	402	1407
"MA"	2006	"Natick"		"4"	7	864		886	823	252	1078	813	1008	649	338	1113	817	1031	833	1014	793	304	1099
"MA"	2006	"Natick"		"5"	7	1051		1073	997	332	1330	1006	1219	760	499	1383	997	1261	1017	1226	931	421	1352
"MA"	2006	"Natick"		"6"	7	1086		1104	1031	358	1389	1058	1271	765	537	1428	1021	1288	1027	1248	968	423	1393
"MA"	2006	"Natick"		"7"	7	1175		1192	1113	328	1441	1117	1316	872	491	1492	1084	1363	1099	1335	1060	395	1455
"MA"	2006	"Natick"		"8"	7	967		978	930	262	1192	878	1091	705	388	1231	880	1113	899	1099	870	337	1209
"MA"	2006	"Natick"		"9"	7	1068		1088	1006	320	1327	997	1209	773	487	1372	1001	1247	1009	1224	958	377	1338
"MA"	2006	"Needham"		"A"	9	858	262	1123	891	277	1169	923	1071	720	391	1201	887	1100	906	1065	857	320	1178
"MA"	2006	"Needham"		"B"	9	819	344	1170	885	353	1238	907	1076	714	490	1290	882	1111	912	1092	860	387	1253
"MA"	2006	"Needham"		"C"	9	876	302	1181	930	308	1239	951	1102	731	478	1300	919	1166	948	1122	902	356	1259
"MA"	2006	"Needham"		"D"	9	902	287	1194	902	326	1228	949	1083	783	433	1300	919	1147	947	1105	890	365	1255
"MA"	2006	"Needham"		"E"	9	972	341	1318	999	372	1372	1019	1175	819	498	1427	983	1242	1025	1213	940	441	1384
"MA"	2006	"Needham"		"F"	9	1046	299	1357	1077	340	1418	1112	1291	924	474	1491	1086	1332	1112	1300	1084	369	1456
"MA"	2006	"Needham"		"G"	9	1016	294	1318	1051	336	1388	1047	1212	844	498	1434	1044	1288	1062	1238	1000	396	1399
"MA"	2006	"Needham"		"H"	9	1105	354	1462	1115	402	1517	1171	1344	869	602	1575	1135	1408	1160	1348	1042	485	1528
"MA"	2006	"Needham"		"I"	9	1097	296	1397	1146	325	1473	1179	1326	952	491	1535	1136	1402	1197	1352	1094	403	1501
"MA"	2006	"Needham"		"J"	9	882	266	1153	878	314	1193	927	1058	733	422	1241	890	1110	930	1074	876	332	1210
"MA"	2006	"New Ashford"		"1"	1	72		91	70	23	93	70	86	67	21	94	71	86	75	88	67	25	92
"MA"	2006	"New Bedford"	"1"	"A"	4	697		710	648	142	791	585	738	549	221	838	652	763	626	753	646	176	822
"MA"	2006	"New Bedford"	"1"	"B"	4	848		860	805	170	977	746	904	682	263	1019	813	936	795	934	790	215	1006
"MA"	2006	"New Bedford"	"1"	"C"	4	522		530	477	120	597	450	566	403	183	644	499	584	486	576	492	135	627
"MA"	2006	"New Bedford"	"1"	"D"	4	645		664	610	147	758	544	713	517	221	798	610	735	601	721	625	160	785
"MA"	2006	"New Bedford"	"1"	"E"	4	692		707	640	133	774	593	730	561	199	813	675	751	646	746	645	151	797
"MA"	2006	"New Bedford"	"1"	"F"	4	589		601	556	142	699	498	652	456	220	741	550	676	549	675	537	191	730
"MA"	2006	"New Bedford"	"1"	"G"	4	625		644	579	150	730	524	697	495	211	767	591	711	586	710	577	189	767
"MA"	2006	"New Bedford"	"2"	"A"	4	164		167	141	28	169	133	164	121	46	185	152	164	142	166	147	37	184
"MA"	2006	"New Bedford"	"2"	"B"	4	310		317	278	50	328	258	315	248	63	346	291	324	277	322	304	40	345
"MA"	2006	"New Bedford"	"2"	"C"	4	386		395	354	62	417	312	396	317	105	448	372	415	345	401	374	73	447
"MA"	2006	"New Bedford"	"2"	"D"	4	459		469	418	90	508	367	470	358	140	545	421	493	404	484	431	103	534
"MA"	2006	"New Bedford"	"2"	"E"	4	508		512	480	97	577	420	541	408	142	603	468	554	473	559	492	104	597
"MA"	2006	"New Bedford"	"2"	"F"	4	413		415	374	53	427	334	411	334	83	448	385	427	347	411	397	54	451
"MA"	2006	"New Bedford"	"2"	"G"	4	555		559	521	86	607	482	589	432	157	638	539	610	521	599	539	100	639
"MA"	2006	"New Bedford"	"3"	"A"	4	172		175	143	41	185	124	177	119	55	189	157	184	148	180	166	27	193
"MA"	2006	"New Bedford"	"3"	"B"	4	343		349	316	69	387	285	362	287	84	411	312	370	310	369	328	71	401
"MA"	2006	"New Bedford"	"3"	"C"	4	320		326	286	58	345	252	332	254	76	363	299	342	285	342	301	63	364
"MA"	2006	"New Bedford"	"3"	"D"	4	313		321	297	49	348	260	332	289	59	367	302	345	293	336	306	44	352
"MA"	2006	"New Bedford"	"3"	"E"	4	571		582	520	98	619	458	586	457	146	653	497	602	496	599	525	117	644
"MA"	2006	"New Bedford"	"3"	"F"	4	606		609	546	100	646	500	607	510	157	695	549	621	533	617	579	103	682
"MA"	2006	"New Bedford"	"3"	"G"	4	449		454	433	91	524	389	493	409	129	561	432	503	430	492	433	116	549
"MA"	2006	"New Bedford"	"4"	"A"	4	339		343	304	43	347	276	329	320	41	375	304	338	283	335	342	34	376
"MA"	2006	"New Bedford"	"4"	"B"	4	419		423	398	45	443	347	424	397	53	466	376	439	368	433	415	43	458
"MA"	2006	"New Bedford"	"4"	"C"	4	560		569	498	74	574	437	548	501	86	640	472	564	472	560	534	75	612
"MA"	2006	"New Bedford"	"4"	"D"	4	372		380	336	57	394	293	382	312	71	422	317	394	308	393	358	64	424
"MA"	2006	"New Bedford"	"4"	"E"	4	434		443	412	68	480	350	440	395	82	502	393	460	390	452	423	68	491
"MA"	2006	"New Bedford"	"4"	"F"	4	481		494	421	87	509	372	498	405	111	561	434	510	427	510	455	105	561
"MA"	2006	"New Bedford"	"4"	"G"	4	475		480	446	55	502	385	478	426	64	530	436	500	414	487	458	58	517
"MA"	2006	"New Bedford"	"5"	"A"	4	366		371	332	47	380	298	359	293	80	402	338	371	321	365	358	45	404
"MA"	2006	"New Bedford"	"5"	"B"	4	544		554	500	100	601	433	551	467	135	648	458	578	472	578	516	112	630
"MA"	2006	"New Bedford"	"5"	"C"	4	422		433	374	68	442	337	429	383	78	491	388	433	370	441	415	65	480
"MA"	2006	"New Bedford"	"5"	"D"	4	644		653	613	96	709	532	672	552	159	753	539	687	569	692	609	123	733
"MA"	2006	"New Bedford"	"5"	"E"	4	737		750	689	128	817	635	762	594	196	868	658	800	662	779	681	170	851
"MA"	2006	"New Bedford"	"5"	"F"	4	617		618	554	110	665	506	629	507	136	700	550	654	552	648	571	117	689
"MA"	2006	"New Bedford"	"5"	"G"	4	822		837	754	172	927	714	869	687	244	1004	746	906	754	898	785	203	988
"MA"	2006	"New Bedford"	"6"	"A"	4	622		628	583	127	710	513	657	523	171	760	584	692	568	683	609	147	758
"MA"	2006	"New Bedford"	"6"	"B"	4	593		600	543	115	659	497	613	451	182	692	526	631	531	633	562	120	682
"MA"	2006	"New Bedford"	"6"	"C"	4	273		274	244	31	276	206	251	232	48	300	225	255	228	259	264	30	294
"MA"	2006	"New Bedford"	"6"	"D"	4	185		192	174	29	203	157	200	150	58	225	162	200	166	201	185	36	221
"MA"	2006	"New Bedford"	"6"	"E"	4	294		296	264	42	306	239	294	270	42	334	266	299	249	300	302	28	330
"MA"	2006	"New Bedford"	"6"	"F"	4	307		311	268	38	306	244	295	263	55	334	265	300	247	294	291	44	336
"MA"	2006	"New Bedford"	"6"	"G"	4	435		441	412	61	473	360	456	370	90	500	400	462	391	462	437	67	504
"MA"	2006	"New Braintree"		"1"	1	290		390	264	135	399	288	373	236	150	435	302	378	315	386	254	164	419
"MA"	2006	"New Marlborough"		"1"	1	462		580	429	148	577	415	520	431	149	610	415	544	427	536	442	167	609
"MA"	2006	"New Salem"		"1"	1	361		454	334	122	456	316	415	312	123	472	330	440	325	435	325	141	467
"MA"	2006	"Newbury"		"1"	6	1121	540	1663	1141	522	1664	1138	1453	912	631	1714	1201	1520	1201	1497	1075	614	1693
"MA"	2006	"Newbury"		"2"	6	983	595	1578	1007	556	1565	1054	1382	745	716	1633	1138	1440	1144	1433	939	661	1603
"MA"	2006	"Newburyport"	"1"	"1"	6	757	240	997	769	217	987	745	895	662	293	1031	745	937	751	923	752	253	1006
"MA"	2006	"Newburyport"	"1"	"P"	6	221	112	333	232	105	337	244	314	178	137	354	254	317	252	313	223	118	341
"MA"	2006	"Newburyport"	"2"	"1"	6	1024	277	1301	1006	259	1267	950	1144	891	358	1349	931	1190	959	1177	1009	293	1304
"MA"	2006	"Newburyport"	"3"	"1"	6	961	309	1271	951	322	1273	970	1181	809	423	1333	953	1200	979	1190	946	348	1300
"MA"	2006	"Newburyport"	"4"	"1"	6	947	348	1296	944	333	1277	934	1149	807	450	1342	950	1188	961	1166	936	379	1317
"MA"	2006	"Newburyport"	"5"	"1"	6	800	398	1199	837	368	1206	837	1061	604	528	1247	913	1114	907	1093	752	458	1212
"MA"	2006	"Newburyport"	"6"	"1"	6	951	468	1421	979	438	1421	1031	1279	755	595	1482	1110	1321	1118	1312	927	522	1449
"MA"	2006	"Newton"	"1"	"1"	4	733		752	646	221	870	775	855	548	301	922	703	817	695	802	703	191	897
"MA"	2006	"Newton"	"1"	"2"	4	928		945	870	161	1032	836	954	808	198	1081	737	993	783	953	881	176	1058
"MA"	2006	"Newton"	"1"	"3"	4	750		767	690	156	847	703	797	641	182	891	654	819	653	793	734	136	871
"MA"	2006	"Newton"	"1"	"4"	4	557		567	477	217	695	624	684	380	279	725	560	647	547	638	513	190	703
"MA"	2006	"Newton"	"2"	"1"	4	1111		1129	1025	306	1331	1134	1272	885	389	1389	978	1248	979	1212	1048	302	1352
"MA"	2006	"Newton"	"2"	"2"	4	911		928	867	149	1017	836	944	788	213	1075	748	963	790	930	903	152	1055
"MA"	2006	"Newton"	"2"	"3"	4	1463		1477	1405	214	1621	1346	1494	1316	286	1687	1178	1543	1257	1473	1447	201	1649
"MA"	2006	"Newton"	"3"	"1"	4	847		869	831	231	1062	949	1036	706	329	1119	779	990	804	961	822	259	1083
"MA"	2006	"Newton"	"3"	"2"	4	961		975	912	182	1095	942	1019	846	247	1144	812	1028	891	1010	947	174	1121
"MA"	2006	"Newton"	"3"	"3"	4	819		843	770	231	1002	857	961	633	324	1044	744	928	741	904	773	237	1018
"MA"	2006	"Newton"	"3"	"4"	4	835		854	781	223	1005	876	979	661	319	1055	769	959	764	915	808	215	1023
"MA"	2006	"Newton"	"4"	"1"	4	875		896	809	207	1017	847	954	711	275	1061	767	968	766	940	817	214	1031
"MA"	2006	"Newton"	"4"	"2"	4	981		992	937	145	1082	926	1013	850	199	1124	827	1038	854	991	949	154	1106
"MA"	2006	"Newton"	"4"	"3"	4	712		730	687	153	840	697	794	631	219	880	627	810	648	781	699	159	861
"MA"	2006	"Newton"	"4"	"4"	4	816		823	760	198	958	843	920	649	276	1003	743	904	779	888	773	215	988
"MA"	2006	"Newton"	"5"	"1"	4	715		729	662	166	831	648	769	587	212	860	603	789	629	766	673	168	844
"MA"	2006	"Newton"	"5"	"2"	4	1108		1129	1065	159	1226	1029	1139	1003	199	1271	928	1178	952	1117	1073	179	1256
"MA"	2006	"Newton"	"5"	"3"	4	1071		1083	1021	181	1203	983	1064	936	244	1246	877	1128	914	1072	1040	188	1228
"MA"	2006	"Newton"	"5"	"4"	4	1109		1122	1095	170	1266	1056	1153	979	224	1282	929	1191	977	1148	1080	180	1266
"MA"	2006	"Newton"	"6"	"1"	4	1135		1148	1080	193	1273	1019	1165	987	271	1340	934	1224	959	1163	1114	193	1307
"MA"	2006	"Newton"	"6"	"2"	4	1011		1024	987	142	1131	930	1046	890	209	1178	869	1087	898	1056	991	160	1151
"MA"	2006	"Newton"	"6"	"3"	4	1116		1135	1065	146	1211	964	1106	1000	185	1259	849	1149	883	1088	1084	150	1237
"MA"	2006	"Newton"	"6"	"4"	4	1152		1169	1105	204	1310	1068	1190	1025	269	1367	945	1249	995	1193	1114	217	1333
"MA"	2006	"Newton"	"7"	"1"	4	742		753	698	187	885	679	774	617	252	919	605	819	651	767	689	210	899
"MA"	2006	"Newton"	"7"	"2"	4	1090		1107	1032	176	1209	974	1091	920	268	1261	902	1153	918	1087	1054	187	1241
"MA"	2006	"Newton"	"7"	"3"	4	423		428	398	79	478	389	435	333	135	497	347	445	373	431	406	84	493
"MA"	2006	"Newton"	"7"	"4"	4	588		601	571	115	686	542	613	499	182	717	499	643	532	611	557	146	703
"MA"	2006	"Newton"	"8"	"1"	4	944		956	872	223	1097	903	996	755	357	1163	795	1039	869	993	910	225	1136
"MA"	2006	"Newton"	"8"	"2"	4	781		794	670	199	870	716	798	570	279	915	638	822	695	789	723	177	900
"MA"	2006	"Newton"	"8"	"3"	4	1025		1045	959	234	1247	939	1066	807	354	1242	868	1113	907	1050	974	236	1212
"MA"	2006	"Newton"	"8"	"4"	4	750		758	693	168	863	706	805	595	261	908	658	828	684	789	738	159	898
"MA"	2006	"Norfolk"		"1"	4	816		852	718	469	1188	797	1028	470	633	1221	861	1075	861	1059	658	523	1187
"MA"	2006	"Norfolk"		"2"	4	832		870	753	427	1180	823	1041	520	618	1233	885	1084	899	1077	706	497	1207
"MA"	2006	"Norfolk"		"3"	4	743		786	673	447	1120	750	947	472	596	1153	844	997	854	986	601	516	1121
"MA"	2006	"Norfolk"		"4"	4	259		269	238	141	379	271	340	160	185	398	289	354	285	343	220	169	389
"MA"	2006	"Northampton"	"1"	"A"	2	515		522	514	55	570	401	530	497	61	599	382	573	406	563	519	61	581
"MA"	2006	"Northampton"	"1"	"B"	2	979		985	939	163	1102	860	1028	903	202	1158	805	1079	841	1048	952	191	1143
"MA"	2006	"Northampton"	"2"	"A"	2	615		623	624	47	672	502	608	620	59	710	408	666	458	640	641	58	700
"MA"	2006	"Northampton"	"2"	"B"	2	491		498	510	29	539	407	491	493	40	563	342	534	372	514	520	35	557
"MA"	2006	"Northampton"	"3"	"A"	2	759		768	774	67	842	614	783	724	91	889	515	840	557	825	788	88	876
"MA"	2006	"Northampton"	"3"	"B"	2	695		701	682	67	749	545	680	652	81	796	511	742	533	720	716	70	786
"MA"	2006	"Northampton"	"4"	"A"	2	455		460	466	36	502	363	449	453	37	516	330	493	359	484	470	36	510
"MA"	2006	"Northampton"	"4"	"B"	2	867		876	861	106	967	697	881	813	143	1025	585	950	635	921	880	118	1001
"MA"	2006	"Northampton"	"5"	"A"	2	734		739	706	105	811	618	749	680	119	855	594	799	610	778	727	111	841
"MA"	2006	"Northampton"	"5"	"B"	2	749		756	762	86	849	605	792	729	118	894	551	835	593	813	765	115	882
"MA"	2006	"Northampton"	"6"	"A"	2	796		801	729	155	884	704	843	670	204	935	696	866	711	863	735	181	918
"MA"	2006	"Northampton"	"6"	"B"	2	925		938	851	202	1053	789	979	792	252	1114	778	1013	812	1003	848	236	1085
"MA"	2006	"Northampton"	"7"	"A"	2	716		721	679	121	802	622	755	635	157	857	586	781	597	774	682	151	834
"MA"	2006	"Northampton"	"7"	"B"	2	861		868	832	164	996	746	929	758	231	1059	722	969	754	945	825	219	1044
"MA"	2006	"Northborough"		"1"	3	1218		1218	1039	436	1475	1055	1347	783	610	1528	1131	1385	1138	1370	996	495	1491
"MA"	2006	"Northborough"		"2"	3	1145		1145	923	484	1407	1001	1272	746	575	1450	1042	1312	1049	1300	905	524	1429
"MA"	2006	"Northborough"		"3"	3	1160		1160	985	483	1468	1071	1335	732	654	1539	1112	1380	1118	1355	922	572	1494
"MA"	2006	"Northborough"		"4"	3	1198		1198	996	534	1530	1085	1384	764	711	1599	1110	1426	1110	1394	903	662	1565
"MA"	2006	"Northbridge"		"1"	2	972		979	816	483	1299	859	1145	645	573	1349	959	1168	987	1172	791	531	1322
"MA"	2006	"Northbridge"		"2"	2	1074		1084	875	525	1400	955	1254	637	622	1443	1074	1294	1061	1290	811	605	1418
"MA"	2006	"Northbridge"		"3"	2	689		690	556	345	901	620	819	423	411	931	684	824	688	827	526	383	909
"MA"	2006	"Northbridge"		"4"	2	1016		1022	840	592	1433	940	1252	607	728	1468	1047	1275	1066	1272	739	700	1441
"MA"	2006	"Northfield"		"1"	1	1001		1251	966	281	1247	906	1141	881	308	1292	968	1190	974	1169	934	341	1275
"MA"	2006	"Norton"		"1"	4	962		966	839	409	1249	835	1117	631	536	1308	990	1170	949	1159	783	501	1286
"MA"	2006	"Norton"		"2"	4	1020		1032	924	511	1435	1004	1293	678	647	1473	1118	1326	1086	1307	867	580	1449
"MA"	2006	"Norton"		"3"	4	866		867	763	368	1131	783	1039	570	476	1174	879	1064	869	1061	745	412	1157
"MA"	2006	"Norton"		"4"	4	944		944	830	418	1248	846	1150	597	592	1308	952	1154	956	1147	774	505	1279
"MA"	2006	"Norton"		"5"	4	558		561	481	263	744	484	650	346	348	779	531	671	521	660	465	298	763
"MA"	2006	"Norwell"		"1"	10	984	428	1482	983	507	1491	1136	1371	655	717	1533	1201	1382	1224	1386	905	593	1499
"MA"	2006	"Norwell"		"2"	10	903	648	1634	969	673	1642	1127	1412	670	888	1697	1170	1454	1204	1444	868	782	1655
"MA"	2006	"Norwell"		"3"	10	949	574	1596	995	606	1603	1174	1414	715	810	1665	1224	1471	1263	1463	926	694	1624
"MA"	2006	"Norwood"		"1"	9	1015	226	1241	922	333	1255	961	1168	627	541	1310	1042	1200	1033	1187	877	391	1268
"MA"	2006	"Norwood"		"2"	9	900	203	1106	812	302	1114	822	1005	571	459	1157	920	1042	902	1040	784	345	1130
"MA"	2006	"Norwood"		"3"	9	951	259	1214	868	363	1232	934	1130	623	518	1286	991	1173	994	1157	835	420	1258
"MA"	2006	"Norwood"		"4"	9	1169	315	1488	1032	469	1502	1149	1379	720	697	1572	1185	1404	1185	1387	999	516	1517
"MA"	2006	"Norwood"		"5"	9	508	125	634	483	157	640	481	590	359	250	670	516	609	528	607	468	185	653
"MA"	2006	"Norwood"		"6"	9	775	208	985	712	280	993	748	911	487	413	1025	815	936	814	937	696	313	1011
"MA"	2006	"Norwood"		"7"	9	929	269	1199	843	363	1207	909	1111	597	531	1246	986	1144	979	1125	807	409	1218
"MA"	2006	"Norwood"		"8"	9	1004	224	1232	926	314	1240	968	1165	673	476	1284	1029	1178	1020	1165	898	358	1259
"MA"	2006	"Norwood"		"9"	9	1128	329	1460	1036	440	1477	1172	1358	652	725	1539	1236	1397	1216	1374	958	523	1485
"MA"	2006	"Oak Bluffs"		"1"	10	1430	355	1870	1444	395	1839	1352	1645	1210	568	1931	1454	1727	1408	1698	1461	429	1892
"MA"	2006	"Oakham"		"1"	1	550		715	472	302	774	535	689	365	357	815	594	715	586	715	419	372	791
"MA"	2006	"Orange"		"1"	1	795		1069	720	357	1078	731	1007	613	410	1126	820	1028	806	1023	663	438	1102
"MA"	2006	"Orange"		"2"	1	871		1154	780	367	1147	782	1078	679	399	1193	877	1098	861	1082	731	436	1170
"MA"	2006	"Orleans"		"1"	10	1056	705	1843	1074	728	1803	1173	1577	890	810	1872	1274	1637	1246	1604	1056	784	1842
"MA"	2006	"Orleans"		"2"	10	1071	700	1887	1110	732	1843	1196	1608	894	852	1900	1318	1672	1275	1641	1073	797	1876
"MA"	2006	"Otis"		"1"	1	393		512	352	165	517	361	475	353	158	547	398	496	386	485	348	197	545
"MA"	2006	"Oxford"		"1"	2	905		905	764	402	1166	779	1064	580	466	1206	886	1081	909	1088	710	467	1177
"MA"	2006	"Oxford"		"2"	2	895		899	728	375	1103	780	1028	611	412	1140	863	1040	857	1037	706	419	1125
"MA"	2006	"Oxford"		"3"	2	894		898	759	376	1135	770	1028	584	461	1184	857	1065	846	1052	713	447	1160
"MA"	2006	"Oxford"		"4"	2	846		849	726	341	1067	722	969	551	442	1110	827	994	825	996	685	399	1084
"MA"	2006	"Palmer"		"1"	2	826		828	731	293	1024	717	962	539	428	1081	806	972	809	967	683	372	1056
"MA"	2006	"Palmer"		"2"	2	903		905	742	380	1122	762	1013	567	533	1200	856	1055	853	1037	720	449	1169
"MA"	2006	"Palmer"		"3"	2	764		766	662	257	919	654	854	516	382	968	725	866	721	861	627	316	943
