state	year	county	precinct	vtd	g2006_GOV_rv	g2006_GOV_dv	g2006_ATG_rv	g2006_ATG_dv	g2006_SOS_dv	g2006_SOS_rv	g2006_TRE_rv	g2006_TRE_dv	g2006_USH_dv	g2006_USH_rv
"KS"	2006	"CHEROKEE"	"Columbus Ward 4"	"000090"	57	85	81	63	47	89	79	62	63	81
"KS"	2006	"CHEROKEE"	"Columbus Ward 5"	"00010A"	67	93	90	76	66	90	94	68	84	78
"KS"	2006	"CHEROKEE"	"Crawford Township"	"000110"	91	144	140	98	77	148	140	93	94	142
"KS"	2006	"CHEROKEE"	"Galena Ward 1"	"000120"	39	122	63	103	103	57	61	105	111	53
"KS"	2006	"CHEROKEE"	"Galena Ward 2"	"00013A"	61	70	71	67	58	73	79	56	61	73
"KS"	2006	"CHEROKEE"	"Galena Ward 3"	"000140"	73	140	104	117	121	92	98	121	112	101
"KS"	2006	"CHEROKEE"	"Galena Ward 4"	"00015A"	28	79	36	75	75	30	35	76	75	33
"KS"	2006	"CHEROKEE"	"Galena Ward 5"	"000160"			0	0			0	0		
"KS"	2006	"CHEROKEE"	"Garden Township Lowell"	"000170"	248	388	308	339	308	317	330	310	331	304
"KS"	2006	"CHEROKEE"	"Garden Township Stanley Mine"	"00018A"	72	87	144	65	52	109	109	59	66	100
"KS"	2006	"CHEROKEE"	"Lola Township"	"000190"	44	51	62	39	28	63	57	41	36	61
"KS"	2006	"CHEROKEE"	"Lowell Township"	"000200"	70	108	97	82	68	102	105	71	69	109
"KS"	2006	"CHEROKEE"	"Lyon Township"	"000210"	61	43	79	29	25	76	70	33	33	74
"KS"	2006	"CHEROKEE"	"Mineral Township"	"000220"	30	45	48	25	25	41	47	22	33	42
"KS"	2006	"CHEROKEE"	"Neosho Township Faulkner"	"000230"	17	16	24	9	12	20	21	11	14	19
"KS"	2006	"CHEROKEE"	"Neosho Township Melrose"	"000240"	28	38	38	31	26	37	34	33	31	36
"KS"	2006	"CHEROKEE"	"PROVISIONAL"	"999999"	9	10	9	12	10	12	11	10	8	12
"KS"	2006	"CHEROKEE"	"Pleasant View Township"	"000250"	86	113	123	84	78	114	121	79	80	121
"KS"	2006	"CHEROKEE"	"Ross Township Belleview"	"000270"	29	45	35	37	37	35	34	38	46	27
"KS"	2006	"CHEROKEE"	"Ross Township Roseland"	"000280"	42	51	42	52	51	41	42	52	55	40
"KS"	2006	"CHEROKEE"	"Ross Township West Mineral"	"000290"	36	42	42	37	35	36	39	39	37	40
"KS"	2006	"CHEROKEE"	"Salamanca Township"	"00030A"	88	140	134	98	94	122	117	102	110	116
"KS"	2006	"CHEROKEE"	"Scammon Ward 1"	"000310"	13	29	18	23	26	15	14	28	33	10
"KS"	2006	"CHEROKEE"	"Scammon Ward 2"	"000320"	19	35	19	36	29	22	24	30	30	22
"KS"	2006	"CHEROKEE"	"Scammon Ward 3"	"000330"	16	35	20	33	26	24	22	29	35	17
"KS"	2006	"CHEROKEE"	"Shawnee Township"	"000340"	103	81	121	68	55	123	122	65	62	121
"KS"	2006	"CHEROKEE"	"Sheridan Township"	"000350"	31	46	43	37	27	48	48	30	40	37
"KS"	2006	"CHEROKEE"	"Spring Valley Township Neutral"	"000360"	82	113	108	90	82	107	108	90	98	100
"KS"	2006	"CHEROKEE"	"Spring Valley Township Spring Valley"	"00037A"	73	70	82	62	50	89	95	47	62	80
"KS"	2006	"CHEROKEE"	"Treece City"	"000380"	6	17	10	13	14	8	8	15	13	10
"KS"	2006	"CHEROKEE"	"Weir Ward 1"	"00039A"	18	30	20	28	23	23	19	26	30	18
"KS"	2006	"CHEROKEE"	"Weir Ward 2"	"000400"	33	61	40	61	50	44	42	55	58	39
"KS"	2006	"CHEROKEE"	"Weir Ward 3"	"000410"	16	39	18	39	29	24	19	36	36	19
"KS"	2006	"CHEROKEE"	"West Mineral City Exclave Big Brutus"	"00042B"			0	0	0	0				
"KS"	2006	"CHEYENNE"	"ADVANCED"	"999998"	130	95	137	86	43	171	165	56	30	191
"KS"	2006	"CHEYENNE"	"Benkelman Township"	"000010"	8	1	8	1	0	9	9	0	0	9
"KS"	2006	"CHEYENNE"	"Bird City Township"	"000020"	154	120	157	114	47	206	208	59	37	230
"KS"	2006	"CHEYENNE"	"Calhoun Township"	"000030"	4	8	7	5	1	11	9	2	0	12
"KS"	2006	"CHEYENNE"	"Cleveland Run Township"	"000040"	19	4	21	2	1	21	23	0	0	23
"KS"	2006	"CHEYENNE"	"Jaqua Township"	"000050"	1	8	4	5	2	6	5	2	1	8
"KS"	2006	"CHEYENNE"	"Orlando Township"	"000060"	6	5	10	1	0	11	11	0	0	11
"KS"	2006	"CHEYENNE"	"Wano 1 Township"	"000070"	101	92	122	73	38	149	139	51	33	157
"KS"	2006	"CHEYENNE"	"Wano 2 Township"	"000080"	180	110	187	100	54	224	224	54	43	242
"KS"	2006	"CLARK"	"ADVANCED"	"999998"	84	74	85	68	38	117	108	47	32	120
"KS"	2006	"CLARK"	"Appleton Township"	"000010"	167	133	181	116	49	244	237	51	50	254
"KS"	2006	"CLARK"	"Center 1"	"000020"	72	93	81	81	31	127	123	36	49	117
"KS"	2006	"CLARK"	"Center 2"	"000030"	58	52	64	44	18	88	90	19	21	87
"KS"	2006	"CLARK"	"Englewood Township"	"000040"	7	20	9	19	11	16	16	14	14	13
"KS"	2006	"CLARK"	"Lexington Township"	"000050"	8	5	8	5	4	9	11	3	4	9
"KS"	2006	"CLARK"	"Liberty Township"	"000060"	3	5	6	2	0	8	8	0	1	7
"KS"	2006	"CLARK"	"PROVISIONAL"	"999999"	2	2	2	2	1	3	3	1	1	3
"KS"	2006	"CLARK"	"Sitka Township"	"000070"	15	16	17	14	5	24	25	5	8	23
"KS"	2006	"CLAY"	"ADVANCED"	"999998"	377	392	389	362	119	618	613	143	100	655
"KS"	2006	"CLAY"	"Athelstane Township"	"000010"	29	3	24	9	3	28	30	3	2	29
"KS"	2006	"CLAY"	"Blaine Township"	"000020"	43	41	52	32	7	74	76	5	6	77
"KS"	2006	"CLAY"	"Bloom Township"	"000030"	17	17	22	9	1	31	32	1	1	32
"KS"	2006	"CLAY"	"Chapman Township"	"000040"	6	8	8	6	4	10	10	4	4	10
"KS"	2006	"CLAY"	"Clay Center Township"	"00005A"	61	56	56	63	21	93	95	21	11	105
"KS"	2006	"CLAY"	"Clay Center Ward 1"	"00006A"	175	227	196	204	56	333	339	56	38	360
"KS"	2006	"CLAY"	"Clay Center Ward 2"	"000070"	174	194	181	185	57	302	305	58	44	324
"KS"	2006	"CLAY"	"Clay Center Ward 3"	"000080"	113	118	130	98	33	188	200	34	31	194
"KS"	2006	"CLAY"	"Clay Center Ward 4"	"000090"	113	104	106	107	38	161	167	47	40	169
"KS"	2006	"CLAY"	"Exeter Township"	"000100"	21	10	23	10	3	30	28	4	2	31
"KS"	2006	"CLAY"	"Five Creeks Township"	"000110"	19	18	21	17	2	33	30	9	4	33
"KS"	2006	"CLAY"	"Garfield Township"	"000120"	16	10	19	7	2	21	24	0	0	25
"KS"	2006	"CLAY"	"Gill Township"	"000130"	32	18	32	18	2	44	48	2	1	49
"KS"	2006	"CLAY"	"Goshen Township"	"000140"	12	5	7	10	1	14	14	2	3	14
"KS"	2006	"CLAY"	"Grant Township"	"000150"	34	19	39	14	2	50	52	2	4	48
"KS"	2006	"CLAY"	"Hayes Township"	"000160"	42	27	42	24	4	60	59	8	5	63
"KS"	2006	"CLAY"	"Highland Township"	"000170"	36	37	39	32	9	61	61	11	7	66
"KS"	2006	"CLAY"	"Mulberry Township"	"000180"	20	16	19	17	7	29	29	7	4	32
"KS"	2006	"CLAY"	"Oakland Township"	"000190"	4	11	5	10	2	12	12	3	4	11
"KS"	2006	"CLAY"	"PROVISIONAL"	"999999"	16	26	21	22	9	32	35	8	8	34
"KS"	2006	"CLAY"	"Republican Township"	"000200"	133	143	158	118	36	235	231	42	30	245
"KS"	2006	"CLAY"	"Sherman Township"	"000210"	29	38	31	38	12	52	57	9	8	60
"KS"	2006	"CLAY"	"Union Township"	"000220"	31	22	35	17	4	49	48	5	3	50
"KS"	2006	"CLOUD"	"ADVANCED"	"999998"	187	229	184	223	106	289	269	136	99	311
"KS"	2006	"CLOUD"	"Arion Township"	"000010"	13	20	21	14	9	26	26	9	5	28
"KS"	2006	"CLOUD"	"Aurora Township"	"000020"	12	33	19	26	11	29	28	17	11	33
"KS"	2006	"CLOUD"	"Buffalo Township"	"000030"	30	17	22	26	6	37	34	10	7	37
"KS"	2006	"CLOUD"	"Center Township"	"000040"	35	23	36	19	5	47	42	10	2	55
"KS"	2006	"CLOUD"	"Colfax Township"	"000050"	7	5	6	3	1	10	12	0	0	12
"KS"	2006	"CLOUD"	"Concordia Ward 1"	"00006A"	95	104	100	103	44	149	142	55	42	159
"KS"	2006	"CLOUD"	"Concordia Ward 1 Exclave A"	"00006B"					0					
"KS"	2006	"CLOUD"	"Concordia Ward 2 Precinct 1"	"000070"	98	135	122	108	40	185	170	60	38	192
"KS"	2006	"CLOUD"	"Concordia Ward 2 Precinct 2"	"00008A"	149	190	166	173	65	258	273	61	51	285
"KS"	2006	"CLOUD"	"Concordia Ward 3"	"000090"	150	229	160	222	99	266	267	111	91	286
"KS"	2006	"CLOUD"	"Concordia Ward 4"	"000100"	83	136	107	108	63	143	133	75	52	157
"KS"	2006	"CLOUD"	"East Lincoln"	"00011A"	40	37	41	32	17	52	54	18	14	62
"KS"	2006	"CLOUD"	"East Meredith"	"000120"	4	6	2	8	2	8	7	3	0	10
"KS"	2006	"CLOUD"	"Elk Township"	"000130"	103	151	131	125	54	184	182	71	48	199
"KS"	2006	"CLOUD"	"Grant Township"	"000140"	46	63	51	56	19	79	76	29	14	93
"KS"	2006	"CLOUD"	"Lyon Township"	"000150"	19	19	23	15	9	28	29	10	8	28
"KS"	2006	"CLOUD"	"Nelson Township"	"000160"	31	17	36	13	3	44	45	4	4	44
"KS"	2006	"CLOUD"	"North Lawrence"	"000170"	15	9	17	9	1	21	21	3	2	22
"KS"	2006	"CLOUD"	"Oakland Township"	"000180"	11	9	11	9	5	15	15	5	3	17
"KS"	2006	"CLOUD"	"PROVISIONAL"	"999999"	19	23	21	22	14	26	26	15	11	30
"KS"	2006	"CLOUD"	"Shirley Township"	"000190"	16	29	19	23	9	32	34	8	5	40
"KS"	2006	"CLOUD"	"Sibley Township"	"000200"	26	34	28	31	15	42	42	15	10	47
"KS"	2006	"CLOUD"	"Solomon Township"	"000210"	90	90	88	91	34	136	140	39	28	144
"KS"	2006	"CLOUD"	"South Lawrence"	"000220"	5	9	4	9	3	11	8	5	3	10
"KS"	2006	"CLOUD"	"Starr Township"	"000230"	105	92	117	80	33	158	156	40	30	162
"KS"	2006	"CLOUD"	"Summit Township"	"000240"	9	11	12	8	3	13	14	5	3	16
"KS"	2006	"CLOUD"	"West Lincoln"	"000250"	21	26	23	24	11	37	34	14	14	34
"KS"	2006	"CLOUD"	"West Meredith"	"000260"	5	5	3	7	2	7	7	3	2	8
"KS"	2006	"COFFEY"	"ADVANCED"	"999998"	278	246	252	264	126	371	371	140	229	281
"KS"	2006	"COFFEY"	"Avon Township"	"000010"	36	37	42	29	12	57	54	17	30	41
"KS"	2006	"COFFEY"	"Burlington Township"	"000020"	65	64	76	50	17	111	108	21	41	87
"KS"	2006	"COFFEY"	"Burlington Ward 1"	"000030"	130	148	148	134	56	217	208	71	123	150
"KS"	2006	"COFFEY"	"Burlington Ward 2"	"00004A"	117	117	112	125	40	182	179	53	113	115
"KS"	2006	"COFFEY"	"Burlington Ward 2 Exclave"	"00004B"	0	0	0	0	0	0	0	0	0	0
"KS"	2006	"COFFEY"	"Burlington Ward 3"	"00005A"	162	115	145	130	47	226	213	59	101	167
"KS"	2006	"COFFEY"	"Burlington Ward 3 Exclave Caldwell's Add."	"00005B"	0	0	0	0	0	0	0	0	0	0
"KS"	2006	"COFFEY"	"Burlington Ward 3 Exclave Indust. Park #2 & 3"	"00005C"	0	0	0	0	0	0	0	0	0	0
"KS"	2006	"COFFEY"	"Hampden Township"	"000060"	24	17	29	14	5	34	36	5	16	27
"KS"	2006	"COFFEY"	"Key West Township"	"000070"	48	29	52	28	13	61	68	15	36	43
"KS"	2006	"COFFEY"	"Leroy Township"	"000080"	140	94	149	87	29	198	185	47	66	168
"KS"	2006	"COFFEY"	"Liberty Township"	"000090"	122	101	141	78	28	189	187	33	82	137
"KS"	2006	"COFFEY"	"Lincoln Township"	"000100"	221	202	194	219	94	309	305	109	202	214
"KS"	2006	"COFFEY"	"Neosho Township"	"000110"	27	21	29	18	4	42	40	6	17	30
"KS"	2006	"COFFEY"	"Ottumwa Township"	"000120"	148	116	133	136	57	201	200	66	103	155
"KS"	2006	"COFFEY"	"PROVISIONAL"	"999999"	9	11	14	5	5	13	13	5	8	11
"KS"	2006	"COFFEY"	"Pleasant Township"	"000130"	26	31	20	39	17	39	42	17	35	20
"KS"	2006	"COFFEY"	"Pottawatomie Township"	"000140"	36	32	31	37	15	48	53	15	37	30
"KS"	2006	"COFFEY"	"Rock Creek Township"	"000150"	186	140	174	150	51	262	249	69	125	189
"KS"	2006	"COFFEY"	"Spring Creek Township"	"000160"	47	27	53	23	4	65	68	6	27	48
"KS"	2006	"COFFEY"	"Star Township"	"000170"	12	14	13	13	3	22	21	4	7	17
"KS"	2006	"COMANCHE"	"ADVANCED"	"999998"	29	46	31	43	24	42	43	26	23	48
"KS"	2006	"COMANCHE"	"Avilla Township"	"000010"	32	14	29	14	6	37	39	6	6	39
"KS"	2006	"COMANCHE"	"Coldwater Township"	"000020"	197	206	196	206	71	306	304	87	85	304
"KS"	2006	"COMANCHE"	"PROVISIONAL"	"999999"		1		1	1		1	0	1	
"KS"	2006	"COMANCHE"	"Powell Township"	"000030"	18	10	20	8	5	23	20	5	5	23
"KS"	2006	"COMANCHE"	"Protection Township"	"000040"	162	108	152	116	35	219	218	47	84	187
"KS"	2006	"COWLEY"	"Arkansas City Ward 1 A"	"00001A"	63	78	66	79	49	91	96	49	42	103
"KS"	2006	"COWLEY"	"Arkansas City Ward 1 A Exclave A"	"00001B"	3	2	2	3	1	4	5	0	0	5
"KS"	2006	"COWLEY"	"Arkansas City Ward 1 A Exclave B"	"00001C"	2	0	1	1	0	2	2	0	0	2
"KS"	2006	"COWLEY"	"Arkansas City Ward 1 B"	"000020"	64	63	55	73	35	81	85	40	27	98
"KS"	2006	"COWLEY"	"Arkansas City Ward 1 C"	"000030"	121	143	113	150	99	159	161	104	76	185
"KS"	2006	"COWLEY"	"Arkansas City Ward 1 D"	"000040"	83	114	67	129	72	117	125	68	61	133
"KS"	2006	"COWLEY"	"Arkansas City Ward 2 A"	"000050"	122	133	94	162	79	169	162	87	70	183
"KS"	2006	"COWLEY"	"Arkansas City Ward 2 B - 1"	"00006A"	50	59	41	71	47	59	61	46	34	71
"KS"	2006	"COWLEY"	"Arkansas City Ward 2 B - 2"	"00006B"	30	46	23	53	30	44	42	35	27	48
"KS"	2006	"COWLEY"	"Arkansas City Ward 2 C"	"000070"	10	22	7	27	21	8	9	26	19	12
"KS"	2006	"COWLEY"	"Arkansas City Ward 2 D"	"000080"	13	23	13	23	18	16	17	17	12	24
"KS"	2006	"COWLEY"	"Arkansas City Ward 3 A"	"000090"	25	41	29	37	28	34	39	27	20	46
"KS"	2006	"COWLEY"	"Arkansas City Ward 3 B"	"000100"	44	54	38	54	38	49	56	38	31	64
"KS"	2006	"COWLEY"	"Arkansas City Ward 3 C"	"000110"	29	46	31	53	41	35	37	45	29	48
"KS"	2006	"COWLEY"	"Arkansas City Ward 4 A"	"000120"	89	109	65	135	103	91	94	105	80	121
"KS"	2006	"COWLEY"	"Arkansas City Ward 4 B"	"00013A"	236	278	202	298	190	286	287	216	162	323
"KS"	2006	"COWLEY"	"Arkansas City Ward 4 C"	"000140"	93	143	81	159	99	131	133	99	74	156
"KS"	2006	"COWLEY"	"Arkansas City Ward 4 D"	"000150"	144	220	148	221	145	209	204	164	134	231
"KS"	2006	"COWLEY"	"Beaver Township"	"000170"	48	52	42	57	25	67	71	24	30	68
"KS"	2006	"COWLEY"	"Cedar Township"	"000180"	8	4	7	7	2	10	11	3	2	12
"KS"	2006	"COWLEY"	"Dexter Township"	"000190"	70	90	83	77	42	114	106	49	28	130
"KS"	2006	"COWLEY"	"East Bolton"	"000200"	102	126	107	127	94	122	117	108	63	160
"KS"	2006	"COWLEY"	"East Creswell"	"000210"	239	245	195	299	152	326	319	171	132	346
"KS"	2006	"COWLEY"	"Fairview Township"	"000220"	44	49	35	58	28	61	63	25	23	68
"KS"	2006	"COWLEY"	"Grant Township"	"000230"	18	6	10	13	3	19	17	6	2	21
"KS"	2006	"COWLEY"	"Harvey Township"	"000240"	23	24	23	22	15	28	29	16	10	31
"KS"	2006	"COWLEY"	"Liberty Township"	"000250"	48	19	43	24	6	54	59	6	7	58
"KS"	2006	"COWLEY"	"Maple Township"	"000260"	149	91	124	119	56	176	190	54	61	175
"KS"	2006	"COWLEY"	"Ninnescah Township"	"000270"	190	149	142	195	96	225	238	93	83	252
"KS"	2006	"COWLEY"	"Omnia Township"	"000280"	52	48	47	54	21	72	71	25	18	80
"KS"	2006	"COWLEY"	"Otter Township"	"000290"	9	6	9	6	3	11	10	5	4	10
"KS"	2006	"COWLEY"	"Pleasant Valley Township"	"000300"	168	171	139	198	99	225	231	104	90	241
"KS"	2006	"COWLEY"	"Richland Township"	"000310"	46	28	34	41	15	59	56	17	22	51
"KS"	2006	"COWLEY"	"Rock Township"	"000320"	30	31	22	39	16	42	45	16	14	49
"KS"	2006	"COWLEY"	"Salem Township"	"000330"	45	61	35	77	32	74	77	35	31	77
"KS"	2006	"COWLEY"	"Sheridan Township"	"000340"	36	30	25	43	13	51	49	19	15	52
"KS"	2006	"COWLEY"	"Silver Creek Township"	"000350"	116	115	107	129	41	173	176	57	37	190
"KS"	2006	"COWLEY"	"Silverdale Township"	"000360"	48	69	50	72	36	75	85	33	31	87
"KS"	2006	"COWLEY"	"Spring Creek Township"	"000370"	16	7	15	8	5	18	19	4	3	19
"KS"	2006	"COWLEY"	"Tisdale Township"	"000380"	66	69	58	77	34	94	95	36	36	98
"KS"	2006	"COWLEY"	"Vernon Township"	"000390"	93	96	102	93	54	122	135	50	42	141
"KS"	2006	"COWLEY"	"Walnut Township"	"000400"	131	143	105	176	73	189	202	73	66	207
"KS"	2006	"COWLEY"	"West Bolton"	"00041A"	130	119	128	122	83	160	164	87	64	180
"KS"	2006	"COWLEY"	"West Creswell"	"00042A"	111	97	76	136	72	126	136	70	62	141
"KS"	2006	"COWLEY"	"Windsor Township"	"000430"	34	42	26	52	28	41	43	33	23	49
"KS"	2006	"COWLEY"	"Winfield Ward 1 East"	"000440"	97	215	113	200	108	191	202	104	115	196
"KS"	2006	"COWLEY"	"Winfield Ward 1 West"	"000450"	75	104	61	116	56	116	120	57	56	121
"KS"	2006	"COWLEY"	"Winfield Ward 2 Central"	"000460"	76	156	69	159	88	132	147	80	91	134
"KS"	2006	"COWLEY"	"Winfield Ward 2 East"	"000470"	86	161	81	165	80	148	166	72	85	148
"KS"	2006	"COWLEY"	"Winfield Ward 2 South"	"000480"	148	185	118	217	71	254	272	61	86	242
"KS"	2006	"COWLEY"	"Winfield Ward 2 West"	"000490"	78	139	91	127	74	138	144	73	62	145
"KS"	2006	"COWLEY"	"Winfield Ward 3"	"000500"	100	188	92	204	101	171	187	102	100	185
"KS"	2006	"COWLEY"	"Winfield Ward 3 South"	"00051A"	47	52	43	55	22	74	79	18	23	74
"KS"	2006	"COWLEY"	"Winfield Ward 4"	"000520"	28	75	36	64	37	56	74	27	36	62
"KS"	2006	"COWLEY"	"Winfield Ward 5 East"	"00053A"	126	267	126	269	160	216	218	170	152	232
"KS"	2006	"COWLEY"	"Winfield Ward 5 West"	"000540"	68	92	70	93	63	90	96	65	51	106
"KS"	2006	"COWLEY"	"Winfield Ward 6"	"000550"	166	228	141	250	105	270	285	103	99	287
"KS"	2006	"COWLEY"	"Winfield Ward 6 A"	"000560"	49	77	53	76	30	95	98	24	38	88
"KS"	2006	"COWLEY"	"Winfield Ward 7"	"000570"	104	172	88	185	75	190	194	76	88	181
"KS"	2006	"COWLEY"	"Winfield Ward 8"	"00051B"	16	17	11	22	12	21	22	11	10	22
"KS"	2006	"CRAWFORD"	"Arcadia"	"000010"	64	102	69	105	97	70	75	100	102	74
"KS"	2006	"CRAWFORD"	"Baker"	"000020"	129	230	172	186	158	179	176	174	189	172
"KS"	2006	"CRAWFORD"	"Beulah"	"000030"	46	57	53	52	36	63	67	37	47	55
"KS"	2006	"CRAWFORD"	"Brazilton"	"000040"	16	21	20	19	13	23	21	17	21	17
"KS"	2006	"CRAWFORD"	"Capaldo"	"000050"	56	108	82	86	75	83	77	90	93	70
"KS"	2006	"CRAWFORD"	"Cherokee"	"000060"	130	202	161	181	163	160	152	184	186	146
"KS"	2006	"CRAWFORD"	"Chicopee"	"000070"	68	132	88	115	91	100	99	100	117	87
"KS"	2006	"CRAWFORD"	"Crawford"	"000080"	103	109	122	88	54	147	135	71	95	114
"KS"	2006	"CRAWFORD"	"Crowe"	"000090"	30	66	43	57	54	42	35	67	59	37
"KS"	2006	"CRAWFORD"	"Franklin"	"000100"	29	107	43	96	90	42	39	100	100	36
"KS"	2006	"CRAWFORD"	"Frontenac Ward 1"	"000110"	77	262	102	239	222	103	114	224	244	92
"KS"	2006	"CRAWFORD"	"Frontenac Ward 2"	"00012A"	122	365	167	326	286	191	180	302	328	156
"KS"	2006	"CRAWFORD"	"Frontenac Ward 3"	"00013A"	53	132	76	114	106	72	70	117	122	65
"KS"	2006	"CRAWFORD"	"Frontenac Ward 4"	"00014A"	44	91	54	83	72	51	53	80	82	50
"KS"	2006	"CRAWFORD"	"Girard Ward 1"	"000150"	40	74	49	63	51	52	56	54	62	47
"KS"	2006	"CRAWFORD"	"Girard Ward 2"	"00016A"	129	209	161	175	141	190	180	156	172	168
"KS"	2006	"CRAWFORD"	"Girard Ward 3"	"00017A"	81	173	115	145	114	125	115	142	138	112
"KS"	2006	"CRAWFORD"	"Girard Ward 4"	"000180"	91	202	140	155	133	142	144	144	183	108
"KS"	2006	"CRAWFORD"	"Grant Township"	"000190"	46	66	69	47	37	73	60	50	52	63
"KS"	2006	"CRAWFORD"	"Hepler"	"000200"	17	57	40	41	25	51	47	32	31	44
"KS"	2006	"CRAWFORD"	"Lincoln"	"000210"	46	91	52	87	68	66	67	72	91	45
"KS"	2006	"CRAWFORD"	"Lone Star"	"00022A"	149	315	193	283	208	251	240	232	278	192
"KS"	2006	"CRAWFORD"	"McCune"	"000230"	125	186	157	156	123	167	175	133	159	152
"KS"	2006	"CRAWFORD"	"Mulberry Ward 1"	"000240"	19	48	21	48	47	17	15	53	44	21
"KS"	2006	"CRAWFORD"	"Mulberry Ward 2"	"000250"	27	51	33	47	48	26	26	51	57	18
"KS"	2006	"CRAWFORD"	"North Arma"	"000260"	91	226	118	201	185	119	110	199	221	95
"KS"	2006	"CRAWFORD"	"Opolis"	"000270"	45	98	63	82	56	77	76	66	80	62
"KS"	2006	"CRAWFORD"	"Parkview"	"000280"	47	118	59	105	87	71	65	97	103	60
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 1 Precinct 1"	"000290"	61	144	80	122	97	94	96	99	108	95
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 1 Precinct 2"	"000300"	141	285	176	251	170	241	220	200	240	186
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 1 Precinct 3"	"000310"	339	533	402	482	344	493	483	379	435	434
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 2 Precinct 1"	"000320"	44	104	59	92	85	62	56	95	98	52
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 2 Precinct 2"	"000330"	81	161	102	147	127	108	98	144	146	99
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 2 Precinct 3"	"000340"	86	177	117	149	132	118	121	140	162	98
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 2 Precinct 4"	"000350"	79	143	82	132	90	124	122	97	108	112
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 2 Precinct 5"	"000360"	123	188	168	144	105	194	191	114	140	173
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 3 Precinct 1"	"000370"	83	172	104	154	148	101	100	154	161	99
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 3 Precinct 2"	"00038A"	118	209	152	179	174	144	143	188	189	140
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 4 Precinct 1"	"000390"	19	73	31	66	61	28	26	67	70	23
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 4 Precinct 2"	"000400"	58	123	68	113	94	79	86	95	112	70
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 4 Precinct 3"	"000410"	93	262	131	231	217	132	124	237	233	122
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 4 Precinct 4 Part A"	"00042A"	57	145	79	127	120	83	79	128	129	78
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 4 Precinct 5"	"000430"	161	341	217	287	198	286	266	225	277	220
"KS"	2006	"CRAWFORD"	"Pittsburg Ward 4 Precinct 6"	"00044A"	20	36	29	26	21	35	32	22	23	34
"KS"	2006	"CRAWFORD"	"Raymond"	"000450"	92	187	134	144	102	163	150	121	152	127
"KS"	2006	"CRAWFORD"	"Sheridan"	"000460"	24	65	46	48	46	38	41	53	43	45
"KS"	2006	"CRAWFORD"	"Sherman Township"	"000470"	97	152	131	121	87	145	145	100	129	116
"KS"	2006	"CRAWFORD"	"Smelter"	"000480"	72	131	100	109	81	117	115	89	108	100
"KS"	2006	"CRAWFORD"	"South Arma"	"000490"	78	268	115	230	186	149	129	211	238	109
"KS"	2006	"CRAWFORD"	"Walnut"	"000500"	26	41	34	33	24	40	39	27	32	37
"KS"	2006	"DECATUR"	"ADVANCED"	"999998"	146	191	161	161	66	234	221	81	46	274
"KS"	2006	"DECATUR"	"Allison Township"	"000010"	13	12	14	9	3	21	21	3	2	23
"KS"	2006	"DECATUR"	"Altory Township"	"000020"	13	11	14	8	3	20	21	3	2	20
"KS"	2006	"DECATUR"	"Bassettville Township"	"000030"	10	5	10	5	1	14	13	0	1	14
"KS"	2006	"DECATUR"	"Beaver Township"	"000040"	6	15	12	8	6	14	13	8	7	16
"KS"	2006	"DECATUR"	"Cook Township"	"000060"	11	2	10	3	0	12	12	1	0	14
"KS"	2006	"DECATUR"	"Custer Township"	"000070"	11	10	12	7	4	15	13	7	4	16
"KS"	2006	"DECATUR"	"Dresden Township"	"000080"	19	19	26	14	11	28	27	12	7	31
"KS"	2006	"DECATUR"	"Finley Township"	"000090"	1	5	2	4	1	5	5	1	1	5
"KS"	2006	"DECATUR"	"Garfield Township"	"000100"	3	15	2	16	9	9	11	7	5	13
"KS"	2006	"DECATUR"	"Grant Township"	"000110"	36	36	39	30	16	53	56	17	15	57
"KS"	2006	"DECATUR"	"Harlan Township"	"000120"	8	8	10	5	4	10	11	3	0	16
"KS"	2006	"DECATUR"	"Jennings Township"	"000130"	19	37	17	38	22	31	32	24	16	38
"KS"	2006	"DECATUR"	"Liberty Township"	"000140"	8	10	8	10	2	14	16	1	1	17
"KS"	2006	"DECATUR"	"Logan Township"	"000160"	8	6	14	0	0	14	14	0	0	14
"KS"	2006	"DECATUR"	"Oberlin City Precinct 1"	"000180"	133	120	146	105	46	190	193	57	42	211
"KS"	2006	"DECATUR"	"Oberlin City Precinct 2"	"00019A"	152	144	173	110	46	230	232	51	38	253
"KS"	2006	"DECATUR"	"Oberlin Township"	"000200"	15	18	17	15	6	27	27	4	5	28
"KS"	2006	"DECATUR"	"Olive Township"	"000210"	0	12	3	8	2	9	10	1	1	12
